OBJECTID,boro,bctcb2020,cenblock20
53,Manhattan,10008003000,3.6061E+14
54,Manhattan,10008004000,3.6061E+14
55,Manhattan,10008005003,3.6061E+14
56,Manhattan,10008006001,3.6061E+14
57,Manhattan,10008006003,3.6061E+14
58,Manhattan,10008006006,3.6061E+14
59,Manhattan,10008006009,3.6061E+14
60,Manhattan,10008006010,3.6061E+14
61,Manhattan,10008006014,3.6061E+14
62,Manhattan,10008006016,3.6061E+14
63,Manhattan,10008006017,3.6061E+14
64,Manhattan,10008006019,3.6061E+14
65,Manhattan,10009001000,3.6061E+14
66,Manhattan,10009001001,3.6061E+14
67,Manhattan,10009001002,3.6061E+14
68,Manhattan,10009001003,3.6061E+14
69,Manhattan,10009001004,3.6061E+14
70,Manhattan,10009001005,3.6061E+14
71,Manhattan,10009001006,3.6061E+14
72,Manhattan,10009001009,3.6061E+14
73,Manhattan,10009001010,3.6061E+14
74,Manhattan,10009001011,3.6061E+14
75,Manhattan,10009001012,3.6061E+14
76,Manhattan,10009001013,3.6061E+14
77,Manhattan,10009001014,3.6061E+14
78,Manhattan,10009001015,3.6061E+14
79,Manhattan,10009001016,3.6061E+14
80,Manhattan,10009001017,3.6061E+14
81,Manhattan,10009001018,3.6061E+14
82,Manhattan,10009001019,3.6061E+14
83,Manhattan,10009001020,3.6061E+14
84,Manhattan,10009001022,3.6061E+14
85,Manhattan,10009001023,3.6061E+14
86,Manhattan,10010011014,3.6061E+14
87,Manhattan,10010021000,3.6061E+14
88,Manhattan,10010021001,3.6061E+14
89,Manhattan,10010022000,3.6061E+14
90,Manhattan,10010022001,3.6061E+14
91,Manhattan,10010024000,3.6061E+14
92,Manhattan,10010025000,3.6061E+14
93,Manhattan,10012001000,3.6061E+14
94,Manhattan,10012001009,3.6061E+14
95,Manhattan,10012001011,3.6061E+14
96,Manhattan,10012001012,3.6061E+14
97,Manhattan,10012002008,3.6061E+14
98,Manhattan,10013001000,3.6061E+14
99,Manhattan,10013001001,3.6061E+14
100,Manhattan,10013001002,3.6061E+14
101,Manhattan,10013002002,3.6061E+14
102,Manhattan,10013002003,3.6061E+14
103,Manhattan,10013002008,3.6061E+14
104,Manhattan,10013003001,3.6061E+14
105,Manhattan,10013003002,3.6061E+14
106,Manhattan,10013003003,3.6061E+14
107,Manhattan,10013003004,3.6061E+14
108,Manhattan,10013003005,3.6061E+14
109,Manhattan,10013004001,3.6061E+14
110,Manhattan,10013004002,3.6061E+14
111,Manhattan,10013004003,3.6061E+14
112,Manhattan,10013004004,3.6061E+14
113,Manhattan,10013004005,3.6061E+14
114,Manhattan,10013004007,3.6061E+14
115,Manhattan,10013004008,3.6061E+14
116,Manhattan,10013005000,3.6061E+14
117,Manhattan,10013005001,3.6061E+14
118,Manhattan,10013005003,3.6061E+14
119,Manhattan,10013005004,3.6061E+14
120,Manhattan,10014011000,3.6061E+14
121,Manhattan,10014012000,3.6061E+14
122,Manhattan,10014012001,3.6061E+14
123,Manhattan,10014021000,3.6061E+14
124,Manhattan,10014021001,3.6061E+14
125,Manhattan,10014021004,3.6061E+14
126,Manhattan,10014021006,3.6061E+14
127,Manhattan,10014021007,3.6061E+14
128,Manhattan,10014021008,3.6061E+14
129,Manhattan,10014022001,3.6061E+14
130,Manhattan,10014022006,3.6061E+14
131,Manhattan,10014022007,3.6061E+14
132,Manhattan,10014022008,3.6061E+14
133,Manhattan,10015011007,3.6061E+14
134,Manhattan,10015011009,3.6061E+14
135,Manhattan,10015011010,3.6061E+14
136,Manhattan,10015011011,3.6061E+14
137,Manhattan,10015011012,3.6061E+14
138,Manhattan,10015011013,3.6061E+14
139,Manhattan,10015011014,3.6061E+14
140,Manhattan,10015011016,3.6061E+14
141,Manhattan,10015011017,3.6061E+14
142,Manhattan,10015013001,3.6061E+14
143,Manhattan,10015013003,3.6061E+14
144,Manhattan,10015013007,3.6061E+14
145,Manhattan,10015013008,3.6061E+14
146,Manhattan,10015013009,3.6061E+14
147,Manhattan,10015013010,3.6061E+14
148,Manhattan,10015013011,3.6061E+14
149,Manhattan,10015013012,3.6061E+14
150,Manhattan,10015013013,3.6061E+14
151,Manhattan,10015013014,3.6061E+14
152,Manhattan,10015021000,3.6061E+14
153,Manhattan,10015021001,3.6061E+14
154,Manhattan,10015021002,3.6061E+14
155,Manhattan,10015021003,3.6061E+14
156,Manhattan,10015021004,3.6061E+14
157,Manhattan,10015022000,3.6061E+14
158,Manhattan,10015022001,3.6061E+14
159,Manhattan,10015022002,3.6061E+14
160,Manhattan,10015022003,3.6061E+14
161,Manhattan,10015022004,3.6061E+14
162,Manhattan,10015022005,3.6061E+14
163,Manhattan,10015023000,3.6061E+14
164,Manhattan,10015023001,3.6061E+14
165,Manhattan,10015023002,3.6061E+14
166,Manhattan,10015023003,3.6061E+14
167,Manhattan,10015024000,3.6061E+14
168,Manhattan,10015024001,3.6061E+14
169,Manhattan,10015024002,3.6061E+14
170,Manhattan,10015024003,3.6061E+14
171,Manhattan,10015024004,3.6061E+14
172,Manhattan,10015024005,3.6061E+14
173,Manhattan,10015024006,3.6061E+14
174,Manhattan,10015025000,3.6061E+14
175,Manhattan,10015026000,3.6061E+14
176,Manhattan,10015026001,3.6061E+14
177,Manhattan,10016001001,3.6061E+14
178,Manhattan,10016001002,3.6061E+14
179,Manhattan,10016002000,3.6061E+14
180,Manhattan,10016002001,3.6061E+14
181,Manhattan,10016003000,3.6061E+14
182,Manhattan,10016003001,3.6061E+14
183,Manhattan,10016003002,3.6061E+14
184,Manhattan,10016003003,3.6061E+14
185,Manhattan,10016004000,3.6061E+14
186,Manhattan,10016004001,3.6061E+14
187,Manhattan,10016004002,3.6061E+14
188,Manhattan,10016005000,3.6061E+14
189,Manhattan,10016005001,3.6061E+14
190,Manhattan,10016005002,3.6061E+14
191,Manhattan,10016005005,3.6061E+14
192,Manhattan,10016005006,3.6061E+14
193,Manhattan,10018001002,3.6061E+14
194,Manhattan,10018001003,3.6061E+14
195,Manhattan,10018002003,3.6061E+14
196,Manhattan,10018002005,3.6061E+14
197,Manhattan,10018002006,3.6061E+14
198,Manhattan,10018002007,3.6061E+14
199,Manhattan,10018003000,3.6061E+14
200,Manhattan,10018003001,3.6061E+14
201,Manhattan,10018003002,3.6061E+14
202,Manhattan,10018003003,3.6061E+14
203,Manhattan,10018004000,3.6061E+14
204,Manhattan,10018004001,3.6061E+14
205,Manhattan,10018005001,3.6061E+14
206,Manhattan,10018005003,3.6061E+14
207,Manhattan,10018005006,3.6061E+14
208,Manhattan,10018006000,3.6061E+14
209,Manhattan,10018006001,3.6061E+14
210,Manhattan,10018007002,3.6061E+14
211,Manhattan,10018007003,3.6061E+14
212,Manhattan,10021001000,3.6061E+14
213,Manhattan,10021001001,3.6061E+14
214,Manhattan,10021001002,3.6061E+14
215,Manhattan,10021001003,3.6061E+14
216,Manhattan,10021001004,3.6061E+14
217,Manhattan,10021001005,3.6061E+14
218,Manhattan,10021001006,3.6061E+14
219,Manhattan,10021002000,3.6061E+14
220,Manhattan,10021002001,3.6061E+14
221,Manhattan,10021002002,3.6061E+14
222,Manhattan,10021002003,3.6061E+14
223,Manhattan,10021002004,3.6061E+14
224,Manhattan,10021002005,3.6061E+14
225,Manhattan,10021003000,3.6061E+14
226,Manhattan,10021003001,3.6061E+14
227,Manhattan,10021003002,3.6061E+14
228,Manhattan,10021003003,3.6061E+14
229,Manhattan,10021003004,3.6061E+14
230,Manhattan,10021003005,3.6061E+14
231,Manhattan,10021003007,3.6061E+14
232,Manhattan,10021004000,3.6061E+14
233,Manhattan,10022011000,3.6061E+14
234,Manhattan,10022011001,3.6061E+14
235,Manhattan,10022011002,3.6061E+14
236,Manhattan,10022012000,3.6061E+14
237,Manhattan,10022012001,3.6061E+14
238,Manhattan,10022013001,3.6061E+14
239,Manhattan,10022014001,3.6061E+14
240,Manhattan,10022021000,3.6061E+14
241,Manhattan,10022021001,3.6061E+14
242,Manhattan,10022021002,3.6061E+14
243,Manhattan,10022021003,3.6061E+14
244,Manhattan,10024001000,3.6061E+14
245,Manhattan,10024003001,3.6061E+14
246,Manhattan,10026011000,3.6061E+14
247,Manhattan,10026011001,3.6061E+14
248,Manhattan,10026011002,3.6061E+14
249,Manhattan,10026012000,3.6061E+14
250,Manhattan,10026012001,3.6061E+14
251,Manhattan,10026021000,3.6061E+14
252,Manhattan,10026021001,3.6061E+14
253,Manhattan,10026021002,3.6061E+14
254,Manhattan,10026022000,3.6061E+14
255,Manhattan,10026023000,3.6061E+14
256,Manhattan,10026023001,3.6061E+14
257,Manhattan,10027001000,3.6061E+14
258,Manhattan,10027001001,3.6061E+14
259,Manhattan,10027001003,3.6061E+14
260,Manhattan,10027001005,3.6061E+14
261,Manhattan,10027001006,3.6061E+14
262,Manhattan,10028001000,3.6061E+14
263,Manhattan,10028002000,3.6061E+14
264,Manhattan,10028002001,3.6061E+14
265,Manhattan,10028003000,3.6061E+14
266,Manhattan,10028003001,3.6061E+14
267,Manhattan,10028004000,3.6061E+14
268,Manhattan,10028004001,3.6061E+14
269,Manhattan,10028004004,3.6061E+14
270,Manhattan,10029012002,3.6061E+14
271,Manhattan,10029013000,3.6061E+14
272,Manhattan,10029013001,3.6061E+14
273,Manhattan,10029013002,3.6061E+14
274,Manhattan,10029021001,3.6061E+14
275,Manhattan,10029021002,3.6061E+14
276,Manhattan,10029022000,3.6061E+14
277,Manhattan,10029022001,3.6061E+14
278,Manhattan,10029022002,3.6061E+14
279,Manhattan,10029022003,3.6061E+14
280,Manhattan,10029022004,3.6061E+14
281,Manhattan,10029023000,3.6061E+14
282,Manhattan,10029025000,3.6061E+14
283,Manhattan,10030011000,3.6061E+14
284,Manhattan,10030011001,3.6061E+14
285,Manhattan,10030011002,3.6061E+14
286,Manhattan,10030012000,3.6061E+14
287,Manhattan,10030012001,3.6061E+14
288,Manhattan,10030012002,3.6061E+14
289,Manhattan,10030013000,3.6061E+14
290,Manhattan,10030013001,3.6061E+14
291,Manhattan,10030014000,3.6061E+14
292,Manhattan,10030014002,3.6061E+14
293,Manhattan,10030021000,3.6061E+14
294,Manhattan,10030021001,3.6061E+14
295,Manhattan,10030021002,3.6061E+14
296,Manhattan,10030022000,3.6061E+14
297,Manhattan,10030022001,3.6061E+14
298,Manhattan,10030022003,3.6061E+14
299,Manhattan,10031001000,3.6061E+14
300,Manhattan,10031001001,3.6061E+14
301,Manhattan,10031001002,3.6061E+14
302,Manhattan,10031001003,3.6061E+14
303,Manhattan,10031001004,3.6061E+14
304,Manhattan,10031001005,3.6061E+14
305,Manhattan,10031001006,3.6061E+14
306,Manhattan,10031001007,3.6061E+14
307,Manhattan,10031001008,3.6061E+14
308,Manhattan,10031001009,3.6061E+14
309,Manhattan,10031001010,3.6061E+14
310,Manhattan,10031002001,3.6061E+14
311,Manhattan,10031002003,3.6061E+14
312,Manhattan,10031002008,3.6061E+14
313,Manhattan,10032001000,3.6061E+14
314,Manhattan,10032001001,3.6061E+14
315,Manhattan,10032002000,3.6061E+14
316,Manhattan,10032004000,3.6061E+14
317,Manhattan,10032005000,3.6061E+14
318,Manhattan,10032006000,3.6061E+14
319,Manhattan,10032006001,3.6061E+14
320,Manhattan,10032007002,3.6061E+14
321,Manhattan,10033001000,3.6061E+14
322,Manhattan,10033001003,3.6061E+14
323,Manhattan,10033001004,3.6061E+14
324,Manhattan,10033001006,3.6061E+14
325,Manhattan,10033001007,3.6061E+14
326,Manhattan,10033001008,3.6061E+14
327,Manhattan,10033001009,3.6061E+14
328,Manhattan,10033001010,3.6061E+14
329,Manhattan,10033001011,3.6061E+14
330,Manhattan,10033001012,3.6061E+14
331,Manhattan,10033002002,3.6061E+14
332,Manhattan,10033002003,3.6061E+14
333,Manhattan,10033002004,3.6061E+14
334,Manhattan,10033002007,3.6061E+14
335,Manhattan,10033002008,3.6061E+14
336,Manhattan,10033002010,3.6061E+14
337,Manhattan,10033002011,3.6061E+14
338,Manhattan,10033002012,3.6061E+14
339,Manhattan,10033002013,3.6061E+14
340,Manhattan,10033002014,3.6061E+14
341,Manhattan,10033002016,3.6061E+14
342,Manhattan,10033002017,3.6061E+14
343,Manhattan,10033002018,3.6061E+14
344,Manhattan,10033002019,3.6061E+14
345,Manhattan,10033003000,3.6061E+14
346,Manhattan,10033003001,3.6061E+14
347,Manhattan,10033003002,3.6061E+14
348,Manhattan,10033003003,3.6061E+14
349,Manhattan,10033003004,3.6061E+14
350,Manhattan,10033004000,3.6061E+14
351,Manhattan,10033004001,3.6061E+14
352,Manhattan,10033004002,3.6061E+14
353,Manhattan,10033004003,3.6061E+14
354,Manhattan,10033004004,3.6061E+14
355,Manhattan,10033004005,3.6061E+14
356,Manhattan,10034001000,3.6061E+14
357,Manhattan,10034001001,3.6061E+14
358,Manhattan,10034002000,3.6061E+14
359,Manhattan,10034002001,3.6061E+14
360,Manhattan,10034003000,3.6061E+14
361,Manhattan,10034003001,3.6061E+14
362,Manhattan,10034003002,3.6061E+14
363,Manhattan,10034004000,3.6061E+14
364,Manhattan,10034004001,3.6061E+14
365,Manhattan,10036011000,3.6061E+14
366,Manhattan,10036011001,3.6061E+14
367,Manhattan,10036012000,3.6061E+14
368,Manhattan,10036012001,3.6061E+14
369,Manhattan,10036013001,3.6061E+14
370,Manhattan,10036013002,3.6061E+14
371,Manhattan,10036021000,3.6061E+14
372,Manhattan,10036021001,3.6061E+14
373,Manhattan,10036022000,3.6061E+14
374,Manhattan,10036022001,3.6061E+14
375,Manhattan,10036022002,3.6061E+14
376,Manhattan,10036022003,3.6061E+14
377,Manhattan,10037001000,3.6061E+14
378,Manhattan,10037001001,3.6061E+14
379,Manhattan,10037001002,3.6061E+14
380,Manhattan,10037001009,3.6061E+14
381,Manhattan,10037001010,3.6061E+14
382,Manhattan,10037001011,3.6061E+14
383,Manhattan,10037001012,3.6061E+14
384,Manhattan,10037001013,3.6061E+14
385,Manhattan,10037001014,3.6061E+14
386,Manhattan,10037001015,3.6061E+14
387,Manhattan,10037001016,3.6061E+14
388,Manhattan,10037001017,3.6061E+14
389,Manhattan,10037002000,3.6061E+14
390,Manhattan,10037002002,3.6061E+14
391,Manhattan,10037002004,3.6061E+14
392,Manhattan,10037002005,3.6061E+14
393,Manhattan,10037003001,3.6061E+14
394,Manhattan,10037003002,3.6061E+14
395,Manhattan,10037003003,3.6061E+14
396,Manhattan,10037003004,3.6061E+14
397,Manhattan,10037003006,3.6061E+14
398,Manhattan,10037003007,3.6061E+14
399,Manhattan,10037003008,3.6061E+14
400,Manhattan,10037003009,3.6061E+14
401,Manhattan,10037003010,3.6061E+14
402,Manhattan,10037003011,3.6061E+14
403,Manhattan,10037003013,3.6061E+14
404,Manhattan,10037003015,3.6061E+14
405,Manhattan,10037003016,3.6061E+14
406,Manhattan,10037003017,3.6061E+14
407,Manhattan,10038001000,3.6061E+14
408,Manhattan,10038001001,3.6061E+14
409,Manhattan,10038001002,3.6061E+14
410,Manhattan,10038001003,3.6061E+14
411,Manhattan,10038003001,3.6061E+14
412,Manhattan,10038004000,3.6061E+14
413,Manhattan,10038005000,3.6061E+14
414,Manhattan,10038005001,3.6061E+14
415,Manhattan,10038006000,3.6061E+14
416,Manhattan,10038007000,3.6061E+14
417,Manhattan,10038007001,3.6061E+14
418,Manhattan,10039001002,3.6061E+14
419,Manhattan,10039001003,3.6061E+14
420,Manhattan,10039001004,3.6061E+14
421,Manhattan,10039001006,3.6061E+14
422,Manhattan,10039001007,3.6061E+14
423,Manhattan,10039001008,3.6061E+14
424,Manhattan,10039001012,3.6061E+14
425,Manhattan,10039001013,3.6061E+14
426,Manhattan,10039001014,3.6061E+14
427,Manhattan,10039001015,3.6061E+14
428,Manhattan,10039001016,3.6061E+14
429,Manhattan,10039001017,3.6061E+14
430,Manhattan,10039001018,3.6061E+14
431,Manhattan,10039001019,3.6061E+14
432,Manhattan,10039001020,3.6061E+14
433,Manhattan,10039001021,3.6061E+14
434,Manhattan,10039002003,3.6061E+14
435,Manhattan,10039002004,3.6061E+14
436,Manhattan,10039003000,3.6061E+14
437,Manhattan,10039003001,3.6061E+14
438,Manhattan,10039003002,3.6061E+14
439,Manhattan,10039003003,3.6061E+14
440,Manhattan,10039003004,3.6061E+14
441,Manhattan,10039003005,3.6061E+14
442,Manhattan,10039003006,3.6061E+14
443,Manhattan,10039003007,3.6061E+14
444,Manhattan,10039003008,3.6061E+14
445,Manhattan,10039003010,3.6061E+14
446,Manhattan,10039004000,3.6061E+14
447,Manhattan,10040011000,3.6061E+14
448,Manhattan,10040012000,3.6061E+14
449,Manhattan,10040012001,3.6061E+14
450,Manhattan,10040013000,3.6061E+14
451,Manhattan,10040013001,3.6061E+14
452,Manhattan,10040021000,3.6061E+14
453,Manhattan,10040022000,3.6061E+14
454,Manhattan,10040023000,3.6061E+14
455,Manhattan,10040024000,3.6061E+14
456,Manhattan,10040024001,3.6061E+14
457,Manhattan,10040024002,3.6061E+14
458,Manhattan,10041001000,3.6061E+14
459,Manhattan,10041001001,3.6061E+14
460,Manhattan,10041001003,3.6061E+14
461,Manhattan,10041001004,3.6061E+14
462,Manhattan,10041001005,3.6061E+14
463,Manhattan,10041002000,3.6061E+14
464,Manhattan,10041002001,3.6061E+14
465,Manhattan,10041002002,3.6061E+14
466,Manhattan,10041003001,3.6061E+14
467,Manhattan,10041003002,3.6061E+14
468,Manhattan,10041004001,3.6061E+14
469,Manhattan,10041004002,3.6061E+14
470,Manhattan,10041005000,3.6061E+14
471,Manhattan,10041005001,3.6061E+14
472,Manhattan,10041005002,3.6061E+14
473,Manhattan,10041005003,3.6061E+14
474,Manhattan,10041005004,3.6061E+14
475,Manhattan,10041005005,3.6061E+14
476,Manhattan,10041006000,3.6061E+14
477,Manhattan,10041006001,3.6061E+14
478,Manhattan,10041006002,3.6061E+14
479,Manhattan,10041006005,3.6061E+14
480,Manhattan,10042001000,3.6061E+14
481,Manhattan,10042001001,3.6061E+14
482,Manhattan,10042001002,3.6061E+14
483,Manhattan,10042002000,3.6061E+14
484,Manhattan,10042002001,3.6061E+14
485,Manhattan,10042002002,3.6061E+14
486,Manhattan,10042003000,3.6061E+14
487,Manhattan,10042003001,3.6061E+14
488,Manhattan,10042003002,3.6061E+14
489,Manhattan,10043001000,3.6061E+14
490,Manhattan,10043001001,3.6061E+14
491,Manhattan,10043001002,3.6061E+14
492,Manhattan,10043001003,3.6061E+14
493,Manhattan,10043001004,3.6061E+14
494,Manhattan,10043002000,3.6061E+14
495,Manhattan,10043002001,3.6061E+14
496,Manhattan,10043003000,3.6061E+14
497,Manhattan,10043003001,3.6061E+14
498,Manhattan,10043003003,3.6061E+14
499,Manhattan,10043003004,3.6061E+14
500,Manhattan,10043003005,3.6061E+14
501,Manhattan,10043003006,3.6061E+14
502,Manhattan,10044001000,3.6061E+14
503,Manhattan,10044001001,3.6061E+14
504,Manhattan,10044001002,3.6061E+14
505,Manhattan,10044002002,3.6061E+14
506,Manhattan,10044003000,3.6061E+14
507,Manhattan,10044004000,3.6061E+14
508,Manhattan,10044006004,3.6061E+14
509,Manhattan,10044007000,3.6061E+14
510,Manhattan,10045001001,3.6061E+14
511,Manhattan,10045001002,3.6061E+14
512,Manhattan,10045001003,3.6061E+14
513,Manhattan,10045001004,3.6061E+14
514,Manhattan,10045001005,3.6061E+14
515,Manhattan,10045001006,3.6061E+14
516,Manhattan,10045001007,3.6061E+14
517,Manhattan,10045001008,3.6061E+14
518,Manhattan,10045001009,3.6061E+14
519,Manhattan,10045001010,3.6061E+14
520,Manhattan,10045001011,3.6061E+14
521,Manhattan,10047001000,3.6061E+14
522,Manhattan,10047001001,3.6061E+14
523,Manhattan,10047001002,3.6061E+14
524,Manhattan,10047001003,3.6061E+14
525,Manhattan,10047002000,3.6061E+14
526,Manhattan,10047002001,3.6061E+14
527,Manhattan,10047002002,3.6061E+14
528,Manhattan,10047002004,3.6061E+14
529,Manhattan,10047002005,3.6061E+14
530,Manhattan,10047002006,3.6061E+14
531,Manhattan,10047002007,3.6061E+14
532,Manhattan,10047002008,3.6061E+14
533,Manhattan,10047002009,3.6061E+14
534,Manhattan,10047002010,3.6061E+14
535,Manhattan,10047002011,3.6061E+14
536,Manhattan,10047002012,3.6061E+14
537,Manhattan,10047002013,3.6061E+14
538,Manhattan,10047002014,3.6061E+14
539,Manhattan,10048001000,3.6061E+14
540,Manhattan,10048002000,3.6061E+14
541,Manhattan,10048003000,3.6061E+14
542,Manhattan,10048003001,3.6061E+14
543,Manhattan,10048004000,3.6061E+14
544,Manhattan,10049001000,3.6061E+14
545,Manhattan,10049001001,3.6061E+14
546,Manhattan,10049001002,3.6061E+14
547,Manhattan,10049001003,3.6061E+14
548,Manhattan,10049001004,3.6061E+14
549,Manhattan,10049001005,3.6061E+14
550,Manhattan,10049001006,3.6061E+14
551,Manhattan,10049001007,3.6061E+14
552,Manhattan,10049001008,3.6061E+14
553,Manhattan,10049001009,3.6061E+14
554,Manhattan,10049001010,3.6061E+14
555,Manhattan,10049001011,3.6061E+14
556,Manhattan,10049002000,3.6061E+14
557,Manhattan,10049002001,3.6061E+14
558,Manhattan,10049002002,3.6061E+14
559,Manhattan,10049002003,3.6061E+14
560,Manhattan,10049003000,3.6061E+14
561,Manhattan,10049003001,3.6061E+14
562,Manhattan,10049003002,3.6061E+14
563,Manhattan,10050001000,3.6061E+14
564,Manhattan,10050001001,3.6061E+14
565,Manhattan,10050001002,3.6061E+14
566,Manhattan,10050002000,3.6061E+14
567,Manhattan,10050002001,3.6061E+14
568,Manhattan,10050002002,3.6061E+14
569,Manhattan,10050003000,3.6061E+14
570,Manhattan,10050003001,3.6061E+14
571,Manhattan,10050004000,3.6061E+14
572,Manhattan,10050005000,3.6061E+14
573,Manhattan,10050005002,3.6061E+14
574,Manhattan,10050005004,3.6061E+14
575,Manhattan,10050005005,3.6061E+14
576,Manhattan,10052001000,3.6061E+14
577,Manhattan,10052001001,3.6061E+14
578,Manhattan,10052001002,3.6061E+14
579,Manhattan,10052001003,3.6061E+14
580,Manhattan,10052001004,3.6061E+14
581,Manhattan,10052002000,3.6061E+14
582,Manhattan,10052002001,3.6061E+14
583,Manhattan,10052002002,3.6061E+14
584,Manhattan,10052002003,3.6061E+14
585,Manhattan,10052002004,3.6061E+14
586,Manhattan,10052002005,3.6061E+14
587,Manhattan,10052002006,3.6061E+14
588,Manhattan,10054001000,3.6061E+14
589,Manhattan,10054001001,3.6061E+14
590,Manhattan,10054001002,3.6061E+14
591,Manhattan,10054001003,3.6061E+14
592,Manhattan,10054001004,3.6061E+14
593,Manhattan,10054001005,3.6061E+14
594,Manhattan,10054002000,3.6061E+14
595,Manhattan,10054003000,3.6061E+14
596,Manhattan,10055011000,3.6061E+14
597,Manhattan,10055011001,3.6061E+14
598,Manhattan,10055011002,3.6061E+14
599,Manhattan,10055011004,3.6061E+14
600,Manhattan,10055011007,3.6061E+14
601,Manhattan,10055012000,3.6061E+14
602,Manhattan,10055012001,3.6061E+14
603,Manhattan,10055021002,3.6061E+14
604,Manhattan,10055021003,3.6061E+14
605,Manhattan,10055022000,3.6061E+14
606,Manhattan,10055022001,3.6061E+14
607,Manhattan,10055022002,3.6061E+14
608,Manhattan,10055022003,3.6061E+14
609,Manhattan,10055022004,3.6061E+14
610,Manhattan,10055022005,3.6061E+14
611,Manhattan,10055022006,3.6061E+14
612,Manhattan,10055022007,3.6061E+14
613,Manhattan,10055022008,3.6061E+14
614,Manhattan,10055022009,3.6061E+14
615,Manhattan,10055022010,3.6061E+14
616,Manhattan,10056001000,3.6061E+14
617,Manhattan,10056001001,3.6061E+14
618,Manhattan,10056001002,3.6061E+14
619,Manhattan,10056001003,3.6061E+14
620,Manhattan,10056001004,3.6061E+14
621,Manhattan,10056001005,3.6061E+14
622,Manhattan,10056001006,3.6061E+14
623,Manhattan,10056002000,3.6061E+14
624,Manhattan,10056002002,3.6061E+14
625,Manhattan,10056002003,3.6061E+14
626,Manhattan,10056003000,3.6061E+14
627,Manhattan,10056003001,3.6061E+14
628,Manhattan,10057001001,3.6061E+14
629,Manhattan,10057001004,3.6061E+14
630,Manhattan,10057002000,3.6061E+14
631,Manhattan,10057002001,3.6061E+14
632,Manhattan,10057002003,3.6061E+14
633,Manhattan,10057002004,3.6061E+14
634,Manhattan,10057002005,3.6061E+14
635,Manhattan,10058001000,3.6061E+14
636,Manhattan,10058001001,3.6061E+14
637,Manhattan,10058001002,3.6061E+14
638,Manhattan,10058001003,3.6061E+14
639,Manhattan,10058001004,3.6061E+14
640,Manhattan,10058002000,3.6061E+14
641,Manhattan,10058002001,3.6061E+14
642,Manhattan,10058002002,3.6061E+14
643,Manhattan,10058003000,3.6061E+14
644,Manhattan,10058003001,3.6061E+14
645,Manhattan,10058003002,3.6061E+14
646,Manhattan,10059001000,3.6061E+14
647,Manhattan,10059001001,3.6061E+14
648,Manhattan,10059002000,3.6061E+14
649,Manhattan,10059002001,3.6061E+14
650,Manhattan,10059003000,3.6061E+14
651,Manhattan,10059003001,3.6061E+14
652,Manhattan,10059003003,3.6061E+14
653,Manhattan,10059003004,3.6061E+14
654,Manhattan,10059003005,3.6061E+14
655,Manhattan,10059004000,3.6061E+14
656,Manhattan,10059005000,3.6061E+14
657,Manhattan,10061001000,3.6061E+14
658,Manhattan,10061001001,3.6061E+14
659,Manhattan,10061001002,3.6061E+14
660,Manhattan,10061001003,3.6061E+14
661,Manhattan,10061001004,3.6061E+14
662,Manhattan,10061002000,3.6061E+14
663,Manhattan,10061002001,3.6061E+14
664,Manhattan,10061003000,3.6061E+14
