GeogType,CountyFIPS,BoroCode,BoroName,GEOID20,BCTCB2020,FIPSCTCB20,HUnits
CB2020,005,2,Bronx,20019011013,20019011013,0050019011013,0
CB2020,005,2,Bronx,20019011014,20019011014,0050019011014,288
CB2020,005,2,Bronx,20019021000,20019021000,0050019021000,0
CB2020,005,2,Bronx,20019021001,20019021001,0050019021001,0
CB2020,005,2,Bronx,20019021002,20019021002,0050019021002,0
CB2020,005,2,Bronx,20019021003,20019021003,0050019021003,0
CB2020,005,2,Bronx,20019021004,20019021004,0050019021004,0
CB2020,005,2,Bronx,20019021005,20019021005,0050019021005,0
CB2020,005,2,Bronx,20019021006,20019021006,0050019021006,0
CB2020,005,2,Bronx,20019021007,20019021007,0050019021007,0
CB2020,005,2,Bronx,20019021008,20019021008,0050019021008,0
CB2020,005,2,Bronx,20019021009,20019021009,0050019021009,0
CB2020,005,2,Bronx,20019021010,20019021010,0050019021010,0
CB2020,005,2,Bronx,20019021011,20019021011,0050019021011,0
CB2020,005,2,Bronx,20019021012,20019021012,0050019021012,0
CB2020,005,2,Bronx,20019021013,20019021013,0050019021013,1
CB2020,005,2,Bronx,20019021014,20019021014,0050019021014,0
CB2020,005,2,Bronx,20019021015,20019021015,0050019021015,100
CB2020,005,2,Bronx,20019021016,20019021016,0050019021016,0
CB2020,005,2,Bronx,20019021017,20019021017,0050019021017,16
CB2020,005,2,Bronx,20019021018,20019021018,0050019021018,29
CB2020,005,2,Bronx,20019021019,20019021019,0050019021019,129
CB2020,005,2,Bronx,20019021020,20019021020,0050019021020,0
CB2020,005,2,Bronx,20019021021,20019021021,0050019021021,0
CB2020,005,2,Bronx,20019021022,20019021022,0050019021022,5
CB2020,005,2,Bronx,20019021023,20019021023,0050019021023,0
CB2020,005,2,Bronx,20019021024,20019021024,0050019021024,0
CB2020,005,2,Bronx,20019021025,20019021025,0050019021025,0
CB2020,005,2,Bronx,20019021026,20019021026,0050019021026,0
CB2020,005,2,Bronx,20019021027,20019021027,0050019021027,0
CB2020,005,2,Bronx,20019021028,20019021028,0050019021028,0
CB2020,005,2,Bronx,20019021029,20019021029,0050019021029,0
CB2020,005,2,Bronx,20019021030,20019021030,0050019021030,0
CB2020,005,2,Bronx,20019021031,20019021031,0050019021031,0
CB2020,005,2,Bronx,20019021032,20019021032,0050019021032,0
CB2020,005,2,Bronx,20019021033,20019021033,0050019021033,134
CB2020,005,2,Bronx,20019021034,20019021034,0050019021034,0
CB2020,005,2,Bronx,20019021035,20019021035,0050019021035,0
CB2020,005,2,Bronx,20019021036,20019021036,0050019021036,18
CB2020,005,2,Bronx,20019021037,20019021037,0050019021037,12
CB2020,005,2,Bronx,20019021038,20019021038,0050019021038,0
CB2020,005,2,Bronx,20019021039,20019021039,0050019021039,23
CB2020,005,2,Bronx,20019021040,20019021040,0050019021040,0
CB2020,005,2,Bronx,20019021041,20019021041,0050019021041,0
CB2020,005,2,Bronx,20019021042,20019021042,0050019021042,18
CB2020,005,2,Bronx,20019021043,20019021043,0050019021043,22
CB2020,005,2,Bronx,20019021044,20019021044,0050019021044,0
CB2020,005,2,Bronx,20019021045,20019021045,0050019021045,0
CB2020,005,2,Bronx,20019021046,20019021046,0050019021046,0
CB2020,005,2,Bronx,20019021047,20019021047,0050019021047,0
CB2020,005,2,Bronx,20019021048,20019021048,0050019021048,0
CB2020,005,2,Bronx,20019021049,20019021049,0050019021049,0
CB2020,005,2,Bronx,20019021050,20019021050,0050019021050,0
CB2020,005,2,Bronx,20019021051,20019021051,0050019021051,16
CB2020,005,2,Bronx,20019031000,20019031000,0050019031000,0
CB2020,005,2,Bronx,20019031001,20019031001,0050019031001,0
CB2020,005,2,Bronx,20019031002,20019031002,0050019031002,0
CB2020,005,2,Bronx,20019031003,20019031003,0050019031003,0
CB2020,005,2,Bronx,20019031004,20019031004,0050019031004,0
CB2020,005,2,Bronx,20019031005,20019031005,0050019031005,0
CB2020,005,2,Bronx,20019031006,20019031006,0050019031006,0
CB2020,005,2,Bronx,20019031007,20019031007,0050019031007,0
CB2020,005,2,Bronx,20019031008,20019031008,0050019031008,0
CB2020,005,2,Bronx,20019031009,20019031009,0050019031009,0
CB2020,005,2,Bronx,20019031010,20019031010,0050019031010,0
CB2020,005,2,Bronx,20019031011,20019031011,0050019031011,0
CB2020,005,2,Bronx,20019031012,20019031012,0050019031012,0
CB2020,005,2,Bronx,20019031013,20019031013,0050019031013,0
CB2020,005,2,Bronx,20019031014,20019031014,0050019031014,0
CB2020,005,2,Bronx,20019031015,20019031015,0050019031015,0
CB2020,005,2,Bronx,20019032000,20019032000,0050019032000,0
CB2020,005,2,Bronx,20019032001,20019032001,0050019032001,0
CB2020,005,2,Bronx,20019032002,20019032002,0050019032002,0
CB2020,005,2,Bronx,20019032003,20019032003,0050019032003,0
CB2020,005,2,Bronx,20019032004,20019032004,0050019032004,0
CB2020,005,2,Bronx,20019032005,20019032005,0050019032005,0
CB2020,005,2,Bronx,20019032006,20019032006,0050019032006,0
CB2020,005,2,Bronx,20019032007,20019032007,0050019032007,0
CB2020,005,2,Bronx,20019032008,20019032008,0050019032008,0
CB2020,005,2,Bronx,20019032009,20019032009,0050019032009,0
CB2020,005,2,Bronx,20019032010,20019032010,0050019032010,0
CB2020,005,2,Bronx,20019032011,20019032011,0050019032011,0
CB2020,005,2,Bronx,20019032012,20019032012,0050019032012,1
CB2020,005,2,Bronx,20019032013,20019032013,0050019032013,0
CB2020,005,2,Bronx,20019032014,20019032014,0050019032014,2
CB2020,005,2,Bronx,20019040001,20019040001,0050019040001,0
CB2020,005,2,Bronx,20019040002,20019040002,0050019040002,0
CB2020,005,2,Bronx,20019040003,20019040003,0050019040003,0
CB2020,005,2,Bronx,20019041000,20019041000,0050019041000,0
CB2020,005,2,Bronx,20019042000,20019042000,0050019042000,0
CB2020,005,2,Bronx,20020011000,20020011000,0050020011000,147
CB2020,005,2,Bronx,20020011001,20020011001,0050020011001,0
CB2020,005,2,Bronx,20020011002,20020011002,0050020011002,773
CB2020,005,2,Bronx,20020011003,20020011003,0050020011003,0
CB2020,005,2,Bronx,20020012000,20020012000,0050020012000,702
CB2020,005,2,Bronx,20020013000,20020013000,0050020013000,273
CB2020,005,2,Bronx,20020021000,20020021000,0050020021000,28
CB2020,005,2,Bronx,20020021001,20020021001,0050020021001,121
CB2020,005,2,Bronx,20020021002,20020021002,0050020021002,140
CB2020,005,2,Bronx,20020021003,20020021003,0050020021003,125
CB2020,005,2,Bronx,20020021004,20020021004,0050020021004,19
CB2020,005,2,Bronx,20020022000,20020022000,0050020022000,112
CB2020,005,2,Bronx,20020022001,20020022001,0050020022001,73
CB2020,005,2,Bronx,20020022002,20020022002,0050020022002,112
CB2020,005,2,Bronx,20020022003,20020022003,0050020022003,474
CB2020,005,2,Bronx,20020023000,20020023000,0050020023000,153
CB2020,005,2,Bronx,20020023001,20020023001,0050020023001,130
CB2020,005,2,Bronx,20020023002,20020023002,0050020023002,137
CB2020,005,2,Bronx,20023001000,20023001000,0050023001000,544
CB2020,005,2,Bronx,20023001001,20023001001,0050023001001,525
CB2020,005,2,Bronx,20023001002,20023001002,0050023001002,0
CB2020,005,2,Bronx,20023002000,20023002000,0050023002000,185
CB2020,005,2,Bronx,20023003000,20023003000,0050023003000,647
CB2020,005,2,Bronx,20024000001,20024000001,0050024000001,0
CB2020,005,2,Bronx,20024001000,20024001000,0050024001000,0
CB2020,005,2,Bronx,20024001001,20024001001,0050024001001,0
CB2020,005,2,Bronx,20024001002,20024001002,0050024001002,0
CB2020,005,2,Bronx,20024001003,20024001003,0050024001003,0
CB2020,005,2,Bronx,20024001004,20024001004,0050024001004,0
CB2020,005,2,Bronx,20024001005,20024001005,0050024001005,0
CB2020,005,2,Bronx,20024001006,20024001006,0050024001006,0
CB2020,005,2,Bronx,20024001007,20024001007,0050024001007,2
CB2020,005,2,Bronx,20024001008,20024001008,0050024001008,0
CB2020,005,2,Bronx,20024001009,20024001009,0050024001009,0
CB2020,005,2,Bronx,20025001000,20025001000,0050025001000,295
CB2020,005,2,Bronx,20025001001,20025001001,0050025001001,67
CB2020,005,2,Bronx,20025002000,20025002000,0050025002000,570
CB2020,005,2,Bronx,20025003000,20025003000,0050025003000,398
CB2020,005,2,Bronx,20025004000,20025004000,0050025004000,314
CB2020,005,2,Bronx,20025005000,20025005000,0050025005000,136
CB2020,005,2,Bronx,20025005001,20025005001,0050025005001,42
CB2020,005,2,Bronx,20025005002,20025005002,0050025005002,136
CB2020,005,2,Bronx,20027011000,20027011000,0050027011000,1
CB2020,005,2,Bronx,20027011001,20027011001,0050027011001,400
CB2020,005,2,Bronx,20027011002,20027011002,0050027011002,39
CB2020,005,2,Bronx,20027012000,20027012000,0050027012000,233
CB2020,005,2,Bronx,20027012001,20027012001,0050027012001,533
CB2020,005,2,Bronx,20027021000,20027021000,0050027021000,0
CB2020,005,2,Bronx,20027021001,20027021001,0050027021001,269
CB2020,005,2,Bronx,20027021002,20027021002,0050027021002,143
CB2020,005,2,Bronx,20027021003,20027021003,0050027021003,0
CB2020,005,2,Bronx,20027022000,20027022000,0050027022000,0
CB2020,005,2,Bronx,20027022001,20027022001,0050027022001,32
CB2020,005,2,Bronx,20027022002,20027022002,0050027022002,172
CB2020,005,2,Bronx,20027023000,20027023000,0050027023000,304
CB2020,005,2,Bronx,20027023001,20027023001,0050027023001,314
CB2020,005,2,Bronx,20027024000,20027024000,0050027024000,342
CB2020,005,2,Bronx,20028001000,20028001000,0050028001000,0
CB2020,005,2,Bronx,20028001001,20028001001,0050028001001,0
CB2020,005,2,Bronx,20028001002,20028001002,0050028001002,0
CB2020,005,2,Bronx,20028001003,20028001003,0050028001003,54
CB2020,005,2,Bronx,20028001004,20028001004,0050028001004,1
CB2020,005,2,Bronx,20028001005,20028001005,0050028001005,139
CB2020,005,2,Bronx,20028001006,20028001006,0050028001006,0
CB2020,005,2,Bronx,20028001007,20028001007,0050028001007,0
CB2020,005,2,Bronx,20028001008,20028001008,0050028001008,0
CB2020,005,2,Bronx,20028001009,20028001009,0050028001009,0
CB2020,005,2,Bronx,20028001010,20028001010,0050028001010,0
CB2020,005,2,Bronx,20028001011,20028001011,0050028001011,0
CB2020,005,2,Bronx,20028001012,20028001012,0050028001012,1
CB2020,005,2,Bronx,20028001013,20028001013,0050028001013,0
CB2020,005,2,Bronx,20028001014,20028001014,0050028001014,0
CB2020,005,2,Bronx,20028001015,20028001015,0050028001015,145
CB2020,005,2,Bronx,20028001016,20028001016,0050028001016,226
CB2020,005,2,Bronx,20028001017,20028001017,0050028001017,0
CB2020,005,2,Bronx,20028002000,20028002000,0050028002000,901
CB2020,005,2,Bronx,20028003000,20028003000,0050028003000,524
CB2020,005,2,Bronx,20028004000,20028004000,0050028004000,638
CB2020,005,2,Bronx,20031001000,20031001000,0050031001000,299
CB2020,005,2,Bronx,20031001001,20031001001,0050031001001,423
CB2020,005,2,Bronx,20031001002,20031001002,0050031001002,0
CB2020,005,2,Bronx,20031001003,20031001003,0050031001003,195
CB2020,005,2,Bronx,20031001004,20031001004,0050031001004,181
CB2020,005,2,Bronx,20031001005,20031001005,0050031001005,6
CB2020,005,2,Bronx,20031001006,20031001006,0050031001006,16
CB2020,005,2,Bronx,20031001007,20031001007,0050031001007,0
CB2020,005,2,Bronx,20031001008,20031001008,0050031001008,0
CB2020,005,2,Bronx,20031001009,20031001009,0050031001009,0
CB2020,005,2,Bronx,20033001000,20033001000,0050033001000,24
CB2020,005,2,Bronx,20033001001,20033001001,0050033001001,0
CB2020,005,2,Bronx,20033001002,20033001002,0050033001002,42
CB2020,005,2,Bronx,20033001003,20033001003,0050033001003,37
CB2020,005,2,Bronx,20033001004,20033001004,0050033001004,83
CB2020,005,2,Bronx,20033001005,20033001005,0050033001005,63
CB2020,005,2,Bronx,20033001006,20033001006,0050033001006,0
CB2020,005,2,Bronx,20033002000,20033002000,0050033002000,100
CB2020,005,2,Bronx,20033002001,20033002001,0050033002001,380
CB2020,005,2,Bronx,20033003000,20033003000,0050033003000,47
CB2020,005,2,Bronx,20033003001,20033003001,0050033003001,271
CB2020,005,2,Bronx,20033003002,20033003002,0050033003002,115
CB2020,005,2,Bronx,20033003003,20033003003,0050033003003,126
CB2020,005,2,Bronx,20035001000,20035001000,0050035001000,0
CB2020,005,2,Bronx,20035001001,20035001001,0050035001001,210
CB2020,005,2,Bronx,20035001002,20035001002,0050035001002,1
CB2020,005,2,Bronx,20035001003,20035001003,0050035001003,46
CB2020,005,2,Bronx,20035001004,20035001004,0050035001004,10
CB2020,005,2,Bronx,20035001005,20035001005,0050035001005,20
CB2020,005,2,Bronx,20035001006,20035001006,0050035001006,0
CB2020,005,2,Bronx,20035001007,20035001007,0050035001007,0
CB2020,005,2,Bronx,20035001008,20035001008,0050035001008,42
CB2020,005,2,Bronx,20035002000,20035002000,0050035002000,533
CB2020,005,2,Bronx,20035003000,20035003000,0050035003000,146
CB2020,005,2,Bronx,20035003001,20035003001,0050035003001,172
CB2020,005,2,Bronx,20035003002,20035003002,0050035003002,180
CB2020,005,2,Bronx,20037001000,20037001000,0050037001000,136
CB2020,005,2,Bronx,20038001000,20038001000,0050038001000,179
CB2020,005,2,Bronx,20038001001,20038001001,0050038001001,215
CB2020,005,2,Bronx,20038001002,20038001002,0050038001002,136
CB2020,005,2,Bronx,20038001003,20038001003,0050038001003,0
CB2020,005,2,Bronx,20038001004,20038001004,0050038001004,0
CB2020,005,2,Bronx,20039001000,20039001000,0050039001000,179
CB2020,005,2,Bronx,20039001001,20039001001,0050039001001,186
CB2020,005,2,Bronx,20039002000,20039002000,0050039002000,221
CB2020,005,2,Bronx,20039002001,20039002001,0050039002001,317
CB2020,005,2,Bronx,20039003000,20039003000,0050039003000,102
CB2020,005,2,Bronx,20039003001,20039003001,0050039003001,60
CB2020,005,2,Bronx,20039003002,20039003002,0050039003002,164
CB2020,005,2,Bronx,20039004000,20039004000,0050039004000,367
CB2020,005,2,Bronx,20039005000,20039005000,0050039005000,201
CB2020,005,2,Bronx,20039005001,20039005001,0050039005001,362
CB2020,005,2,Bronx,20040011000,20040011000,0050040011000,133
CB2020,005,2,Bronx,20040011001,20040011001,0050040011001,32
CB2020,005,2,Bronx,20040011002,20040011002,0050040011002,69
CB2020,005,2,Bronx,20040011003,20040011003,0050040011003,209
CB2020,005,2,Bronx,20040011004,20040011004,0050040011004,94
CB2020,005,2,Bronx,20040011005,20040011005,0050040011005,76
CB2020,005,2,Bronx,20041001000,20041001000,0050041001000,312
CB2020,005,2,Bronx,20041001001,20041001001,0050041001001,172
CB2020,005,2,Bronx,20041001002,20041001002,0050041001002,136
CB2020,005,2,Bronx,20041002000,20041002000,0050041002000,230
CB2020,005,2,Bronx,20041002001,20041002001,0050041002001,300
CB2020,005,2,Bronx,20041002002,20041002002,0050041002002,128
CB2020,005,2,Bronx,20041003000,20041003000,0050041003000,0
CB2020,005,2,Bronx,20041003001,20041003001,0050041003001,25
CB2020,005,2,Bronx,20041004000,20041004000,0050041004000,239
CB2020,005,2,Bronx,20041004001,20041004001,0050041004001,650
CB2020,005,2,Bronx,20042001000,20042001000,0050042001000,278
CB2020,005,2,Bronx,20042001001,20042001001,0050042001001,0
CB2020,005,2,Bronx,20042001002,20042001002,0050042001002,1
CB2020,005,2,Bronx,20042002000,20042002000,0050042002000,841
CB2020,005,2,Bronx,20042002001,20042002001,0050042002001,0
CB2020,005,2,Bronx,20042003000,20042003000,0050042003000,0
CB2020,005,2,Bronx,20042003001,20042003001,0050042003001,0
CB2020,005,2,Bronx,20042003002,20042003002,0050042003002,0
CB2020,005,2,Bronx,20042003003,20042003003,0050042003003,0
CB2020,005,2,Bronx,20042003004,20042003004,0050042003004,0
CB2020,005,2,Bronx,20042003005,20042003005,0050042003005,0
CB2020,005,2,Bronx,20042003006,20042003006,0050042003006,0
CB2020,005,2,Bronx,20042003007,20042003007,0050042003007,0
CB2020,005,2,Bronx,20042003008,20042003008,0050042003008,514
CB2020,005,2,Bronx,20042003009,20042003009,0050042003009,103
CB2020,005,2,Bronx,20042003010,20042003010,0050042003010,0
CB2020,005,2,Bronx,20042004000,20042004000,0050042004000,308
CB2020,005,2,Bronx,20042004001,20042004001,0050042004001,0
CB2020,005,2,Bronx,20042005000,20042005000,0050042005000,0
CB2020,005,2,Bronx,20042005001,20042005001,0050042005001,210
CB2020,005,2,Bronx,20042005002,20042005002,0050042005002,0
CB2020,005,2,Bronx,20042005003,20042005003,0050042005003,0
CB2020,005,2,Bronx,20042005004,20042005004,0050042005004,196
CB2020,005,2,Bronx,20042006000,20042006000,0050042006000,0
CB2020,005,2,Bronx,20042006001,20042006001,0050042006001,0
CB2020,005,2,Bronx,20042006002,20042006002,0050042006002,0
CB2020,005,2,Bronx,20042006003,20042006003,0050042006003,0
CB2020,005,2,Bronx,20042006004,20042006004,0050042006004,0
CB2020,005,2,Bronx,20042007000,20042007000,0050042007000,392
CB2020,005,2,Bronx,20043001000,20043001000,0050043001000,162
CB2020,005,2,Bronx,20043001001,20043001001,0050043001001,249
CB2020,005,2,Bronx,20043001002,20043001002,0050043001002,107
CB2020,005,2,Bronx,20043002000,20043002000,0050043002000,0
CB2020,005,2,Bronx,20043002001,20043002001,0050043002001,0
CB2020,005,2,Bronx,20043002002,20043002002,0050043002002,0
CB2020,005,2,Bronx,20043002003,20043002003,0050043002003,2
CB2020,005,2,Bronx,20043002004,20043002004,0050043002004,275
CB2020,005,2,Bronx,20043002005,20043002005,0050043002005,266
CB2020,005,2,Bronx,20043002006,20043002006,0050043002006,22
CB2020,005,2,Bronx,20043002007,20043002007,0050043002007,24
CB2020,005,2,Bronx,20043002008,20043002008,0050043002008,8
CB2020,005,2,Bronx,20043002009,20043002009,0050043002009,1
CB2020,005,2,Bronx,20043002010,20043002010,0050043002010,198
CB2020,005,2,Bronx,20043003000,20043003000,0050043003000,285
CB2020,005,2,Bronx,20043003001,20043003001,0050043003001,155
CB2020,005,2,Bronx,20043004000,20043004000,0050043004000,174
CB2020,005,2,Bronx,20043004001,20043004001,0050043004001,144
CB2020,005,2,Bronx,20043004002,20043004002,0050043004002,39
CB2020,005,2,Bronx,20043004003,20043004003,0050043004003,87
CB2020,005,2,Bronx,20044001000,20044001000,0050044001000,534
CB2020,005,2,Bronx,20044001001,20044001001,0050044001001,0
CB2020,005,2,Bronx,20044002000,20044002000,0050044002000,248
CB2020,005,2,Bronx,20044003000,20044003000,0050044003000,57
CB2020,005,2,Bronx,20044003001,20044003001,0050044003001,115
CB2020,005,2,Bronx,20044003002,20044003002,0050044003002,401
CB2020,005,2,Bronx,20044004000,20044004000,0050044004000,379
CB2020,005,2,Bronx,20044004001,20044004001,0050044004001,18
CB2020,005,2,Bronx,20044004002,20044004002,0050044004002,0
CB2020,005,2,Bronx,20046001000,20046001000,0050046001000,1
CB2020,005,2,Bronx,20046001001,20046001001,0050046001001,0
CB2020,005,2,Bronx,20046001002,20046001002,0050046001002,0
CB2020,005,2,Bronx,20046001003,20046001003,0050046001003,48
CB2020,005,2,Bronx,20046001004,20046001004,0050046001004,0
CB2020,005,2,Bronx,20046001005,20046001005,0050046001005,100
CB2020,005,2,Bronx,20046001006,20046001006,0050046001006,276
CB2020,005,2,Bronx,20046001007,20046001007,0050046001007,112
CB2020,005,2,Bronx,20046001008,20046001008,0050046001008,69
CB2020,005,2,Bronx,20046001009,20046001009,0050046001009,32
CB2020,005,2,Bronx,20046001010,20046001010,0050046001010,0
CB2020,005,2,Bronx,20046001011,20046001011,0050046001011,105
CB2020,005,2,Bronx,20048001000,20048001000,0050048001000,0
CB2020,005,2,Bronx,20048001001,20048001001,0050048001001,0
CB2020,005,2,Bronx,20048001002,20048001002,0050048001002,0
CB2020,005,2,Bronx,20048001003,20048001003,0050048001003,541
CB2020,005,2,Bronx,20048001004,20048001004,0050048001004,77
CB2020,005,2,Bronx,20048002000,20048002000,0050048002000,360
CB2020,005,2,Bronx,20048002001,20048002001,0050048002001,94
CB2020,005,2,Bronx,20048002002,20048002002,0050048002002,264
CB2020,005,2,Bronx,20048002003,20048002003,0050048002003,22
CB2020,005,2,Bronx,20048002004,20048002004,0050048002004,0
CB2020,005,2,Bronx,20048002005,20048002005,0050048002005,0
CB2020,005,2,Bronx,20050011000,20050011000,0050050011000,281
CB2020,005,2,Bronx,20050011001,20050011001,0050050011001,148
CB2020,005,2,Bronx,20050012000,20050012000,0050050012000,482
CB2020,005,2,Bronx,20050013000,20050013000,0050050013000,332
CB2020,005,2,Bronx,20050014000,20050014000,0050050014000,387
