job_number,field,old_value,new_value,reason,edited_date,editor
103015443,hotel_prop,18,0,,8/25/2021,AP
103015443,otherb_init,,0,,8/25/2021,AP
103015443,otherb_prop,18,0,,8/25/2021,AP
103018734,classa_init,,9,,8/25/2021,JS
103018734,hotel_init,,0,,8/25/2021,JS
103018734,hotel_prop,9,0,,8/25/2021,JS
103018734,otherb_init,,0,,8/25/2021,JS
103018734,otherb_prop,9,0,,8/25/2021,JS
103039533,hotel_init,1,0,,8/27/2020,KS
103039533,hotel_prop,1,0,,8/27/2020,KS
103039533,otherb_init,1,0,,8/27/2020,KS
103039533,otherb_prop,1,0,,8/27/2020,KS
103045125,hotel_prop,3,0,,8/29/2020,TD
103045125,otherb_prop,3,0,,8/29/2020,TD
103053552,hotel_prop,4,0,,8/24/2020,KS
103053552,otherb_prop,4,0,,8/24/2020,KS
103061730,classa_init,1,0,,2/3/2020,
103061730,hotel_init,1,0,,8/29/2020,TD
103061730,hotel_prop,2,0,,8/29/2020,TD
103061730,otherb_init,1,17,,2/3/2020,
103061730,otherb_prop,2,0,,8/29/2020,TD
103067413,classa_prop,170,0,job related to units_.sql,2/21/2020,
103067413,hotel_prop,170,213,job related to units_.sql,2/21/2020,
103087035,classa_init,11,0,,1/31/2020,
103087035,hotel_init,11,0,,8/29/2020,TD
103087035,hotel_prop,2,0,,8/29/2020,TD
103087035,otherb_init,11,11,,1/31/2020,
103087035,otherb_prop,2,0,,8/29/2020,TD
103089916,classa_init,13,0,,8/4/2020,TD
103089916,classa_prop,4,2,,8/4/2020,TD
103089916,hotel_init,13,0,,8/29/2020,TD
103089916,hotel_prop,4,0,,8/29/2020,TD
103089916,otherb_init,13,13,,8/4/2020,TD
103089916,otherb_prop,4,0,,8/4/2020,TD
103093938,classa_init,,20,,8/25/2021,AP
103093938,hotel_init,,0,,8/25/2021,AP
103093938,hotel_prop,20,0,,8/25/2021,AP
103093938,otherb_init,,0,,8/25/2021,AP
103093938,otherb_prop,20,0,,8/25/2021,AP
103095222,classa_init,12,0,,8/5/2020,TD
103095222,hotel_init,12,0,,8/29/2020,TD
103095222,hotel_prop,3,0,,8/29/2020,TD
103095222,otherb_init,12,12,,8/5/2020,TD
103095222,otherb_prop,3,0,,8/5/2020,TD
103098489,classa_init,15,0,,8/5/2020,KS
103098489,hotel_init,15,0,,8/29/2020,KS
103098489,hotel_prop,10,0,,8/29/2020,KS
103098489,otherb_init,15,15,,8/5/2020,KS
103098489,otherb_prop,10,0,,8/5/2020,KS
103100136,hotel_prop,2,0,,8/29/2020,TD
103100136,otherb_prop,2,0,,8/6/2020,TD
103104409,classa_prop,4,3,,8/12/2020,SL
103115442,hotel_prop,1,0,,8/24/2020,KS
103115442,otherb_prop,1,0,,8/24/2020,KS
103122256,classa_init,,153,,8/25/2021,SL
103122256,classa_prop,79,153,,8/14/2020,SL
103122256,hotel_init,,0,,8/25/2021,SL
103122256,hotel_prop,153,0,,8/25/2021,SL
103122256,otherb_init,,0,,8/25/2021,SL
103122256,otherb_prop,153,0,,8/25/2021,SL
103125235,classa_init,46,11,,1/28/2020,
103125235,classa_prop,36,5,,1/28/2020,
103125235,hotel_init,46,19,,1/28/2020,
103125235,hotel_prop,36,55,,1/28/2020,
103125235,otherb_init,46,0,,8/29/2020,AP
103125235,otherb_prop,36,0,,8/29/2020,AP
103129179,classa_init,,0,,8/25/2021,AP
103129179,hotel_init,,0,,8/25/2021,AP
103129179,hotel_prop,18,0,,8/25/2021,AP
103129179,otherb_init,,0,,8/25/2021,AP
103129179,otherb_prop,18,0,,8/25/2021,AP
103152240,hotel_prop,1,0,,8/24/2020,KS
103152240,otherb_prop,1,0,,8/24/2020,KS
103165450,hotel_prop,2,0,,8/24/2020,KS
103165450,otherb_prop,2,0,,8/24/2020,KS
103184037,hotel_prop,2,0,,8/29/2020,TD
103184037,otherb_prop,2,0,,8/6/2020,TD
103186589,classa_init,,17,,8/25/2021,AP
103186589,hotel_init,,0,,8/25/2021,AP
103186589,hotel_prop,16,0,,8/25/2021,AP
103186589,otherb_init,,0,,8/25/2021,AP
103186589,otherb_prop,16,0,,8/25/2021,AP
103208636,classa_init,,17,,8/25/2021,AP
103208636,hotel_init,,0,,8/25/2021,AP
103208636,hotel_prop,17,0,,8/25/2021,AP
103208636,otherb_init,,0,,8/25/2021,AP
103208636,otherb_prop,17,0,,8/25/2021,AP
103261514,classa_init,12,0,,8/5/2020,KS
103261514,hotel_init,12,0,,8/29/2020,KS
103261514,hotel_prop,10,0,,8/29/2020,KS
103261514,otherb_init,12,12,,8/5/2020,KS
103261514,otherb_prop,10,0,,8/5/2020,KS
103297120,classa_prop,7,6,,7/16/2020,TD
103297442,classa_init,,0,,8/25/2021,JS
103297442,classa_prop,10,8,,8/12/2020,SL
103297442,hotel_init,,0,,8/25/2021,JS
103297442,hotel_prop,8,0,,8/25/2021,JS
103297442,otherb_init,,0,,8/25/2021,JS
103297442,otherb_prop,8,0,,8/25/2021,JS
103299752,hotel_prop,4,0,,8/29/2020,TD
103299752,otherb_prop,4,0,,8/4/2020,TD
103307057,classa_init,,204,,8/25/2021,SL
103307057,hotel_init,,0,,8/25/2021,SL
103307057,hotel_prop,204,0,,8/25/2021,SL
103307057,otherb_init,,0,,8/25/2021,SL
103307057,otherb_prop,204,0,,8/25/2021,SL
103312210,classa_init,5,1,,2/3/2020,
103312210,hotel_init,5,0,,8/29/2020,SL
103312210,hotel_prop,5,0,,8/29/2020,SL
103312210,otherb_init,5,15,,2/3/2020,
103312210,otherb_prop,5,0,,8/29/2020,SL
103316065,hotel_init,7,0,,2/1/2021,TD
103316065,hotel_prop,23,0,,2/1/2021,TD
103316065,otherb_init,7,0,,2/1/2021,TD
103316065,otherb_prop,23,0,,2/1/2021,TD
103347870,classa_prop,4,6,,8/28/2020,SL
103347870,hotel_prop,4,0,,8/28/2020,SL
103347870,otherb_prop,4,0,,8/28/2020,SL
103356734,classa_prop,80,3,,8/24/2020,KS
103356734,hotel_prop,80,0,,8/24/2020,KS
103356734,otherb_prop,80,0,,8/24/2020,KS
103361014,classa_prop,3,1,,7/23/2020,TD
103361014,hotel_prop,3,0,,8/28/2020,TD
103361014,otherb_prop,3,0,,8/28/2020,TD
103364173,classa_init,11,0,,1/31/2020,
103364173,hotel_init,11,0,,8/29/2020,SL
103364173,hotel_prop,4,0,,8/29/2020,SL
103364173,otherb_init,11,12,,1/31/2020,
103364173,otherb_prop,4,0,,8/29/2020,SL
103364734,classa_init,,33,,8/25/2021,TD
103364734,hotel_init,,0,,8/25/2021,TD
103364734,hotel_prop,33,0,,8/25/2021,TD
103364734,otherb_init,,0,,8/25/2021,TD
103364734,otherb_prop,33,0,,8/25/2021,TD
103390028,hotel_prop,22,0,,8/28/2020,TD
103390028,otherb_prop,22,0,,8/28/2020,TD
103392847,hotel_prop,2,0,,1/21/2021,TD
103392847,otherb_prop,2,0,,1/21/2021,TD
103397646,hotel_prop,4,0,,8/24/2020,KS
103397646,otherb_prop,4,0,,8/24/2020,KS
103405236,classa_init,,183,,8/25/2021,SL
103405236,hotel_init,,0,,8/25/2021,SL
103405236,hotel_prop,183,0,,8/25/2021,SL
103405236,otherb_init,,0,,8/25/2021,SL
103405236,otherb_prop,183,0,,8/25/2021,SL
103406690,hotel_init,10,0,,8/28/2020,AP
103406690,hotel_prop,1,0,,8/28/2020,AP
103406690,otherb_init,10,0,,8/28/2020,AP
103406690,otherb_prop,1,0,,8/28/2020,AP
103433571,hotel_prop,7,0,,8/24/2020,KS
103433571,otherb_prop,7,0,,8/24/2020,KS
103451747,hotel_init,10,0,,8/28/2020,AP
103451747,hotel_prop,4,0,,8/28/2020,AP
103451747,otherb_init,10,0,,8/28/2020,AP
103451747,otherb_prop,4,0,,8/28/2020,AP
103465714,classa_init,,338,,8/23/2021,SL
103465714,hotel_init,,0,,8/23/2021,SL
103465714,hotel_prop,338,0,,8/23/2021,SL
103465714,hotel_prop,338,0,,8/29/2020,AP
103465714,otherb_init,,0,,8/23/2021,SL
103465714,otherb_prop,338,0,,8/23/2021,SL
103465714,otherb_prop,338,0,,8/29/2020,AP
103470343,classa_init,15,1,,8/28/2020,KS
103470343,hotel_init,15,0,,8/28/2020,KS
103470343,hotel_prop,3,0,,8/28/2020,KS
103470343,otherb_init,15,4,,8/28/2020,KS
103470343,otherb_prop,3,0,,8/28/2020,KS
103489100,classa_init,,18,,8/25/2021,AP
103489100,classa_prop,20,18,,8/27/2020,TD
103489100,hotel_init,,0,,8/25/2021,AP
103489100,otherb_init,,0,,8/25/2021,AP
103490358,hotel_init,90,0,,8/24/2020,AP
103490358,hotel_prop,23,0,,8/24/2020,AP
103490358,otherb_init,90,0,,8/24/2020,AP
103490358,otherb_prop,23,0,,8/24/2020,AP
103495004,classa_prop,44,0,,8/24/2020,KS
103495004,hotel_prop,44,0,,8/24/2020,KS
103495004,otherb_prop,44,39,,8/24/2020,KS
103503031,hotel_prop,5,0,,8/24/2020,KS
103503031,otherb_prop,5,0,,8/24/2020,KS
103510443,hotel_prop,3,0,,8/29/2020,TD
103510443,otherb_prop,3,0,,8/29/2020,TD
103511816,hotel_init,314,0,,8/29/2020,AP
103511816,hotel_prop,310,0,,8/29/2020,AP
103511816,otherb_init,314,0,,8/29/2020,AP
103511816,otherb_prop,310,0,,8/29/2020,AP
103511923,classa_init,4,0,,2/3/2020,
103511923,hotel_init,4,0,,8/29/2020,TD
103511923,hotel_prop,4,0,,8/29/2020,TD
103511923,otherb_init,4,13,,2/3/2020,
103511923,otherb_prop,4,0,,8/29/2020,TD
103532946,hotel_prop,1,0,,8/24/2020,KS
103532946,otherb_prop,1,0,,8/24/2020,KS
103545022,classa_init,,10,,8/25/2021,JS
103545022,hotel_init,,0,,8/25/2021,JS
103545022,hotel_prop,10,0,,8/25/2021,JS
103545022,otherb_init,,0,,8/25/2021,JS
103545022,otherb_prop,10,0,,8/25/2021,JS
103559846,hotel_prop,12,0,,8/27/2020,TD
103559846,otherb_prop,12,0,,8/27/2020,TD
103588896,hotel_prop,12,0,,1/21/2021,TD
103588896,otherb_prop,12,0,,1/21/2021,TD
103595691,hotel_prop,6,0,,8/29/2020,SL
103595691,otherb_prop,6,0,,7/30/2020,SL
103600453,classa_init,,17,,8/25/2021,AP
103600453,hotel_init,,0,,8/25/2021,AP
103600453,hotel_prop,16,0,,8/25/2021,AP
103600453,otherb_init,,0,,8/25/2021,AP
103600453,otherb_prop,16,0,,8/25/2021,AP
103619657,classa_prop,1,2,,8/3/2020,TD
103619657,hotel_prop,1,0,,8/29/2020,TD
103619657,otherb_prop,1,0,,8/3/2020,TD
103632124,classa_prop,8,6,,7/16/2020,TD
103637021,hotel_init,20,0,,8/28/2020,SL
103637021,hotel_prop,1,0,,8/28/2020,SL
103637021,otherb_init,20,0,,8/28/2020,SL
103637021,otherb_prop,1,0,,8/28/2020,SL
103673543,classa_init,,0,,8/25/2021,AP
103673543,hotel_init,,0,,8/25/2021,AP
103673543,hotel_prop,14,0,,8/25/2021,AP
103673543,otherb_init,,0,,8/25/2021,AP
103673543,otherb_prop,14,0,,8/25/2021,AP
103708187,hotel_init,46,0,,2/1/2021,TD
103708187,hotel_prop,60,0,,2/1/2021,TD
103708187,otherb_init,46,0,,2/1/2021,TD
103708187,otherb_prop,60,0,,2/1/2021,TD
103720298,classa_init,,17,,8/25/2021,AP
103720298,hotel_init,,0,,8/25/2021,AP
103720298,hotel_prop,16,0,,8/25/2021,AP
103720298,otherb_init,,0,,8/25/2021,AP
103720298,otherb_prop,16,0,,8/25/2021,AP
103725505,hotel_prop,3,0,,8/29/2020,TD
103725505,otherb_prop,3,0,,8/5/2020,TD
103731400,classa_init,,9,,8/25/2021,JS
103731400,hotel_init,,0,,8/25/2021,JS
103731400,otherb_init,,1,,8/25/2021,JS
103740702,hotel_prop,1,0,,8/24/2020,KS
103740702,otherb_prop,1,0,,8/24/2020,KS
103744414,hotel_prop,3,651,job related to units_.sql,2/21/2020,
103755964,hotel_prop,4,0,,8/25/2020,TD
103755964,otherb_prop,4,0,,8/25/2020,TD
103765221,hotel_init,9,0,,8/24/2020,TD
103765221,hotel_prop,1,0,,8/24/2020,TD
103765221,otherb_init,9,0,,8/24/2020,TD
103765221,otherb_prop,1,0,,8/24/2020,TD
103777058,classa_init,52,0,,1/31/2020,
103777058,classa_prop,47,0,,1/31/2020,
103777058,hotel_init,52,0,,8/29/2020,KS
103777058,hotel_prop,47,0,,8/29/2020,KS
103777058,otherb_init,52,52,,1/31/2020,
103777058,otherb_prop,47,47,,1/31/2020,
103781720,classa_init,,0,,8/25/2021,JS
103781720,hotel_init,,0,,8/25/2021,JS
103781720,hotel_prop,8,0,,8/25/2021,JS
103781720,otherb_init,,12,,8/25/2021,JS
103781720,otherb_prop,8,0,,8/25/2021,JS
103794529,classa_init,,0,,8/25/2021,TD
103794529,classa_prop,39,0,,8/25/2021,TD
103794529,hotel_init,,0,,8/25/2021,TD
103794529,hotel_prop,39,0,,8/25/2021,TD
103794529,otherb_init,,39,,8/25/2021,TD
103794529,otherb_prop,39,39,,8/25/2021,TD
103795145,classa_init,,158,,8/25/2021,SL
103795145,classa prop,166,159,,8/25/2021,SL
103795145,hotel_init,,0,,8/25/2021,SL
103795145,hotel_prop,166,0,,8/25/2021,SL
103795145,otherb_init,,0,,8/25/2021,SL
103795145,otherb_prop,166,0,,8/25/2021,SL
103796750,hotel_prop,2,0,,8/29/2020,TD
103796750,otherb_prop,2,0,,8/5/2020,TD
103802379,classa_init,102,103,,2/3/2020,
103802379,hotel_init,102,0,,8/29/2020,TD
103802379,hotel_prop,103,0,,8/29/2020,TD
103802379,otherb_init,102,9,,2/3/2020,
103802379,otherb_prop,103,9,,2/3/2020,
103802994,classa_init,,16,,8/25/2021,AP
103802994,hotel_init,,0,,8/25/2021,AP
103802994,hotel_prop,16,0,,8/25/2021,AP
103802994,otherb_init,,0,,8/25/2021,AP
103802994,otherb_prop,16,0,,8/25/2021,AP
103818950,classa_init,226,1,,2/14/2020,
103818950,hotel_init,226,225,,2/14/2020,
103818950,hotel_prop,180,217,,2/14/2020,
103826585,classa_init,6,3,,2/3/2020,
103826585,hotel_init,6,0,,8/29/2020,SL
103826585,hotel_prop,6,0,,8/29/2020,SL
103826585,otherb_init,6,3,,2/3/2020,
103826585,otherb_prop,6,0,,8/29/2020,SL
103827325,hotel_prop,6,0,,8/24/2020,KS
103827325,otherb_prop,6,0,,8/24/2020,KS
103834120,hotel_prop,1,0,,8/24/2020,KS
103834120,otherb_prop,1,0,,8/24/2020,KS
103838983,classa_init,,8,,8/25/2021,JS
103838983,hotel_init,,0,,8/25/2021,JS
103838983,otherb_init,,7,,8/25/2021,JS
103846974,classa_init,14,0,,2/3/2020,
103846974,classa_prop,11,9,,2/3/2020,
103846974,hotel_init,14,0,,8/29/2020,KS
103846974,hotel_prop,11,0,,8/29/2020,KS
103846974,otherb_init,14,14,,2/3/2020,
103846974,otherb_prop,11,2,,2/3/2020,
103889598,latitude,40.7615,40.76163,,7/22/2020,AP
103889598,longitude,-73.9959,-73.9957,,7/22/2020,AP
103907284,classa_init,428,438,,8/27/2020,TD
103907284,classa_prop,445,446,,8/27/2020,TD
103907284,hotel_init,428,180,,8/27/2020,TD
103907284,hotel_prop,445,180,,8/27/2020,TD
103907284,otherb_init,428,0,,8/27/2020,TD
103907284,otherb_prop,445,0,,8/27/2020,TD
103917406,classa_init,88,0,,1/28/2020,
103917406,classa_prop,94,0,,1/28/2020,
103917406,hotel_init,88,0,,8/29/2020,KS
103917406,hotel_prop,94,94,,1/28/2020,
103917406,otherb_init,88,0,,8/29/2020,KS
103917406,otherb_prop,94,0,,8/29/2020,KS
103921981,classa_init,6,2,,2/3/2020,
103921981,hotel_init,6,0,,8/29/2020,TD
103921981,hotel_prop,3,0,,8/29/2020,TD
103921981,otherb_init,6,4,,2/3/2020,
103921981,otherb_prop,3,2,,2/3/2020,
103927592,classa_init,,18,,8/25/2021,AP
103927592,hotel_init,,0,,8/25/2021,AP
103927592,otherb_init,,0,,8/25/2021,AP
103940568,hotel_prop,1,0,,8/24/2020,KS
103940568,otherb_prop,1,0,,8/24/2020,KS
103945956,hotel_prop,1,0,,2/5/2021,SL
103945956,otherb_prop,1,0,,2/5/2021,SL
103952126,classa_init,27,26,,8/26/2020,KS
103952126,classa_prop,19,23,,8/26/2020,KS
103952126,hotel_init,27,0,,8/26/2020,KS
103952126,hotel_prop,19,0,,8/26/2020,KS
103952126,otherb_init,27,0,,8/26/2020,KS
103952126,otherb_prop,19,0,,8/26/2020,KS
103957201,classa_init,89,108,,7/16/2020,SL
103957201,classa_prop,109,88,,7/16/2020,SL
103957201,hotel_prop,109,20,,7/16/2020,SL
103957675,classa_init,,11,,8/25/2021,JS
103957675,hotel_init,,0,,8/25/2021,JS
103957675,hotel_prop,10,0,,8/25/2021,JS
103957675,otherb_init,,0,,8/25/2021,JS
103957675,otherb_prop,10,0,,8/25/2021,JS
103980783,classa_init,,41,,8/25/2021,TD
103980783,hotel_init,,0,,8/25/2021,TD
103980783,hotel_prop,40,0,,8/25/2021,TD
103980783,otherb_init,,0,,8/25/2021,TD
103980783,otherb_prop,40,0,,8/25/2021,TD
103984976,classa_init,,16,,8/25/2021,AP
103984976,hotel_init,,0,,8/25/2021,AP
103984976,hotel_prop,16,0,,8/25/2021,AP
103984976,otherb_init,,0,,8/25/2021,AP
103984976,otherb_prop,16,0,,8/25/2021,AP
103995483,classa_init,64,0,,8/28/2020,SL
103995483,classa_prop,45,0,,8/28/2020,SL
103995483,hotel_init,64,0,,8/28/2020,SL
103995483,hotel_prop,45,0,,8/28/2020,SL
103995483,otherb_init,64,64,,8/28/2020,SL
103995483,otherb_prop,45,45,,8/28/2020,SL
104006237,classa_init,,16,,8/25/2021,AP
104006237,hotel_init,,0,,8/25/2021,AP
104006237,otherb_init,,0,,8/25/2021,AP
104011016,classa_init,,8,,8/25/2021,JS
104011016,hotel_init,,0,,8/25/2021,JS
104011016,hotel_prop,10,0,,8/25/2021,JS
104011016,otherb_init,,0,,8/25/2021,JS
104011016,otherb_prop,10,0,,8/25/2021,JS
104011748,classa_init,9,1,,1/31/2020,
104011748,otherb_init,9,9,,1/31/2020,
104014282,classa_init,12,1,,1/31/2020,
104014282,hotel_init,12,0,,8/29/2020,TD
104014282,hotel_prop,3,0,,8/29/2020,TD
104014282,otherb_init,12,11,,1/31/2020,
104014282,otherb_prop,3,0,,8/29/2020,TD
104025190,hotel_init,34,0,,8/29/2020,TD
104025190,hotel_prop,38,0,,8/29/2020,TD
104025190,otherb_init,34,0,,8/29/2020,TD
104025190,otherb_prop,38,0,,8/29/2020,TD
104028099,classa_prop,70,0,,8/29/2020,KS
104028099,hotel_prop,70,70,,1/31/2020,
104029436,otherb_init,2,6,,2/3/2020,
104044883,classa_init,,15,,8/25/2021,AP
104044883,hotel_init,,0,,8/25/2021,AP
104044883,hotel_prop,15,0,,8/25/2021,AP
104044883,otherb_init,,0,,8/25/2021,AP
104044883,otherb_prop,15,0,,8/25/2021,AP
104052178,hotel_init,23,0,,8/28/2020,AP
104052178,hotel_prop,17,0,,8/28/2020,AP
104052178,otherb_init,23,0,,8/28/2020,AP
104052178,otherb_prop,17,0,,8/28/2020,AP
104052686,classa_init,,8,,8/25/2021,JS
104052686,hotel_init,,0,,8/25/2021,JS
104052686,hotel_prop,8,0,,8/25/2021,JS
104052686,otherb_init,,0,,8/25/2021,JS
104052686,otherb_prop,8,0,,8/25/2021,JS
104052695,classa_init,,20,,8/25/2021,JS
104052695,hotel_init,,0,,8/25/2021,JS
104052695,otherb_init,,0,,8/25/2021,JS
104056940,classa_prop,0,34,,8/28/2020,SL
104056940,hotel_init,35,0,,8/28/2020,SL
104056940,hotel_prop,0,0,,8/28/2020,SL
104056940,otherb_init,35,0,,8/28/2020,SL
104056940,otherb_prop,0,0,,8/28/2020,SL
104057501,classa_init,,10,,8/25/2021,JS
104057501,hotel_init,,0,,8/25/2021,JS
104057501,otherb_init,,2,,8/25/2021,JS
104061391,classa_init,12,6,,1/26/2021,KS
104061391,hotel_init,12,0,,1/26/2021,KS
104061391,hotel_prop,10,0,,1/26/2021,KS
104061391,otherb_init,12,9,,1/26/2021,KS
104061391,otherb_prop,10,0,,1/26/2021,KS
104061809,classa_init,1,0,,1/28/2020,
104061809,classa_prop,9,0,,1/28/2020,
104061809,hotel_init,1,0,,8/29/2020,KS
104061809,hotel_prop,9,9,,1/28/2020,
104061809,otherb_init,1,0,,8/29/2020,KS
104061809,otherb_prop,9,0,,8/29/2020,KS
104063353,hotel_prop,1,0,,8/24/2020,KS
104063353,otherb_prop,1,0,,8/24/2020,KS
104064110,classa_init,,145,,8/25/2021,SL
104064110,classa prop,145,151,,8/25/2021,SL
104064110,hotel_init,,0,,8/25/2021,SL
104064110,hotel_prop,145,0,,8/25/2021,SL
104064110,hotel_prop,145,0,,8/27/2020,AP
104064110,otherb_init,,0,,8/25/2021,SL
104064110,otherb_prop,145,0,,8/25/2021,SL
