job_number,prop_stories,occ_init,dcp_occ_pr,dcp_occ_category,units_init,units_prop,units_prop_res,units_prop_hotel,u_net_comp,u_net_inc,unit_change_preapr2010,unit_change_postapr2010,unit_change_2011,unit_change_2012,unit_change_2013,unit_change_2014,unit_change_2015,unit_change_2016,unit_change_2017,unit_change_2018,x_mixeduse,bbl,bin,latitude,longitude,x_inactive,hny_id,reason,extra
200813824,,,,,32,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302354164,,,,,33,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103364734,,,,,33,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103390028,,,,,33,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301974139,,,,,35,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104823835,,,,,35,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302029105,,,,,35,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104417463,,,,,35,,,,,,,,,,,,,,,,,,,,,,,change u_init,
401878447,,,,,36,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103980783,,,,,38,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104629528,,,,,39,,,,,,,,,,,,,,,,,,,,,,,change u_init,
320279373,,,,,40,,,,,,,,,,,,,,,,,,,,,,,change u_init,
120245305,,,,,40,,,,,,,,,,,,,,,,,,,,,,,change u_init,
320282449,,,,,40,,,,,,,,,,,,,,,,,,,,,,,change u_init,
401220727,,,,,41,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104677486,,,,,43,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402160193,,,,,44,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103482269,,,,,46,,,,,,,,,,,,,,,,,,,,,,,change u_init,
200804120,,,,,48,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104851572,,,,,50,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104573481,,,,,51,,,,,,,,,,,,,,,,,,,,,,,change u_init,
102588898,,,,,55,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104701422,,,,,55,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104358605,,,,,55,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104862873,,,,,55,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402589267,,,,,55,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104787009,,,,,62,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402603928,,,,,65,,,,,,,,,,,,,,,,,,,,,,,change u_init,
520072322,,,,,67,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104418747,,,,,69,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301755312,,,,,72,,,,,,,,,,,,,,,,,,,,,,,change u_init,
110005565,,,,,77,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301761797,,,,,81,,,,,,,,,,,,,,,,,,,,,,,change u_init,
200759795,,,,,82,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104906096,,,,,82,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402265142,,,,,83,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402264955,,,,,85,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402265151,,,,,85,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402609094,,,,,89,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104073208,,,,,92,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301090762,,,,,100,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103787724,,,,,114,,,,,,,,,,,,,,,,,,,,,,,change u_init,
102971090,,,,,116,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104309678,,,,,122,,,,,,,,,,,,,,,,,,,,,,,change u_init,
220258441,,,,,128,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302175982,,,,,130,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103520414,,,,,131,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104621884,,,,,144,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104393844,,,,,145,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104064110,,,,,145,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104388486,,,,,150,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301925665,,,,,156,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103795145,,,,,166,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103405236,,,,,183,,,,,,,,,,,,,,,,,,,,,,,change u_init,
421247449,,,,,183,,,,,,,,,,,,,,,,,,,,,,,change u_init,
200988994,,,,,184,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301978251,,,,,185,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301320826,,,,,187,,,,,,,,,,,,,,,,,,,,,,,change u_init,
102545435,,,,,197,,,,,,,,,,,,,,,,,,,,,,,change u_init,
201107202,,,,,198,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103307057,,,,,204,,,,,,,,,,,,,,,,,,,,,,,change u_init,
120997458,,,,,209,,,,,,,,,,,,,,,,,,,,,,,change u_init,
210028076,,,,,218,,,,,,,,,,,,,,,,,,,,,,,change u_init,
120748735,,,,,221,,,,,,,,,,,,,,,,,,,,,,,change u_init,
401545690,,,,,224,,,,,,,,,,,,,,,,,,,,,,,change u_init,
121712405,,,,,256,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103394890,,,,,270,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104678092,,,,,286,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103867656,,,,,304,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103465714,,,,,338,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301872613,,,,,573,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104368630,,,,,709,,,,,,,,,,,,,,,,,,,,,,,change u_init,
401843617,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
110188788,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302156486,,,,,13,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301766765,,,,,9,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302312682,,,,,3,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104873852,,,,,6,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301784807,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
121585631,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
121329730,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
321161167,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
121629452,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
320907603,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
420809995,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
321187167,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
110094406,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402018357,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
310092333,,,,,3,,,,,,,,,,,,,,,,,,,,,,,change u_init,
310000370,,,,,6,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301498779,,,,,6,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302363467,,,,,8,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302201490,,,,,8,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302337754,,,,,1,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302258474,,,,,5,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301924737,,,,,6,,,,,,,,,,,,,,,,,,,,,,,change u_init,
310025102,,,,,7,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302295068,,,,,21,,,,,,,,,,,,,,,,,,,,,,,change u_init,
401443087,,,,,7,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103781720,,,,,12,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302327426,,,,,9,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302237960,,,,,8,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302359873,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301025879,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301864935,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302290214,,,,,3,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104111872,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
402466620,,,,,2,,,,,,,,,,,,,,,,,,,,,,,change u_init,
121047250,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
102137732,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302239708,,,,,6,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302065146,,,,,4,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302384024,,,,,6,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104350113,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104026956,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103612832,,,,,4,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302067199,,,,,5,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301164503,,,,,8,,,,,,,,,,,,,,,,,,,,,,,change u_init,
200825544,,,,,2,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301745100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
310091744,,,,,10,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302259972,,,,,5,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302202239,,,,,6,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302188530,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
103474740,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104713534,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302094445,,,,,2,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301806151,,,,,3,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301382073,,,,,2,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301494327,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302220068,,,,,3,,,,,,,,,,,,,,,,,,,,,,,change u_init,
320771116,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
320771107,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
321403272,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301285295,,,,,2,,,,,,,,,,,,,,,,,,,,,,,change u_init,
321183492,,,,,0,,,,,,,,,,,,,,,,,,,,,,,change u_init,
210025444,,,,,8,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301172558,,,,,7,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104380117,,,,,11,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104708498,,,,,10,,,,,,,,,,,,,,,,,,,,,,,change u_init,
310008693,,,,,8,,,,,,,,,,,,,,,,,,,,,,,change u_init,
301781828,,,,,7,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104052686,,,,,8,,,,,,,,,,,,,,,,,,,,,,,change u_init,
302328844,,,,,4,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104173403,,,,,8,,,,,,,,,,,,,,,,,,,,,,,change u_init,
201125594,,,,,3,,,,,,,,,,,,,,,,,,,,,,,change u_init,
104350532,,,,,,341,,,,,,,,,,,,,,,,,,,,,,change u_prop,
122240574,,,,,,156,,,,,,,,,,,,,,,,,,,,,,change u_prop,
520351887,,,,,,100,,,,,,,,,,,,,,,,,,,,,,change u_prop,
320839410,,,,,,0,,,,,,,,,,,,,,,,,,,,,,change u_prop,
120021485,,,,,,0,,,,,,,,,,,,,,,,,,,,,,change u_prop,
321627600,,,,,,0,,,,,,,,,,,,,,,,,,,,,,change u_prop,
120744800,,,,,,0,,,,,,,,,,,,,,,,,,,,,,change u_prop,
123438146,,,,,,0,,,,,,,,,,,,,,,,,,,,,,change u_prop,
220014400,,,,,,1124,,,,,,,,,,,,,,,,,,,,,,change u_prop,
121203937,,,Residential: Multi-Family,,,,,,,,,,,,,,,,,,,,,,,,,change occ_prop,
103447646,,,,,,,,,,,,,,,,,,,,,,1002170023,,,,,,change BBL,
103576024,,,,,,,,,,,,,,,,,,,,,,1004740049,,,,,,change BBL,
103917406,,,,,,,,,,,,,,,,,,,,,,1010210010,,,,,,change BBL,
104044133,,,,,,,,,,,,,,,,,,,,,,1006400001,,,,,,change BBL,
104086230,,,,,,,,,,,,,,,,,,,,,,1015150069,,,,,,change BBL,
104196816,,,,,,,,,,,,,,,,,,,,,,1018480021,,,,,,change BBL,
104265493,,,,,,,,,,,,,,,,,,,,,,1016730015,,,,,,change BBL,
104273279,,,,,,,,,,,,,,,,,,,,,,1004610005,,,,,,change BBL,
104276560,,,,,,,,,,,,,,,,,,,,,,1007180101,,,,,,change BBL,
104291641,,,,,,,,,,,,,,,,,,,,,,1010670057,,,,,,change BBL,
104320110,,,,,,,,,,,,,,,,,,,,,,1020060040,,,,,,change BBL,
104320129,,,,,,,,,,,,,,,,,,,,,,1020070062,,,,,,change BBL,
104325650,,,,,,,,,,,,,,,,,,,,,,1004060023,,,,,,change BBL,
104328130,,,,,,,,,,,,,,,,,,,,,,1006180001,,,,,,change BBL,
104332456,,,,,,,,,,,,,,,,,,,,,,1021170027,,,,,,change BBL,
104403511,,,,,,,,,,,,,,,,,,,,,,1003530030,,,,,,change BBL,
104404878,,,,,,,,,,,,,,,,,,,,,,1017530001,,,,,,change BBL,
104409766,,,,,,,,,,,,,,,,,,,,,,1001490031,,,,,,change BBL,
104424491,,,,,,,,,,,,,,,,,,,,,,1017270069,,,,,,change BBL,
104429968,,,,,,,,,,,,,,,,,,,,,,1020110012,,,,,,change BBL,
104439546,,,,,,,,,,,,,,,,,,,,,,1005950033,,,,,,change BBL,
104441695,,,,,,,,,,,,,,,,,,,,,,1002830059,,,,,,change BBL,
104441828,,,,,,,,,,,,,,,,,,,,,,1018790055,,,,,,change BBL,
104452263,,,,,,,,,,,,,,,,,,,,,,1012720017,,,,,,change BBL,
104477415,,,,,,,,,,,,,,,,,,,,,,1005940065,,,,,,change BBL,
104485807,,,,,,,,,,,,,,,,,,,,,,1004930020,,,,,,change BBL,
104487734,,,,,,,,,,,,,,,,,,,,,,1007980025,,,,,,change BBL,
104502566,,,,,,,,,,,,,,,,,,,,,,1005940047,,,,,,change BBL,
104527656,,,,,,,,,,,,,,,,,,,,,,1007400030,,,,,,change BBL,
104529413,,,,,,,,,,,,,,,,,,,,,,1015440048,,,,,,change BBL,
104530562,,,,,,,,,,,,,,,,,,,,,,1010630017,,,,,,change BBL,
104531231,,,,,,,,,,,,,,,,,,,,,,1020620035,,,,,,change BBL,
104537538,,,,,,,,,,,,,,,,,,,,,,1015400040,,,,,,change BBL,
104548919,,,,,,,,,,,,,,,,,,,,,,1006950067,,,,,,change BBL,
104550095,,,,,,,,,,,,,,,,,,,,,,1007950059,,,,,,change BBL,
104566578,,,,,,,,,,,,,,,,,,,,,,1021800543,,,,,,change BBL,
104576148,,,,,,,,,,,,,,,,,,,,,,1007160005,,,,,,change BBL,
104582079,,,,,,,,,,,,,,,,,,,,,,1016210003,,,,,,change BBL,
104585325,,,,,,,,,,,,,,,,,,,,,,1018480047,,,,,,change BBL,
104589562,,,,,,,,,,,,,,,,,,,,,,1006950027,,,,,,change BBL,
104590435,,,,,,,,,,,,,,,,,,,,,,1016830011,,,,,,change BBL,
104603216,,,,,,,,,,,,,,,,,,,,,,1006410026,,,,,,change BBL,
104604563,,,,,,,,,,,,,,,,,,,,,,1006900046,,,,,,change BBL,
104624300,,,,,,,,,,,,,,,,,,,,,,1016610012,,,,,,change BBL,
104627254,,,,,,,,,,,,,,,,,,,,,,1019550002,,,,,,change BBL,
104627290,,,,,,,,,,,,,,,,,,,,,,1019160021,,,,,,change BBL,
104631837,,,,,,,,,,,,,,,,,,,,,,1001900044,,,,,,change BBL,
104644832,,,,,,,,,,,,,,,,,,,,,,1016310020,,,,,,change BBL,
104893929,,,,,,,,,,,,,,,,,,,,,,1019280003,,,,,,change BBL,
121185984,,,Residential: Multi-Family,,,,,,,,,,,,,,,,,,,,,,,,,change occ_prop,
121191138,,,Residential: Multi-Family,,,,,,,,,,,,,,,,,,,,,,,,,change occ_prop,
200758117,,,,,,,,,,,,,,,,,,,,,,2034460130,,,,,,change BBL,
200842348,,,,,,,,,,,,,,,,,,,,,,2058532198,,,,,,change BBL,
200860568,,,,,,,,,,,,,,,,,,,,,,2046650127,,,,,,change BBL,
200931947,,,,,,,,,,,,,,,,,,,,,,2023070050,,,,,,change BBL,
200936979,,,,,,,,,,,,,,,,,,,,,,2038460017,,,,,,change BBL,
201049711,,,,,,,,,,,,,,,,,,,,,,2047950010,,,,,,change BBL,
201049720,,,,,,,,,,,,,,,,,,,,,,2047950007,,,,,,change BBL,
201050389,,,,,,,,,,,,,,,,,,,,,,2026530133,,,,,,change BBL,
201066764,,,,,,,,,,,,,,,,,,,,,,2044690116,,,,,,change BBL,
201068557,,,,,,,,,,,,,,,,,,,,,,2048430125,,,,,,change BBL,
201074700,,,,,,,,,,,,,,,,,,,,,,2031257501,,,,,,change BBL,
201078840,,,,,,,,,,,,,,,,,,,,,,2028750051,,,,,,change BBL,
201086396,,,,,,,,,,,,,,,,,,,,,,2058251535,,,,,,change BBL,
201086412,,,,,,,,,,,,,,,,,,,,,,2034600112,,,,,,change BBL,
201088410,,,,,,,,,,,,,,,,,,,,,,2047550066,,,,,,change BBL,
201088991,,,,,,,,,,,,,,,,,,,,,,2025100067,,,,,,change BBL,
201090158,,,,,,,,,,,,,,,,,,,,,,2047220071,,,,,,change BBL,
201093967,,,,,,,,,,,,,,,,,,,,,,2029850025,,,,,,change BBL,
201094984,,,,,,,,,,,,,,,,,,,,,,2047950112,,,,,,change BBL,
201094993,,,,,,,,,,,,,,,,,,,,,,2047950113,,,,,,change BBL,
201095377,,,,,,,,,,,,,,,,,,,,,,2047950120,,,,,,change BBL,
201095386,,,,,,,,,,,,,,,,,,,,,,2047950119,,,,,,change BBL,
201095411,,,,,,,,,,,,,,,,,,,,,,2047950121,,,,,,change BBL,
201095493,,,,,,,,,,,,,,,,,,,,,,2047950118,,,,,,change BBL,
201095509,,,,,,,,,,,,,,,,,,,,,,2047950116,,,,,,change BBL,
201095518,,,,,,,,,,,,,,,,,,,,,,2047950117,,,,,,change BBL,
201095536,,,,,,,,,,,,,,,,,,,,,,2047950114,,,,,,change BBL,
201095545,,,,,,,,,,,,,,,,,,,,,,2047950115,,,,,,change BBL,
201096170,,,,,,,,,,,,,,,,,,,,,,2042420109,,,,,,change BBL,
201096358,,,,,,,,,,,,,,,,,,,,,,2047950127,,,,,,change BBL,
201096367,,,,,,,,,,,,,,,,,,,,,,2047950128,,,,,,change BBL,
201096376,,,,,,,,,,,,,,,,,,,,,,2047950124,,,,,,change BBL,
201096385,,,,,,,,,,,,,,,,,,,,,,2047950126,,,,,,change BBL,
201096394,,,,,,,,,,,,,,,,,,,,,,2047950125,,,,,,change BBL,
201096438,,,,,,,,,,,,,,,,,,,,,,2047950129,,,,,,change BBL,
201096447,,,,,,,,,,,,,,,,,,,,,,2047950130,,,,,,change BBL,
201096456,,,,,,,,,,,,,,,,,,,,,,2047950021,,,,,,change BBL,
210045404,,,,,,,,,,,,,,,,,,,,,,2054130114,,,,,,change BBL,
300503024,,,,,,,,,,,,,,,,,,,,,,3034200048,,,,,,change BBL,
300776541,,,,,,,,,,,,,,,,,,,,,,3022170026,,,,,,change BBL,
301253989,,,,,,,,,,,,,,,,,,,,,,3022490001,,,,,,change BBL,
301429069,,,,,,,,,,,,,,,,,,,,,,3024150110,,,,,,change BBL,
301526837,,,,,,,,,,,,,,,,,,,,,,3030530012,,,,,,change BBL,
301605449,,,,,,,,,,,,,,,,,,,,,,3048030037,,,,,,change BBL,
301860715,,,,,,,,,,,,,,,,,,,,,,3032290033,,,,,,change BBL,
301862456,,,,,,,,,,,,,,,,,,,,,,3018840033,,,,,,change BBL,
301880953,,,,,,,,,,,,,,,,,,,,,,3056350062,,,,,,change BBL,
301886742,,,,,,,,,,,,,,,,,,,,,,3018867504,,,,,,change BBL,
301918646,,,,,,,,,,,,,,,,,,,,,,3003580006,,,,,,change BBL,
301920045,,,,,,,,,,,,,,,,,,,,,,3056710044,,,,,,change BBL,
301923998,,,,,,,,,,,,,,,,,,,,,,3032490029,,,,,,change BBL,
301927645,,,,,,,,,,,,,,,,,,,,,,3023350014,,,,,,change BBL,
301934995,,,,,,,,,,,,,,,,,,,,,,3022620007,,,,,,change BBL,
301949523,,,,,,,,,,,,,,,,,,,,,,3008690039,,,,,,change BBL,
301952652,,,,,,,,,,,,,,,,,,,,,,3020440075,,,,,,change BBL,
301961802,,,,,,,,,,,,,,,,,,,,,,3080360004,,,,,,change BBL,
301986894,,,,,,,,,,,,,,,,,,,,,,3007570036,,,,,,change BBL,
301992397,,,,,,,,,,,,,,,,,,,,,,3030400048,,,,,,change BBL,
302025733,,,,,,,,,,,,,,,,,,,,,,3025210013,,,,,,change BBL,
302041822,,,,,,,,,,,,,,,,,,,,,,3004280026,,,,,,change BBL,
302045506,,,,,,,,,,,,,,,,,,,,,,3020047501,,,,,,change BBL,
302048095,,,,,,,,,,,,,,,,,,,,,,3019530019,,,,,,change BBL,
302048683,,,,,,,,,,,,,,,,,,,,,,3019860032,,,,,,change BBL,
302051259,,,,,,,,,,,,,,,,,,,,,,3012260071,,,,,,change BBL,
302053426,,,,,,,,,,,,,,,,,,,,,,3012260077,,,,,,change BBL,
302053435,,,,,,,,,,,,,,,,,,,,,,3012260079,,,,,,change BBL,
302054666,,,,,,,,,,,,,,,,,,,,,,3025410036,,,,,,change BBL,
302054675,,,,,,,,,,,,,,,,,,,,,,3025410030,,,,,,change BBL,
302054684,,,,,,,,,,,,,,,,,,,,,,3025410033,,,,,,change BBL,
302072762,,,,,,,,,,,,,,,,,,,,,,3001870041,,,,,,change BBL,
302073878,,,,,,,,,,,,,,,,,,,,,,3023820033,,,,,,change BBL,
302077598,,,,,,,,,,,,,,,,,,,,,,3009580035,,,,,,change BBL,
302081039,,,,,,,,,,,,,,,,,,,,,,3025230029,,,,,,change BBL,
302081306,,,,,,,,,,,,,,,,,,,,,,3023130005,,,,,,change BBL,
302087113,,,,,,,,,,,,,,,,,,,,,,3027600021,,,,,,change BBL,
302088130,,,,,,,,,,,,,,,,,,,,,,3022640040,,,,,,change BBL,
302091698,,,,,,,,,,,,,,,,,,,,,,3011490024,,,,,,change BBL,
302091750,,,,,,,,,,,,,,,,,,,,,,3020160017,,,,,,change BBL,
302095006,,,,,,,,,,,,,,,,,,,,,,3067820034,,,,,,change BBL,
302096096,,,,,,,,,,,,,,,,,,,,,,3054330010,,,,,,change BBL,
302140252,,,,,,,,,,,,,,,,,,,,,,3032830146,,,,,,change BBL,
302151025,,,,,,,,,,,,,,,,,,,,,,3011480039,,,,,,change BBL,
302153933,,,,,,,,,,,,,,,,,,,,,,3086710060,,,,,,change BBL,
302155316,,,,,,,,,,,,,,,,,,,,,,3086720046,,,,,,change BBL,
302157467,,,,,,,,,,,,,,,,,,,,,,3015420034,,,,,,change BBL,
302168259,,,,,,,,,,,,,,,,,,,,,,3023040006,,,,,,change BBL,
302169588,,,,,,,,,,,,,,,,,,,,,,3023030019,,,,,,change BBL,
302169659,,,,,,,,,,,,,,,,,,,,,,3023720021,,,,,,change BBL,
302170317,,,,,,,,,,,,,,,,,,,,,,3024700001,,,,,,change BBL,
302170665,,,,,,,,,,,,,,,,,,,,,,3030540023,,,,,,change BBL,
302172351,,,,,,,,,,,,,,,,,,,,,,3010300016,,,,,,change BBL,
302181127,,,,,,,,,,,,,,,,,,,,,,3052400038,,,,,,change BBL,
302184561,,,,,,,,,,,,,,,,,,,,,,3011320011,,,,,,change BBL,
302186319,,,,,,,,,,,,,,,,,,,,,,3024170010,,,,,,change BBL,
302188004,,,,,,,,,,,,,,,,,,,,,,3027620016,,,,,,change BBL,
302196451,,,,,,,,,,,,,,,,,,,,,,3065980052,,,,,,change BBL,
302199350,,,,,,,,,,,,,,,,,,,,,,3023980013,,,,,,change BBL,
302205502,,,,,,,,,,,,,,,,,,,,,,3062050013,,,,,,change BBL,
302206020,,,,,,,,,,,,,,,,,,,,,,3027140013,,,,,,change BBL,
302206789,,,,,,,,,,,,,,,,,,,,,,3027670051,,,,,,change BBL,
302211256,,,,,,,,,,,,,,,,,,,,,,3019120049,,,,,,change BBL,
302211265,,,,,,,,,,,,,,,,,,,,,,3019120050,,,,,,change BBL,
302211675,,,,,,,,,,,,,,,,,,,,,,3025230044,,,,,,change BBL,
302211684,,,,,,,,,,,,,,,,,,,,,,3025230045,,,,,,change BBL,
302211693,,,,,,,,,,,,,,,,,,,,,,3025230043,,,,,,change BBL,
302212488,,,,,,,,,,,,,,,,,,,,,,3023170001,,,,,,change BBL,
302213361,,,,,,,,,,,,,,,,,,,,,,3010290065,,,,,,change BBL,
302214798,,,,,,,,,,,,,,,,,,,,,,3023830009,,,,,,change BBL,
302214805,,,,,,,,,,,,,,,,,,,,,,3029160062,,,,,,change BBL,
302215822,,,,,,,,,,,,,,,,,,,,,,3006770046,,,,,,change BBL,
302215859,,,,,,,,,,,,,,,,,,,,,,3068680057,,,,,,change BBL,
302217090,,,,,,,,,,,,,,,,,,,,,,3041070087,,,,,,change BBL,
302219891,,,,,,,,,,,,,,,,,,,,,,3025490001,,,,,,change BBL,
302220139,,,,,,,,,,,,,,,,,,,,,,3023690001,,,,,,change BBL,
302220228,,,,,,,,,,,,,,,,,,,,,,3023930014,,,,,,change BBL,
302226464,,,,,,,,,,,,,,,,,,,,,,3023290019,,,,,,change BBL,
302228346,,,,,,,,,,,,,,,,,,,,,,3051740016,,,,,,change BBL,
302233116,,,,,,,,,,,,,,,,,,,,,,3054470016,,,,,,change BBL,
302234268,,,,,,,,,,,,,,,,,,,,,,3021690027,,,,,,change BBL,
302238362,,,,,,,,,,,,,,,,,,,,,,3066430073,,,,,,change BBL,
302240288,,,,,,,,,,,,,,,,,,,,,,3027490038,,,,,,change BBL,
302242295,,,,,,,,,,,,,,,,,,,,,,3003580038,,,,,,change BBL,
302243702,,,,,,,,,,,,,,,,,,,,,,3006850048,,,,,,change BBL,
302245103,,,,,,,,,,,,,,,,,,,,,,3055180070,,,,,,change BBL,
302245112,,,,,,,,,,,,,,,,,,,,,,3055180069,,,,,,change BBL,
302245318,,,,,,,,,,,,,,,,,,,,,,3024040021,,,,,,change BBL,
302245568,,,,,,,,,,,,,,,,,,,,,,3055180071,,,,,,change BBL,
302246068,,,,,,,,,,,,,,,,,,,,,,3026880011,,,,,,change BBL,
302247414,,,,,,,,,,,,,,,,,,,,,,3083800001,,,,,,change BBL,
302247762,,,,,,,,,,,,,,,,,,,,,,3056350022,,,,,,change BBL,
302247959,,,,,,,,,,,,,,,,,,,,,,3054580001,,,,,,change BBL,
302248155,,,,,,,,,,,,,,,,,,,,,,3023570018,,,,,,change BBL,
302248556,,,,,,,,,,,,,,,,,,,,,,3050830060,,,,,,change BBL,
302249715,,,,,,,,,,,,,,,,,,,,,,3018900004,,,,,,change BBL,
302250007,,,,,,,,,,,,,,,,,,,,,,3072630044,,,,,,change BBL,
302250445,,,,,,,,,,,,,,,,,,,,,,3028830021,,,,,,change BBL,
302258134,,,,,,,,,,,,,,,,,,,,,,3000550043,,,,,,change BBL,
302258205,,,,,,,,,,,,,,,,,,,,,,3087630013,,,,,,change BBL,
302258214,,,,,,,,,,,,,,,,,,,,,,3087630007,,,,,,change BBL,
302258722,,,,,,,,,,,,,,,,,,,,,,3022920033,,,,,,change BBL,
