job_number,prop_stories,occ_init,dcp_occ_pr,dcp_occ_category,units_init,units_prop,units_prop_res,units_prop_hotel,u_net_comp,u_net_inc,unit_change_preapr2010,unit_change_postapr2010,unit_change_2011,unit_change_2012,unit_change_2013,unit_change_2014,unit_change_2015,unit_change_2016,unit_change_2017,unit_change_2018,x_mixeduse,bbl,bin,latitude,longitude,x_inactive,hny_id,reason,extra
301500506,,,,,,,,,,,,,,,,,,,,,,3005760024,3008624,,,,,Geocoding (add Lat/Long),
301506573,,,,,,,,,,,,,,,,,,,,,,3051840041,3119501,,,,,Geocoding (add Lat/Long),
301507135,,,,,,,,,,,,,,,,,,,,,,3022380127,3256176,,,,,Geocoding (add Lat/Long),
301509133,,,,,,,,,,,,,,,,,,,,,,3088150097,3398541,,,,,Geocoding (add Lat/Long),
301511282,,,,,,,,,,,,,,,,,,,,,,3053830018,3126550,,,,,Geocoding (add Lat/Long),
301516072,,,,,,,,,,,,,,,,,,,,,,3065790062,3394128,,,,,Geocoding (add Lat/Long),
301519186,,,,,,,,,,,,,,,,,,,,,,3017880040,3399652,,,,,Geocoding (add Lat/Long),
301519364,,,,,,,,,,,,,,,,,,,,,,3054000017,3382411,,,,,Geocoding (add Lat/Long),
301521976,,,,,,,,,,,,,,,,,,,,,,3038060007,3084652,,,,,Geocoding (add Lat/Long),
301523331,,,,,,,,,,,,,,,,,,,,,,3030447502,3390824,,,,,Geocoding (add Lat/Long),
301523340,,,,,,,,,,,,,,,,,,,,,,3030447504,3390825,,,,,Geocoding (add Lat/Long),
301523359,,,,,,,,,,,,,,,,,,,,,,3030447501,3390826,,,,,Geocoding (add Lat/Long),
301523457,,,,,,,,,,,,,,,,,,,,,,3018930002,3407160,,,,,Geocoding (add Lat/Long),
301526846,,,,,,,,,,,,,,,,,,,,,,3030530010,3393873,,,,,Geocoding (add Lat/Long),
301526855,,,,,,,,,,,,,,,,,,,,,,3030530011,3393874,,,,,Geocoding (add Lat/Long),
301527514,,,,,,,,,,,,,,,,,,,,,,3023920007,3397704,,,,,Geocoding (add Lat/Long),
301528513,,,,,,,,,,,,,,,,,,,,,,3006737501,3319964,,,,,Geocoding (add Lat/Long),
301528522,,,,,,,,,,,,,,,,,,,,,,3006737501,3319964,,,,,Geocoding (add Lat/Long),
301535603,,,,,,,,,,,,,,,,,,,,,,3041700121,3388939,,,,,Geocoding (add Lat/Long),
301535612,,,,,,,,,,,,,,,,,,,,,,3041700221,3388940,,,,,Geocoding (add Lat/Long),
301539510,,,,,,,,,,,,,,,,,,,,,,3071040429,3191613,,,,,Geocoding (add Lat/Long),
301540170,,,,,,,,,,,,,,,,,,,,,,3013210040,3397193,,,,,Geocoding (add Lat/Long),
301541758,,,,,,,,,,,,,,,,,,,,,,3073220076,3198217,,,,,Geocoding (add Lat/Long),
301546833,,,,,,,,,,,,,,,,,,,,,,3017690022,3387952,,,,,Geocoding (add Lat/Long),
301546842,,,,,,,,,,,,,,,,,,,,,,3017690023,3387953,,,,,Geocoding (add Lat/Long),
301546851,,,,,,,,,,,,,,,,,,,,,,3017690022,3387952,,,,,Geocoding (add Lat/Long),
301547716,,,,,,,,,,,,,,,,,,,,,,3017040010,3399547,,,,,Geocoding (add Lat/Long),
301554182,,,,,,,,,,,,,,,,,,,,,,3006100024,3008868,,,,,Geocoding (add Lat/Long),
301555546,,,,,,,,,,,,,,,,,,,,,,3046950017,3102758,,,,,Geocoding (add Lat/Long),
301558213,,,,,,,,,,,,,,,,,,,,,,3018100051,3051015,,,,,Geocoding (add Lat/Long),
301558829,,,,,,,,,,,,,,,,,,,,,,3069130038,3398152,,,,,Geocoding (add Lat/Long),
301562869,,,,,,,,,,,,,,,,,,,,,,3044780053,3405711,,,,,Geocoding (add Lat/Long),
301564901,,,,,,,,,,,,,,,,,,,,,,3022640001,3061407,,,,,Geocoding (add Lat/Long),
301571001,,,,,,,,,,,,,,,,,,,,,,3009200011,3395956,,,,,Geocoding (add Lat/Long),
301597118,,,,,,,,,,,,,,,,,,,,,,3001767501,3395986,,,,,Geocoding (add Lat/Long),
301597341,,,,,,,,,,,,,,,,,,,,,,3028930042,3325355,,,,,Geocoding (add Lat/Long),
301600300,,,,,,,,,,,,,,,,,,,,,,3087330047,3398109,,,,,Geocoding (add Lat/Long),
301600970,,,,,,,,,,,,,,,,,,,,,,3071040354,3191573,,,,,Geocoding (add Lat/Long),
301601318,,,,,,,,,,,,,,,,,,,,,,3017540001,3392717,,,,,Geocoding (add Lat/Long),
301601773,,,,,,,,,,,,,,,,,,,,,,3089250454,3249900,,,,,Geocoding (add Lat/Long),
301605494,,,,,,,,,,,,,,,,,,,,,,3054190039,3391967,,,,,Geocoding (add Lat/Long),
301605984,,,,,,,,,,,,,,,,,,,,,,3054190039,3391967,,,,,Geocoding (add Lat/Long),
301605993,,,,,,,,,,,,,,,,,,,,,,3054190042,3127787,,,,,Geocoding (add Lat/Long),
301606000,,,,,,,,,,,,,,,,,,,,,,3054190040,3391966,,,,,Geocoding (add Lat/Long),
301621706,,,,,,,,,,,,,,,,,,,,,,3029200019,3070420,,,,,Geocoding (add Lat/Long),
301628594,,,,,,,,,,,,,,,,,,,,,,3057380113,3342287,,,,,Geocoding (add Lat/Long),
301632954,,,,,,,,,,,,,,,,,,,,,,3031450814,3387594,,,,,Geocoding (add Lat/Long),
301651825,,,,,,,,,,,,,,,,,,,,,,3025050025,3389270,,,,,Geocoding (add Lat/Long),
301653057,,,,,,,,,,,,,,,,,,,,,,3066220045,3395507,,,,,Geocoding (add Lat/Long),
301657142,,,,,,,,,,,,,,,,,,,,,,3065100038,3170500,,,,,Geocoding (add Lat/Long),
301657623,,,,,,,,,,,,,,,,,,,,,,3068800029,3186275,,,,,Geocoding (add Lat/Long),
301658356,,,,,,,,,,,,,,,,,,,,,,3071330065,3425306,,,,,Geocoding (add Lat/Long),
301663956,,,,,,,,,,,,,,,,,,,,,,3014790019,3399370,,,,,Geocoding (add Lat/Long),
301663965,,,,,,,,,,,,,,,,,,,,,,3014790018,3330727,,,,,Geocoding (add Lat/Long),
301666506,,,,,,,,,,,,,,,,,,,,,,3029070021,3392161,,,,,Geocoding (add Lat/Long),
301666524,,,,,,,,,,,,,,,,,,,,,,3029070022,3392162,,,,,Geocoding (add Lat/Long),
301671910,,,,,,,,,,,,,,,,,,,,,,3029070023,3392163,,,,,Geocoding (add Lat/Long),
301673419,,,,,,,,,,,,,,,,,,,,,,3032270055,3400714,,,,,Geocoding (add Lat/Long),
301677004,,,,,,,,,,,,,,,,,,,,,,3033950029,3422193,,,,,Geocoding (add Lat/Long),
301677273,,,,,,,,,,,,,,,,,,,,,,3087290033,3245901,,,,,Geocoding (add Lat/Long),
301680143,,,,,,,,,,,,,,,,,,,,,,3034310028,3393226,,,,,Geocoding (add Lat/Long),
301680152,,,,,,,,,,,,,,,,,,,,,,3034310128,3396016,,,,,Geocoding (add Lat/Long),
301682793,,,,,,,,,,,,,,,,,,,,,,3021020019,3059003,,,,,Geocoding (add Lat/Long),
301682953,,,,,,,,,,,,,,,,,,,,,,3052730053,3122438,,,,,Geocoding (add Lat/Long),
301683998,,,,,,,,,,,,,,,,,,,,,,3003630020,3398703,,,,,Geocoding (add Lat/Long),
301687770,,,,,,,,,,,,,,,,,,,,,,3018170056,3390178,,,,,Geocoding (add Lat/Long),
301688332,,,,,,,,,,,,,,,,,,,,,,3023100023,3061752,,,,,Geocoding (add Lat/Long),
301689028,,,,,,,,,,,,,,,,,,,,,,3054860005,3130521,,,,,Geocoding (add Lat/Long),
301689073,,,,,,,,,,,,,,,,,,,,,,3054900060,3130753,,,,,Geocoding (add Lat/Long),
301689144,,,,,,,,,,,,,,,,,,,,,,3019120036,3322396,,,,,Geocoding (add Lat/Long),
301689607,,,,,,,,,,,,,,,,,,,,,,3081640065,3229358,,,,,Geocoding (add Lat/Long),
301689616,,,,,,,,,,,,,,,,,,,,,,3081640165,3394162,,,,,Geocoding (add Lat/Long),
301690454,,,,,,,,,,,,,,,,,,,,,,3067550053,3424185,,,,,Geocoding (add Lat/Long),
301690720,,,,,,,,,,,,,,,,,,,,,,3027510034,3068506,,,,,Geocoding (add Lat/Long),
301690980,,,,,,,,,,,,,,,,,,,,,,3052160006,3120516,,,,,Geocoding (add Lat/Long),
301691667,,,,,,,,,,,,,,,,,,,,,,3034410024,3393238,,,,,Geocoding (add Lat/Long),
301692693,,,,,,,,,,,,,,,,,,,,,,3085550054,3242252,,,,,Geocoding (add Lat/Long),
301737486,,,,,,,,,,,,,,,,,,,,,,3014590045,3389955,,,,,Geocoding (add Lat/Long),
301739509,,,,,,,,,,,,,,,,,,,,,,3030230030,3845668,,,,,Geocoding (add Lat/Long),
301740640,,,,,,,,,,,,,,,,,,,,,,3001807501,3388494,,,,,Geocoding (add Lat/Long),
301741435,,,,,,,,,,,,,,,,,,,,,,3066090045,3395505,,,,,Geocoding (add Lat/Long),
301741774,,,,,,,,,,,,,,,,,,,,,,3014660157,3391595,,,,,Geocoding (add Lat/Long),
301745949,,,,,,,,,,,,,,,,,,,,,,3054480076,3129026,,,,,Geocoding (add Lat/Long),
301746029,,,,,,,,,,,,,,,,,,,,,,3054717501,3391143,,,,,Geocoding (add Lat/Long),
301752734,,,,,,,,,,,,,,,,,,,,,,3016030070,3338987,,,,,Geocoding (add Lat/Long),
301754117,,,,,,,,,,,,,,,,,,,,,,3042520039,3095515,,,,,Geocoding (add Lat/Long),
301755296,,,,,,,,,,,,,,,,,,,,,,3011560080,3395077,,,,,Geocoding (add Lat/Long),
301755562,,,,,,,,,,,,,,,,,,,,,,3052210081,3396950,,,,,Geocoding (add Lat/Long),
301757098,,,,,,,,,,,,,,,,,,,,,,3029190032,3380016,,,,,Geocoding (add Lat/Long),
301757105,,,,,,,,,,,,,,,,,,,,,,3029190030,3070402,,,,,Geocoding (add Lat/Long),
301763116,,,,,,,,,,,,,,,,,,,,,,3021000072,3058921,,,,,Geocoding (add Lat/Long),
301767327,,,,,,,,,,,,,,,,,,,,,,3059610027,3149840,,,,,Geocoding (add Lat/Long),
301769986,,,,,,,,,,,,,,,,,,,,,,3055910059,3388989,,,,,Geocoding (add Lat/Long),
301772133,,,,,,,,,,,,,,,,,,,,,,3011430035,3392324,,,,,Geocoding (add Lat/Long),
301772801,,,,,,,,,,,,,,,,,,,,,,3043170019,3097168,,,,,Geocoding (add Lat/Long),
301778896,,,,,,,,,,,,,,,,,,,,,,3054550010,3253227,,,,,Geocoding (add Lat/Long),
301779092,,,,,,,,,,,,,,,,,,,,,,3037720035,3252586,,,,,Geocoding (add Lat/Long),
301782364,,,,,,,,,,,,,,,,,,,,,,3053530077,3125286,,,,,Geocoding (add Lat/Long),
301784399,,,,,,,,,,,,,,,,,,,,,,3023190011,3061917,,,,,Geocoding (add Lat/Long),
301786155,,,,,,,,,,,,,,,,,,,,,,3017580042,3048767,,,,,Geocoding (add Lat/Long),
301787378,,,,,,,,,,,,,,,,,,,,,,3086690018,3394167,,,,,Geocoding (add Lat/Long),
301790462,,,,,,,,,,,,,,,,,,,,,,3054380061,3128699,,,,,Geocoding (add Lat/Long),
301791318,,,,,,,,,,,,,,,,,,,,,,3010470161,3397475,,,,,Geocoding (add Lat/Long),
301792512,,,,,,,,,,,,,,,,,,,,,,3018890023,3394430,,,,,Geocoding (add Lat/Long),
301792521,,,,,,,,,,,,,,,,,,,,,,3018890018,3394429,,,,,Geocoding (add Lat/Long),
301792754,,,,,,,,,,,,,,,,,,,,,,3018890025,3412936,,,,,Geocoding (add Lat/Long),
301793487,,,,,,,,,,,,,,,,,,,,,,3087340015,3246065,,,,,Geocoding (add Lat/Long),
301793496,,,,,,,,,,,,,,,,,,,,,,3087340017,3394738,,,,,Geocoding (add Lat/Long),
301803056,,,,,,,,,,,,,,,,,,,,,,3055000064,3131272,,,,,Geocoding (add Lat/Long),
301803788,,,,,,,,,,,,,,,,,,,,,,3017390042,3048510,,,,,Geocoding (add Lat/Long),
301807427,,,,,,,,,,,,,,,,,,,,,,3031720053,3072261,,,,,Geocoding (add Lat/Long),
301809158,,,,,,,,,,,,,,,,,,,,,,3034080017,3400931,,,,,Geocoding (add Lat/Long),
301809915,,,,,,,,,,,,,,,,,,,,,,3061590019,3156636,,,,,Geocoding (add Lat/Long),
301814213,,,,,,,,,,,,,,,,,,,,,,3018610050,3053768,,,,,Geocoding (add Lat/Long),
301817498,,,,,,,,,,,,,,,,,,,,,,3068030075,3183224,,,,,Geocoding (add Lat/Long),
301820126,,,,,,,,,,,,,,,,,,,,,,3036610123,3396624,,,,,Geocoding (add Lat/Long),
301820590,,,,,,,,,,,,,,,,,,,,,,3013480019,3391763,,,,,Geocoding (add Lat/Long),
301820607,,,,,,,,,,,,,,,,,,,,,,3013480019,3389887,,,,,Geocoding (add Lat/Long),
301820885,,,,,,,,,,,,,,,,,,,,,,3011550016,3394383,,,,,Geocoding (add Lat/Long),
301825764,,,,,,,,,,,,,,,,,,,,,,3054370079,3397721,,,,,Geocoding (add Lat/Long),
301826139,,,,,,,,,,,,,,,,,,,,,,3025980030,3065378,,,,,Geocoding (add Lat/Long),
301826629,,,,,,,,,,,,,,,,,,,,,,3076080023,3207667,,,,,Geocoding (add Lat/Long),
301827236,,,,,,,,,,,,,,,,,,,,,,3065200019,3170880,,,,,Geocoding (add Lat/Long),
301829957,,,,,,,,,,,,,,,,,,,,,,3032960013,3400834,,,,,Geocoding (add Lat/Long),
301830464,,,,,,,,,,,,,,,,,,,,,,3032570043,3074160,,,,,Geocoding (add Lat/Long),
301832346,,,,,,,,,,,,,,,,,,,,,,3028660021,3070049,,,,,Geocoding (add Lat/Long),
301833586,,,,,,,,,,,,,,,,,,,,,,3065790053,3173399,,,,,Geocoding (add Lat/Long),
301834790,,,,,,,,,,,,,,,,,,,,,,3071060151,3385435,,,,,Geocoding (add Lat/Long),
301836155,,,,,,,,,,,,,,,,,,,,,,3035210071,3406872,,,,,Geocoding (add Lat/Long),
301847811,,,,,,,,,,,,,,,,,,,,,,3011400022,3413775,,,,,Geocoding (add Lat/Long),
301848703,,,,,,,,,,,,,,,,,,,,,,3011560025,3388323,,,,,Geocoding (add Lat/Long),
301849249,,,,,,,,,,,,,,,,,,,,,,3030430012,3425492,,,,,Geocoding (add Lat/Long),
301851388,,,,,,,,,,,,,,,,,,,,,,3041270053,3391086,,,,,Geocoding (add Lat/Long),
301852421,,,,,,,,,,,,,,,,,,,,,,3033950040,3400919,,,,,Geocoding (add Lat/Long),
301852449,,,,,,,,,,,,,,,,,,,,,,3006467502,3396084,,,,,Geocoding (add Lat/Long),
301855151,,,,,,,,,,,,,,,,,,,,,,3001700015,3394335,,,,,Geocoding (add Lat/Long),
301855507,,,,,,,,,,,,,,,,,,,,,,3023270019,3398112,,,,,Geocoding (add Lat/Long),
301855981,,,,,,,,,,,,,,,,,,,,,,3023800035,3062627,,,,,Geocoding (add Lat/Long),
301857159,,,,,,,,,,,,,,,,,,,,,,3048930030,3397700,,,,,Geocoding (add Lat/Long),
301857667,,,,,,,,,,,,,,,,,,,,,,3019700034,3396971,,,,,Geocoding (add Lat/Long),
301858185,,,,,,,,,,,,,,,,,,,,,,3087420042,3246304,,,,,Geocoding (add Lat/Long),
301862599,,,,,,,,,,,,,,,,,,,,,,3059870036,3394488,,,,,Geocoding (add Lat/Long),
301862642,,,,,,,,,,,,,,,,,,,,,,3011470009,3414921,,,,,Geocoding (add Lat/Long),
301865596,,,,,,,,,,,,,,,,,,,,,,3054550034,3129219,,,,,Geocoding (add Lat/Long),
301866639,,,,,,,,,,,,,,,,,,,,,,3064410048,3168799,,,,,Geocoding (add Lat/Long),
301867978,,,,,,,,,,,,,,,,,,,,,,3006490033,3009551,,,,,Geocoding (add Lat/Long),
301869306,,,,,,,,,,,,,,,,,,,,,,3017590003,3420456,,,,,Geocoding (add Lat/Long),
301869324,,,,,,,,,,,,,,,,,,,,,,3017590004,3251375,,,,,Geocoding (add Lat/Long),
301872490,,,,,,,,,,,,,,,,,,,,,,3010277501,3397588,,,,,Geocoding (add Lat/Long),
301872846,,,,,,,,,,,,,,,,,,,,,,3019660042,3396946,,,,,Geocoding (add Lat/Long),
301876717,,,,,,,,,,,,,,,,,,,,,,3021600008,3059808,,,,,Geocoding (add Lat/Long),
301876904,,,,,,,,,,,,,,,,,,,,,,3065090034,3170472,,,,,Geocoding (add Lat/Long),
301877100,,,,,,,,,,,,,,,,,,,,,,3015960059,3043144,,,,,Geocoding (add Lat/Long),
301877226,,,,,,,,,,,,,,,,,,,,,,3050300030,3391449,,,,,Geocoding (add Lat/Long),
301878715,,,,,,,,,,,,,,,,,,,,,,3014590009,3378378,,,,,Geocoding (add Lat/Long),
301879046,,,,,,,,,,,,,,,,,,,,,,3019130009,3054966,,,,,Geocoding (add Lat/Long),
301880490,,,,,,,,,,,,,,,,,,,,,,3017770010,3390109,,,,,Geocoding (add Lat/Long),
301882862,,,,,,,,,,,,,,,,,,,,,,3011400023,3413775,,,,,Geocoding (add Lat/Long),
301886056,,,,,,,,,,,,,,,,,,,,,,3027800029,3069362,,,,,Geocoding (add Lat/Long),
301891451,,,,,,,,,,,,,,,,,,,,,,3051070048,3394590,,,,,Geocoding (add Lat/Long),
301891460,,,,,,,,,,,,,,,,,,,,,,3051070049,3418379,,,,,Geocoding (add Lat/Long),
301892753,,,,,,,,,,,,,,,,,,,,,,3082130050,3853764,,,,,Geocoding (add Lat/Long),
301892815,,,,,,,,,,,,,,,,,,,,,,3017680024,3399630,,,,,Geocoding (add Lat/Long),
301894476,,,,,,,,,,,,,,,,,,,,,,3071050180,3425291,,,,,Geocoding (add Lat/Long),
301895652,,,,,,,,,,,,,,,,,,,,,,3020100021,3399789,,,,,Geocoding (add Lat/Long),
301895876,,,,,,,,,,,,,,,,,,,,,,3056990020,3395514,,,,,Geocoding (add Lat/Long),
301895885,,,,,,,,,,,,,,,,,,,,,,3056990020,3395514,,,,,Geocoding (add Lat/Long),
301896287,,,,,,,,,,,,,,,,,,,,,,3027320005,3329987,,,,,Geocoding (add Lat/Long),
301898597,,,,,,,,,,,,,,,,,,,,,,3054960071,3131137,,,,,Geocoding (add Lat/Long),
301898695,,,,,,,,,,,,,,,,,,,,,,3071060158,3191827,,,,,Geocoding (add Lat/Long),
301900165,,,,,,,,,,,,,,,,,,,,,,3030420022,3413838,,,,,Geocoding (add Lat/Long),
301900389,,,,,,,,,,,,,,,,,,,,,,3032380046,3394517,,,,,Geocoding (add Lat/Long),
301900398,,,,,,,,,,,,,,,,,,,,,,3032380001,3073662,,,,,Geocoding (add Lat/Long),
301903643,,,,,,,,,,,,,,,,,,,,,,3023210038,3061986,,,,,Geocoding (add Lat/Long),
301907541,,,,,,,,,,,,,,,,,,,,,,3065180076,3170831,,,,,Geocoding (add Lat/Long),
301908853,,,,,,,,,,,,,,,,,,,,,,3055120056,3131855,,,,,Geocoding (add Lat/Long),
301910243,,,,,,,,,,,,,,,,,,,,,,3018930004,3398722,,,,,Geocoding (add Lat/Long),
301912526,,,,,,,,,,,,,,,,,,,,,,3027480026,3396704,,,,,Geocoding (add Lat/Long),
301913758,,,,,,,,,,,,,,,,,,,,,,3032680012,3325637,,,,,Geocoding (add Lat/Long),
301914454,,,,,,,,,,,,,,,,,,,,,,3054840065,3130459,,,,,Geocoding (add Lat/Long),
301914560,,,,,,,,,,,,,,,,,,,,,,3063280015,3165178,,,,,Geocoding (add Lat/Long),
301916103,,,,,,,,,,,,,,,,,,,,,,3061670033,3157077,,,,,Geocoding (add Lat/Long),
301918744,,,,,,,,,,,,,,,,,,,,,,3004440061,3007468,,,,,Geocoding (add Lat/Long),
301920054,,,,,,,,,,,,,,,,,,,,,,3056710043,3397539,,,,,Geocoding (add Lat/Long),
301920063,,,,,,,,,,,,,,,,,,,,,,3056710042,3397120,,,,,Geocoding (add Lat/Long),
301920072,,,,,,,,,,,,,,,,,,,,,,3056710041,3413868,,,,,Geocoding (add Lat/Long),
301921623,,,,,,,,,,,,,,,,,,,,,,3040720026,3401960,,,,,Geocoding (add Lat/Long),
301922178,,,,,,,,,,,,,,,,,,,,,,3071570054,3193949,,,,,Geocoding (add Lat/Long),
301922668,,,,,,,,,,,,,,,,,,,,,,3016570106,3390054,,,,,Geocoding (add Lat/Long),
301922720,,,,,,,,,,,,,,,,,,,,,,3012110075,3379010,,,,,Geocoding (add Lat/Long),
301923471,,,,,,,,,,,,,,,,,,,,,,3010720003,3390784,,,,,Geocoding (add Lat/Long),
301923630,,,,,,,,,,,,,,,,,,,,,,3009970047,3021814,,,,,Geocoding (add Lat/Long),
301926129,,,,,,,,,,,,,,,,,,,,,,3065100053,3170507,,,,,Geocoding (add Lat/Long),
301928181,,,,,,,,,,,,,,,,,,,,,,3036630102,3389503,,,,,Geocoding (add Lat/Long),
301930301,,,,,,,,,,,,,,,,,,,,,,3056470009,3391155,,,,,Geocoding (add Lat/Long),
301931872,,,,,,,,,,,,,,,,,,,,,,3005970001,3395683,,,,,Geocoding (add Lat/Long),
301937064,,,,,,,,,,,,,,,,,,,,,,3031840056,3072494,,,,,Geocoding (add Lat/Long),
301938919,,,,,,,,,,,,,,,,,,,,,,3040710020,3252933,,,,,Geocoding (add Lat/Long),
301939222,,,,,,,,,,,,,,,,,,,,,,3068470028,3350100,,,,,Geocoding (add Lat/Long),
301940791,,,,,,,,,,,,,,,,,,,,,,3054230085,3127936,,,,,Geocoding (add Lat/Long),
301942290,,,,,,,,,,,,,,,,,,,,,,3053500056,3125099,,,,,Geocoding (add Lat/Long),
301943529,,,,,,,,,,,,,,,,,,,,,,3018920048,3398431,,,,,Geocoding (add Lat/Long),
301943609,,,,,,,,,,,,,,,,,,,,,,3036620104,3395218,,,,,Geocoding (add Lat/Long),
301946223,,,,,,,,,,,,,,,,,,,,,,3047210045,3396949,,,,,Geocoding (add Lat/Long),
301947767,,,,,,,,,,,,,,,,,,,,,,3053950025,3127003,,,,,Geocoding (add Lat/Long),
301948855,,,,,,,,,,,,,,,,,,,,,,3055100072,3131747,,,,,Geocoding (add Lat/Long),
301948953,,,,,,,,,,,,,,,,,,,,,,3040660033,3394462,,,,,Geocoding (add Lat/Long),
301949382,,,,,,,,,,,,,,,,,,,,,,3065280055,3171171,,,,,Geocoding (add Lat/Long),
301954525,,,,,,,,,,,,,,,,,,,,,,3066030006,3174522,,,,,Geocoding (add Lat/Long),
301955631,,,,,,,,,,,,,,,,,,,,,,3040710019,3401957,,,,,Geocoding (add Lat/Long),
301956113,,,,,,,,,,,,,,,,,,,,,,3027280024,3400132,,,,,Geocoding (add Lat/Long),
301956596,,,,,,,,,,,,,,,,,,,,,,3084640046,3238498,,,,,Geocoding (add Lat/Long),
301957933,,,,,,,,,,,,,,,,,,,,,,3040500009,3413858,,,,,Geocoding (add Lat/Long),
301961205,,,,,,,,,,,,,,,,,,,,,,3043390052,3391248,,,,,Geocoding (add Lat/Long),
301961474,,,,,,,,,,,,,,,,,,,,,,3008580001,3016179,,,,,Geocoding (add Lat/Long),
301961651,,,,,,,,,,,,,,,,,,,,,,3032480050,3342229,,,,,Geocoding (add Lat/Long),
301963123,,,,,,,,,,,,,,,,,,,,,,3060860082,3154757,,,,,Geocoding (add Lat/Long),
301965675,,,,,,,,,,,,,,,,,,,,,,3032840025,3390291,,,,,Geocoding (add Lat/Long),
301966317,,,,,,,,,,,,,,,,,,,,,,3013810044,3399230,,,,,Geocoding (add Lat/Long),
301968440,,,,,,,,,,,,,,,,,,,,,,3001337501,3392968,,,,,Geocoding (add Lat/Long),
301968903,,,,,,,,,,,,,,,,,,,,,,3054230185,3397540,,,,,Geocoding (add Lat/Long),
301970366,,,,,,,,,,,,,,,,,,,,,,3024880052,3398460,,,,,Geocoding (add Lat/Long),
301970375,,,,,,,,,,,,,,,,,,,,,,3024880015,3063769,,,,,Geocoding (add Lat/Long),
301972514,,,,,,,,,,,,,,,,,,,,,,3073260001,3198351,,,,,Geocoding (add Lat/Long),
301972845,,,,,,,,,,,,,,,,,,,,,,3066610018,3177359,,,,,Geocoding (add Lat/Long),
301973345,,,,,,,,,,,,,,,,,,,,,,3019900026,3390217,,,,,Geocoding (add Lat/Long),
301973764,,,,,,,,,,,,,,,,,,,,,,3076660066,3397172,,,,,Geocoding (add Lat/Long),
301974987,,,,,,,,,,,,,,,,,,,,,,3046520080,3407522,,,,,Geocoding (add Lat/Long),
301974996,,,,,,,,,,,,,,,,,,,,,,3046520076,3394975,,,,,Geocoding (add Lat/Long),
301976663,,,,,,,,,,,,,,,,,,,,,,3026520047,3066347,,,,,Geocoding (add Lat/Long),
301976976,,,,,,,,,,,,,,,,,,,,,,3083040040,3396523,,,,,Geocoding (add Lat/Long),
301976985,,,,,,,,,,,,,,,,,,,,,,3083040039,3321574,,,,,Geocoding (add Lat/Long),
301977680,,,,,,,,,,,,,,,,,,,,,,3066400073,3176246,,,,,Geocoding (add Lat/Long),
301979072,,,,,,,,,,,,,,,,,,,,,,3026840014,3322708,,,,,Geocoding (add Lat/Long),
301981130,,,,,,,,,,,,,,,,,,,,,,3028330031,3397074,,,,,Geocoding (add Lat/Long),
301981700,,,,,,,,,,,,,,,,,,,,,,3071190057,3413877,,,,,Geocoding (add Lat/Long),
301982488,,,,,,,,,,,,,,,,,,,,,,3010690017,3024865,,,,,Geocoding (add Lat/Long),
301984217,,,,,,,,,,,,,,,,,,,,,,3030620033,3400460,,,,,Geocoding (add Lat/Long),
301984510,,,,,,,,,,,,,,,,,,,,,,3030400004,3413837,,,,,Geocoding (add Lat/Long),
301984529,,,,,,,,,,,,,,,,,,,,,,3030620034,3071231,,,,,Geocoding (add Lat/Long),
301984636,,,,,,,,,,,,,,,,,,,,,,3042770028,3402517,,,,,Geocoding (add Lat/Long),
301984645,,,,,,,,,,,,,,,,,,,,,,3042770027,3402516,,,,,Geocoding (add Lat/Long),
301989515,,,,,,,,,,,,,,,,,,,,,,3032280032,3388188,,,,,Geocoding (add Lat/Long),
301990228,,,,,,,,,,,,,,,,,,,,,,3031710066,3400622,,,,,Geocoding (add Lat/Long),
301994661,,,,,,,,,,,,,,,,,,,,,,3071050001,3191675,,,,,Geocoding (add Lat/Long),
301995571,,,,,,,,,,,,,,,,,,,,,,3011450025,3028203,,,,,Geocoding (add Lat/Long),
301996017,,,,,,,,,,,,,,,,,,,,,,3034190029,3398928,,,,,Geocoding (add Lat/Long),
301996400,,,,,,,,,,,,,,,,,,,,,,3019410041,3055404,,,,,Geocoding (add Lat/Long),
301998293,,,,,,,,,,,,,,,,,,,,,,3002470020,3002030,,,,,Geocoding (add Lat/Long),
301999167,,,,,,,,,,,,,,,,,,,,,,3027840005,3069470,,,,,Geocoding (add Lat/Long),
302000073,,,,,,,,,,,,,,,,,,,,,,3023130028,3415290,,,,,Geocoding (add Lat/Long),
302000581,,,,,,,,,,,,,,,,,,,,,,3030400005,3396966,,,,,Geocoding (add Lat/Long),
302002099,,,,,,,,,,,,,,,,,,,,,,3004470045,3007504,,,,,Geocoding (add Lat/Long),
302002446,,,,,,,,,,,,,,,,,,,,,,3050390023,3391091,,,,,Geocoding (add Lat/Long),
302002856,,,,,,,,,,,,,,,,,,,,,,3013390063,3388177,,,,,Geocoding (add Lat/Long),
302003418,,,,,,,,,,,,,,,,,,,,,,3020140038,3414502,,,,,Geocoding (add Lat/Long),
302007931,,,,,,,,,,,,,,,,,,,,,,3009650052,3020639,,,,,Geocoding (add Lat/Long),
302008388,,,,,,,,,,,,,,,,,,,,,,3028270131,3389115,,,,,Geocoding (add Lat/Long),
302011025,,,,,,,,,,,,,,,,,,,,,,3078710027,3389736,,,,,Geocoding (add Lat/Long),
302011230,,,,,,,,,,,,,,,,,,,,,,3054960006,3131182,,,,,Geocoding (add Lat/Long),
