job_number,field,old_value,new_value,reason,edited_date
321813524,longitude,,-73.873275,,1/30/2020
321813846,OtherB_prop,2,12,,2/3/2020
321813846,units_init,2,4,,2/3/2020
321813846,units_prop,2,0,,2/3/2020
321813855,OtherB_prop,2,16,,2/3/2020
321813855,units_init,2,4,,2/3/2020
321813855,units_prop,2,0,,2/3/2020
321815595,latitude,,40.593575,,1/30/2020
321815595,longitude,,-73.965278,,1/30/2020
321816335,latitude,,40.616555,,1/30/2020
321816335,longitude,,-73.906838,,1/30/2020
321816344,latitude,,40.616555,,1/30/2020
321816353,latitude,,40.616546,,1/30/2020
321816353,longitude,,-73.906829,,1/30/2020
321816362,latitude,,40.616546,,1/30/2020
321816362,longitude,,-73.906829,,1/30/2020
321816371,latitude,,40.616556,,1/30/2020
321816371,longitude,,-73.906806,,1/30/2020
321816406,latitude,,40.616546,,1/30/2020
321816406,longitude,,-73.906829,,1/30/2020
321816424,latitude,,40.616559,,1/30/2020
321816424,longitude,,-73.906837,,1/30/2020
321819332,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321819537,units_init,,0,change u_init,8/13/2019
321821739,occ_prop,Assembly: Other,Leisure & Entertainment,change occ_prop,8/13/2019
321827403,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
321827564,x_inactive,FALSE,TRUE,change inactive flag,8/13/2019
321834315,OtherB_init,2,10,,2/3/2020
321836439,occ_prop,Commercial,Residential: Multi-Family,change occ_prop,8/13/2019
321843706,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
321845492,OtherB_init,7,7,,1/31/2020
321845492,units_init,7,0,,1/31/2020
321845660,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
321846160,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321846525,latitude,,40.632692,,1/30/2020
321846525,longitude,,-74.000796,,1/30/2020
321846543,latitude,,40.632623,,1/30/2020
321846543,longitude,,-74.000685,,1/30/2020
321849470,latitude,,40.690058,,1/30/2020
321849470,longitude,,-73.928259,,1/30/2020
321851233,latitude,,40.636713,,1/30/2020
321851233,longitude,,-73.933874,,1/30/2020
321851242,latitude,,40.63666,,1/30/2020
321851242,longitude,,-73.933864,,1/30/2020
321904061,OtherB_init,9,8,,1/31/2020
321904061,units_init,9,1,,1/31/2020
321908263,units_prop,,0,change u_prop,8/13/2019
321908833,occ_category,Other,Residential,"Edit of demo with res units using Logic: "" house""",2/27/2020
321911678,latitude,,40.643527,,1/30/2020
321911678,longitude,,-73.925867,,1/30/2020
321911687,latitude,,40.643477,,1/30/2020
321911687,longitude,,-73.925863,,1/30/2020
321911703,latitude,,40.643356,,1/30/2020
321911703,longitude,,-73.925871,,1/30/2020
321912178,OtherB_prop,14,14,,1/28/2020
321912178,units_prop,14,0,,1/28/2020
321916174,latitude,,40.64522,,1/30/2020
321916174,longitude,,-74.020028,,1/30/2020
321916744,OtherB_init,7,6,,2/3/2020
321916744,units_init,7,1,,2/3/2020
321917654,units_prop,6,0,,1/28/2020
321917949,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321917958,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321921872,x_inactive,,Inactive,Likely duplicate of job 321921881. Verify in 20Q2,1/29/2020
321927199,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321930194,units_init,0,3,,1/28/2020
321930345,units_prop,3,0,,1/28/2020
321930540,occ_category,Other,Residential,Edit of demo with res units using Logic: Mixed Use flag,2/27/2020
321930844,units_init,,0,,12/1/2019
321930979,units_init,111,0,change_units_init,2/14/2020
321933208,OtherB_init,8,7,,1/31/2020
321933208,units_init,8,1,,1/31/2020
321933903,latitude,40.688959,40.68895186,,1/22/2020
321933903,longitude,-73.982259,-73.98224651,,1/22/2020
321934831,occ_prop,Hotel or Dormitory,Residential,job related to units_.sql,2/20/2020
321934831,units_prop,0,1,,1/28/2020
321939006,units_prop,,0,change u_prop,8/13/2019
321941477,units_init,,0,,12/1/2019
321947738,latitude,,40.602889,,1/30/2020
321947738,longitude,,-74.002766,,1/30/2020
321948372,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321948381,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321952080,units_init,30,15,change_units_init,2/14/2020
321952099,units_init,30,15,change_units_init,2/14/2020
321956362,x_inactive,,Inactive,Likely duplicate of job 321956353. Verify in 20Q2,1/29/2020
321956433,occ_category,Other,Residential,"Edit of demo with res units using Logic: "" house""",2/27/2020
321958048,latitude,,40.582997,,1/30/2020
321958048,longitude,,-73.98804,,1/30/2020
321958075,latitude,,40.582997,,1/30/2020
321958075,longitude,,-73.98804,,1/30/2020
321958084,latitude,,40.582997,,1/30/2020
321958084,longitude,,-73.98804,,1/30/2020
321959172,x_inactive,,Inactive,Likely duplicate of job 321959181. Verify in 20Q2,1/29/2020
321962925,units_init,,0,change u_init,8/13/2019
321963844,OtherB_prop,10,10,,1/28/2020
321963844,units_prop,10,0,,1/28/2020
321963906,latitude,,40.582997,,1/30/2020
321963906,longitude,,-73.98804,,1/30/2020
321964479,OtherB_init,9,8,,2/3/2020
321964479,units_init,9,1,,2/3/2020
321965389,x_inactive,FALSE,TRUE,identified as duplicate,8/13/2019
321965520,latitude,,40.582997,,1/30/2020
321965520,longitude,,-73.98804,,1/30/2020
321965548,latitude,,40.582997,,1/30/2020
321965548,longitude,,-73.98804,,1/30/2020
321966253,units_init,0,1,,1/28/2020
321966672,x_inactive,,Inactive,Likely duplicate of job 321999959. Verify in 20Q2,1/29/2020
321970756,x_inactive,FALSE,TRUE,identified as duplicate,8/13/2019
321973904,Hotel_prop,82,82,,1/28/2020
321973904,units_prop,82,0,,1/28/2020
321975975,latitude,,40.7327,,1/30/2020
321975975,longitude,,-73.955738,,1/30/2020
321976082,units_prop,,0,,1/27/2020
321976698,units_init,39,0,Commercial Building,1/30/2020
321983546,units_prop,,1,,1/27/2020
321986222,Hotel_prop,0,63,,1/28/2020
321986222,OtherB_init,25,29,,1/31/2020
321986222,units_init,25,11,,1/31/2020
321987720,units_prop,,0,,1/27/2020
321988239,occ_prop,Assembly: Other,Leisure & Entertainment,change occ_prop,8/13/2019
321989336,latitude,,40.660966,,1/30/2020
321989336,longitude,,-73.944875,,1/30/2020
321992242,latitude,,40.593575,,1/30/2020
321992242,longitude,,-73.965278,,1/30/2020
321993517,OtherB_init,10,9,job related to units_.sql,2/21/2020
321993517,OtherB_prop,10,11,job related to units_.sql,2/21/2020
321993517,units_init,10,1,job related to units_.sql,2/21/2020
321993517,units_prop,10,0,job related to units_.sql,2/21/2020
321995230,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321996961,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321996970,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321996989,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
321999085,x_inactive,,Inactive,Likely duplicate of job 321596643. Verify in 20Q2,1/29/2020
322000384,OtherB_init,1,7,,2/3/2020
322010925,units_prop,,0,,1/27/2020
322013735,latitude,,40.676053,,1/30/2020
322013735,longitude,,-74.015711,,1/30/2020
322014672,x_inactive,,Inactive,Likely duplicate of job 322014690. Verify in 20Q2,1/29/2020
322014770,occ_category,Other,Residential,Manual edit of demo with res units,2/27/2020
322019828,Hotel_prop,72,72,,1/28/2020
322019828,units_prop,72,0,,1/28/2020
322020601,Hotel_prop,30,30,,1/28/2020
322020601,units_prop,30,0,,1/28/2020
322023181,latitude,,40.671899,,1/30/2020
322023181,longitude,,-73.912153,,1/30/2020
322025544,OtherB_init,2,6,,2/3/2020
322025544,units_init,2,0,,2/3/2020
322025713,units_prop,0,8,,1/28/2020
322025777,units_init,,0,change u_init,8/13/2019
322052238,Hotel_prop,64,64,,1/28/2020
322052238,units_prop,64,0,,1/28/2020
322052817,units_init,,0,change u_init,8/13/2019
322052817,x_inactive,,Inactive,Likely duplicate of job 321387101. Verify in 20Q2,1/28/2020
322061344,latitude,,40.660915,,1/30/2020
322061344,longitude,,-73.930132,,1/30/2020
322063431,OtherB_prop,0,8,,1/28/2020
322066054,latitude,40.659216,40.65921481,,1/22/2020
322066054,longitude,-73.897546,-73.89757753,,1/22/2020
322066991,OtherB_init,1,6,,2/3/2020
322066991,units_init,1,2,,2/3/2020
366001344,x_inactive,FALSE,TRUE,identified as duplicate,8/13/2019
400021123,bbl,,4141710023,Geocoding (add Lat/Long),8/13/2019
400021123,bin,,4295204,Geocoding (add Lat/Long),8/13/2019
400042636,bbl,,4036910036,Geocoding (add Lat/Long),8/13/2019
400042636,bin,,4089968,Geocoding (add Lat/Long),8/13/2019
400053696,bbl,,4095150027,Geocoding (add Lat/Long),8/13/2019
400053696,bin,,4201789,Geocoding (add Lat/Long),8/13/2019
400098791,bbl,,4163500400,Geocoding (add Lat/Long),8/13/2019
400098791,bin,,4595305,Geocoding (add Lat/Long),8/13/2019
400207156,bbl,,4022270007,Geocoding (add Lat/Long),8/13/2019
400207156,bin,,4052432,Geocoding (add Lat/Long),8/13/2019
400223209,bbl,,4123830057,Geocoding (add Lat/Long),8/13/2019
400223209,bin,,4445929,Geocoding (add Lat/Long),8/13/2019
400323379,bbl,,4039780016,Geocoding (add Lat/Long),8/13/2019
400323379,bin,,4449816,Geocoding (add Lat/Long),8/13/2019
400352701,bbl,,4010840033,Geocoding (add Lat/Long),8/13/2019
400352701,bin,,4023542,Geocoding (add Lat/Long),8/13/2019
400358992,bbl,,4130270070,Geocoding (add Lat/Long),8/13/2019
400358992,bin,,4280337,Geocoding (add Lat/Long),8/13/2019
400380805,bbl,,4137500132,Geocoding (add Lat/Long),8/13/2019
400380805,bin,,4291996,Geocoding (add Lat/Long),8/13/2019
400417170,bbl,,4085200002,Geocoding (add Lat/Long),8/13/2019
400417170,bin,,4607672,Geocoding (add Lat/Long),8/13/2019
400445997,bbl,,4047090041,Geocoding (add Lat/Long),8/13/2019
400445997,bin,,4106991,Geocoding (add Lat/Long),8/13/2019
400554912,bbl,,4022320012,Geocoding (add Lat/Long),8/13/2019
400554912,bin,,4565503,Geocoding (add Lat/Long),8/13/2019
400627504,bbl,,4008470024,Geocoding (add Lat/Long),8/13/2019
400627504,bin,,4017741,Geocoding (add Lat/Long),8/13/2019
400646440,bbl,,4068950057,Geocoding (add Lat/Long),8/13/2019
400646440,bin,,4148907,Geocoding (add Lat/Long),8/13/2019
400699286,bbl,,4153180068,Geocoding (add Lat/Long),8/13/2019
400699286,bin,,4297073,Geocoding (add Lat/Long),8/13/2019
400705019,bbl,,4155960031,Geocoding (add Lat/Long),8/13/2019
400705019,bin,,4463198,Geocoding (add Lat/Long),8/13/2019
400705037,bbl,,4155960025,Geocoding (add Lat/Long),8/13/2019
400705037,bin,,4463195,Geocoding (add Lat/Long),8/13/2019
400705545,bbl,,4155960035,Geocoding (add Lat/Long),8/13/2019
400705545,bin,,4463200,Geocoding (add Lat/Long),8/13/2019
400741792,bbl,,4031650021,Geocoding (add Lat/Long),8/13/2019
400741792,bin,,4074942,Geocoding (add Lat/Long),8/13/2019
400773962,bbl,,4090660012,Geocoding (add Lat/Long),8/13/2019
400773962,bin,,4525002,Geocoding (add Lat/Long),8/13/2019
400785771,bbl,,4012380056,Geocoding (add Lat/Long),8/13/2019
400785771,bin,,4028437,Geocoding (add Lat/Long),8/13/2019
400786164,bbl,,4035040044,Geocoding (add Lat/Long),8/13/2019
400786164,bin,,4521748,Geocoding (add Lat/Long),8/13/2019
400792594,bbl,,4034580041,Geocoding (add Lat/Long),8/13/2019
400792594,bin,,4082659,Geocoding (add Lat/Long),8/13/2019
400800291,bbl,,4008650034,Geocoding (add Lat/Long),8/13/2019
400800291,bin,,4018792,Geocoding (add Lat/Long),8/13/2019
400833434,bbl,,4009460021,Geocoding (add Lat/Long),8/13/2019
400833434,bin,,4020796,Geocoding (add Lat/Long),8/13/2019
400838885,bbl,,4000780002,Geocoding (add Lat/Long),8/13/2019
400838885,bin,,4000626,Geocoding (add Lat/Long),8/13/2019
400885146,bbl,,4006550126,Geocoding (add Lat/Long),8/13/2019
400885146,bin,,4542030,Geocoding (add Lat/Long),8/13/2019
400885574,bbl,,4050500030,Geocoding (add Lat/Long),8/13/2019
400885574,bin,,4114719,Geocoding (add Lat/Long),8/13/2019
400885583,bbl,,4050500029,Geocoding (add Lat/Long),8/13/2019
400885583,bin,,4114718,Geocoding (add Lat/Long),8/13/2019
400908808,bbl,,4100480017,Geocoding (add Lat/Long),8/13/2019
400908808,bin,,4214888,Geocoding (add Lat/Long),8/13/2019
400921918,bbl,,4037280035,Geocoding (add Lat/Long),8/13/2019
400921918,bin,,4437881,Geocoding (add Lat/Long),8/13/2019
400922953,bbl,,4021740035,Geocoding (add Lat/Long),8/13/2019
400922953,bin,,4051833,Geocoding (add Lat/Long),8/13/2019
400932390,bbl,,4014520021,Geocoding (add Lat/Long),8/13/2019
400932390,bin,,4519933,Geocoding (add Lat/Long),8/13/2019
400966040,bbl,,4021030001,Geocoding (add Lat/Long),8/13/2019
400966040,bin,,4431628,Geocoding (add Lat/Long),8/13/2019
400967496,bbl,,4019980056,Geocoding (add Lat/Long),8/13/2019
400967496,bin,,4049332,Geocoding (add Lat/Long),8/13/2019
400968315,bbl,,4061070003,Geocoding (add Lat/Long),8/13/2019
400968315,bin,,4562691,Geocoding (add Lat/Long),8/13/2019
400983888,bbl,,4096090041,Geocoding (add Lat/Long),8/13/2019
400983888,bin,,4206079,Geocoding (add Lat/Long),8/13/2019
401189520,units_init,,1,change u_init,8/13/2019
400986698,bbl,,4118580007,Geocoding (add Lat/Long),8/13/2019
400986698,bin,,4538791,Geocoding (add Lat/Long),8/13/2019
400987866,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987866,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400987875,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987875,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400987884,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987884,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400987893,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987893,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400987900,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987900,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400987919,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987919,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400987928,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987928,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400987937,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987937,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400987946,bbl,,4067060001,Geocoding (add Lat/Long),8/13/2019
400987946,bin,,4531845,Geocoding (add Lat/Long),8/13/2019
400990898,bbl,,4072490003,Geocoding (add Lat/Long),8/13/2019
400990898,bin,,4155943,Geocoding (add Lat/Long),8/13/2019
401006898,bbl,,4010570001,Geocoding (add Lat/Long),8/13/2019
401006898,bin,,4023223,Geocoding (add Lat/Long),8/13/2019
401007085,bbl,,4015390074,Geocoding (add Lat/Long),8/13/2019
401007085,bin,,4038568,Geocoding (add Lat/Long),8/13/2019
401015922,bbl,,4044290015,Geocoding (add Lat/Long),8/13/2019
401015922,bin,,4101021,Geocoding (add Lat/Long),8/13/2019
401016636,bbl,,4031430044,Geocoding (add Lat/Long),8/13/2019
401016636,bin,,4463944,Geocoding (add Lat/Long),8/13/2019
401016645,bbl,,4031430045,Geocoding (add Lat/Long),8/13/2019
401016645,bin,,4463945,Geocoding (add Lat/Long),8/13/2019
401016663,bbl,,4031430047,Geocoding (add Lat/Long),8/13/2019
401016663,bin,,4463947,Geocoding (add Lat/Long),8/13/2019
401016672,bbl,,4031430048,Geocoding (add Lat/Long),8/13/2019
401016672,bin,,4463948,Geocoding (add Lat/Long),8/13/2019
401016681,bbl,,4031430049,Geocoding (add Lat/Long),8/13/2019
401016681,bin,,4463949,Geocoding (add Lat/Long),8/13/2019
401016690,bbl,,4031430050,Geocoding (add Lat/Long),8/13/2019
401016690,bin,,4463950,Geocoding (add Lat/Long),8/13/2019
401032930,bbl,,4011180032,Geocoding (add Lat/Long),8/13/2019
401032930,bin,,4024568,Geocoding (add Lat/Long),8/13/2019
401047292,bbl,,4096920070,Geocoding (add Lat/Long),8/13/2019
401047292,bin,,4207089,Geocoding (add Lat/Long),8/13/2019
401063558,units_init,,1,,12/1/2019
401066289,units_init,,1,,12/1/2019
401068107,units_init,,2,,12/1/2019
401079471,units_init,,11,,12/1/2019
401080398,units_init,,1,change u_init,8/13/2019
401084704,units_init,,1,,12/1/2019
401085008,units_init,,2,,12/1/2019
401086436,units_init,,1,,1/27/2020
401088005,units_init,,1,,12/1/2019
401089282,units_init,,1,,12/1/2019
401090172,units_init,,1,,12/1/2019
401094016,units_init,,1,,1/27/2020
401094374,units_init,,2,,12/1/2019
401094766,units_init,,1,,1/27/2020
401098496,units_init,,1,,12/1/2019
401100884,bbl,,4029000027,Geocoding (add Lat/Long),8/13/2019
401100884,bin,,4065968,Geocoding (add Lat/Long),8/13/2019
401102588,units_init,,1,,12/1/2019
401103499,units_init,,1,,12/1/2019
401107379,units_init,,1,,1/27/2020
401109983,units_init,,1,,12/1/2019
401117162,units_init,,2,,12/1/2019
401119703,units_init,,1,,1/27/2020
401123841,units_init,,1,,1/27/2020
401128702,units_init,,1,,1/27/2020
401137916,units_init,,1,change u_init,8/13/2019
401166661,units_init,,1,,1/27/2020
401167544,units_init,,2,,12/1/2019
401167973,units_init,,2,change u_init,8/13/2019
401169757,units_init,,1,,1/27/2020
401175447,units_init,,1,,1/27/2020
401184838,units_init,,1,,12/1/2019
401188335,units_init,,1,,12/1/2019
401188629,units_init,,1,,1/27/2020
401191562,units_init,,1,,1/27/2020
401200525,units_init,,2,,12/1/2019
401209492,units_init,,0,change u_init,8/13/2019
401214609,units_init,,2,,12/1/2019
401216947,units_init,,1,"change u_init, change u_prop",8/13/2019
401216947,units_prop,,0,"change u_init, change u_prop",8/13/2019
401220727,units_init,,41,change u_init,8/13/2019
401221815,units_init,,1,,1/27/2020
401222832,units_init,,1,,1/27/2020
401230841,units_init,,1,change u_init,8/13/2019
401244015,units_init,,1,,12/1/2019
401244373,units_init,,2,,12/1/2019
401244890,units_init,,1,,12/1/2019
401246549,units_init,,1,,1/27/2020
401248823,units_init,,1,,12/1/2019
401251499,units_init,,2,,12/1/2019
401251587,units_init,,1,,1/27/2020
401252595,bbl,,4102140015,Geocoding (add Lat/Long),8/13/2019
401252595,bin,,4599982,Geocoding (add Lat/Long),8/13/2019
401252684,units_init,,1,,1/27/2020
401252951,units_init,,1,,12/1/2019
401269328,units_init,,1,change u_init,8/13/2019
401270227,units_init,,1,,12/1/2019
401270469,units_init,,1,,12/1/2019
401272074,units_init,,1,,1/27/2020
401277140,units_init,,1,,1/27/2020
401277373,occ_category,Residential,Other,change occ_prop,8/13/2019
401277373,occ_prop,Residential,Garage/Miscellaneous,change occ_prop,8/13/2019
401287610,units_init,,2,,12/1/2019
401287610,units_prop,2,3,,12/1/2019
401288370,units_init,,2,change u_init,8/13/2019
401289869,units_init,,1,change u_init,8/13/2019
401291570,units_init,,1,,12/1/2019
401296183,units_init,,1,,1/27/2020
401297734,units_init,,1,,12/1/2019
401299082,units_init,,1,,12/1/2019
401299849,units_init,,2,change u_init,8/13/2019
401299965,units_init,,1,,12/1/2019
401303763,units_init,,1,,12/1/2019
401304174,units_init,,2,,12/1/2019
401304815,units_init,,1,,12/1/2019
401306653,units_init,,1,,12/1/2019
401306751,units_init,,1,,12/1/2019
401308848,units_init,,1,,12/1/2019
401309918,occ_category,Residential,Other,change occ_prop,8/13/2019
401309918,occ_prop,Residential,Garage/Miscellaneous,change occ_prop,8/13/2019
401310719,units_init,,1,,12/1/2019
401310835,bbl,,4008400049,Geocoding (add Lat/Long),8/13/2019
401310835,bin,,4017442,Geocoding (add Lat/Long),8/13/2019
401311736,units_init,,2,,12/1/2019
401316054,units_init,,1,,1/27/2020
401365303,units_init,,1,,12/1/2019
401366650,bbl,,4014660031,Geocoding (add Lat/Long),8/13/2019
401366650,bin,,4036095,Geocoding (add Lat/Long),8/13/2019
401366758,bbl,,4040170056,Geocoding (add Lat/Long),8/13/2019
401366758,bin,,4536704,Geocoding (add Lat/Long),8/13/2019
401366945,units_init,,1,,1/27/2020
401372670,units_init,,1,,12/1/2019
401372929,units_init,,2,,12/1/2019
401376239,units_init,,1,,12/1/2019
401376756,units_init,,3,change u_init,8/13/2019
401377942,units_init,,2,change u_init,8/13/2019
401378790,units_init,,1,,12/1/2019
401379977,units_init,,1,,12/1/2019
401380108,units_init,,1,,12/1/2019
401383917,units_init,,1,,12/1/2019
401385167,units_init,,1,,1/27/2020
401385808,units_init,,1,change u_init,8/13/2019
401388663,units_init,,1,change u_init,8/13/2019
401389617,units_init,,1,,1/27/2020
401389975,units_init,,1,,12/1/2019
401390491,units_init,,1,,12/1/2019
401391043,units_init,,1,,1/27/2020
401391793,units_init,,1,change u_init,8/13/2019
401396253,occ_prop,Commercial,Residential,change occ_prop,8/13/2019
401396253,units_init,,0,change occ_prop,8/13/2019
401400569,units_init,,2,,12/1/2019
401404388,units_init,,1,,12/1/2019
401407688,units_init,,1,,1/27/2020
401412057,units_init,,1,change u_init,8/13/2019
401421369,units_init,,2,,12/1/2019
401423660,units_init,,2,,12/1/2019
401425258,units_init,,1,,1/27/2020
401426462,units_init,,2,,12/1/2019
401428406,units_init,,2,,12/1/2019
401428816,bbl,,4027990127,Geocoding (add Lat/Long),8/13/2019
401428816,bin,,4538282,Geocoding (add Lat/Long),8/13/2019
401428825,bbl,,4027990227,Geocoding (add Lat/Long),8/13/2019
401428825,bin,,4538474,Geocoding (add Lat/Long),8/13/2019
401428834,bbl,,4027990229,Geocoding (add Lat/Long),8/13/2019
401428834,bin,,4538475,Geocoding (add Lat/Long),8/13/2019
401428843,bbl,,4027990130,Geocoding (add Lat/Long),8/13/2019
401428843,bin,,4546266,Geocoding (add Lat/Long),8/13/2019
401428861,bbl,,4027990132,Geocoding (add Lat/Long),8/13/2019
401428861,bin,,4546270,Geocoding (add Lat/Long),8/13/2019
401428898,bbl,,4027990136,Geocoding (add Lat/Long),8/13/2019
401428898,bin,,4538284,Geocoding (add Lat/Long),8/13/2019
401443087,units_init,,7,change u_init,8/13/2019
401443728,units_init,,1,,12/1/2019
401443862,units_init,,1,,12/1/2019
401444326,occ_category,Residential,Other,change occ_prop,8/13/2019
401444326,occ_prop,Residential,Garage/Miscellaneous,change occ_prop,8/13/2019
401445897,units_init,,1,change u_init,8/13/2019
401448279,units_init,,1,,1/27/2020
401449483,units_init,,4,change u_init,8/13/2019
401453093,units_init,,1,,12/1/2019
401455661,units_init,,1,,12/1/2019
401458089,bbl,,4030700086,Geocoding (add Lat/Long),8/13/2019
401458089,bin,,4521383,Geocoding (add Lat/Long),8/13/2019
401458098,bbl,,4030700086,Geocoding (add Lat/Long),8/13/2019
401458409,units_init,,1,,12/1/2019
401458766,units_init,,1,,1/27/2020
401461173,latitude,,40.72801,,1/30/2020
401461173,longitude,,-73.857818,,1/30/2020
401462038,units_init,,1,,12/1/2019
401466828,units_init,,1,change u_init,8/13/2019
401469415,units_init,,1,,12/1/2019
401479128,units_init,,1,change u_init,8/13/2019
401479388,units_init,,1,,12/1/2019
401480857,units_init,,1,change u_init,8/13/2019
401483140,units_init,,1,,12/1/2019
401483140,units_prop,2,1,,12/1/2019
401484657,units_init,,1,,12/1/2019
401486236,OtherB_prop,1,1,,12/1/2019
401486236,units_init,,1,,12/1/2019
401486236,units_prop,1,0,,12/1/2019
401486628,units_init,,1,,12/1/2019
401487823,units_init,,1,change u_init,8/13/2019
401487841,units_init,,2,,12/1/2019
401495075,units_init,,1,,12/1/2019
401495137,units_init,,2,,12/1/2019
401495734,units_init,,1,,12/1/2019
401496109,units_init,,1,,12/1/2019
401496154,units_init,,3,,12/1/2019
401496840,units_init,,4,change u_init,8/13/2019
401497153,units_init,,1,change u_init,8/13/2019
401500489,units_init,,2,,12/1/2019
401501059,units_init,,1,,12/1/2019
401503681,units_init,,1,change u_init,8/13/2019
401504387,units_init,,1,change u_init,8/13/2019
401505616,units_init,,1,,12/1/2019
401507561,units_init,,1,,12/1/2019
401507945,units_init,,1,,12/1/2019
401508365,units_init,,1,,1/27/2020
401508622,bbl,,4068970042,Geocoding (add Lat/Long),8/13/2019
401508622,bin,,4148945,Geocoding (add Lat/Long),8/13/2019
401510281,units_init,,1,,12/1/2019
401512911,units_init,,1,,12/1/2019
401512948,units_init,,2,,12/1/2019
401514269,units_init,,1,,1/27/2020
401517364,units_init,,1,,12/1/2019
401520555,units_init,,1,,12/1/2019
401521037,units_init,,1,,1/27/2020
401521457,units_init,,1,,12/1/2019
401521634,units_init,,2,change u_init,8/13/2019
401521714,units_init,,2,,1/27/2020
401522090,units_init,,1,,12/1/2019
401522367,units_init,,1,,12/1/2019
401526470,units_init,,1,,12/1/2019
401526522,bbl,,4125800031,Geocoding (add Lat/Long),8/13/2019
401526522,bin,,4536262,Geocoding (add Lat/Long),8/13/2019
401531311,units_init,,1,,1/27/2020
401531892,units_init,,1,,12/1/2019
401532374,units_init,,1,,12/1/2019
401535950,bbl,,4086620028,Geocoding (add Lat/Long),8/13/2019
401535950,bin,,4550858,Geocoding (add Lat/Long),8/13/2019
401536316,units_init,,1,,1/27/2020
401537930,units_init,,1,,12/1/2019
401538074,units_init,,2,change u_init,8/13/2019
401539368,units_init,,1,"change u_init, change u_prop",8/13/2019
401539368,units_prop,,1,"change u_init, change u_prop",8/13/2019
401545690,units_init,,224,change u_init,8/13/2019
401545985,units_init,,1,change u_init,8/13/2019
401546458,units_init,,1,,1/27/2020
401546822,units_init,,1,,12/1/2019
401546831,units_init,,1,,12/1/2019
401549874,bbl,,4100800007,Geocoding (add Lat/Long),8/13/2019
401549874,bin,,4534233,Geocoding (add Lat/Long),8/13/2019
401549892,bbl,,4100800109,Geocoding (add Lat/Long),8/13/2019
401549892,bin,,4534235,Geocoding (add Lat/Long),8/13/2019
401551432,units_init,,1,,12/1/2019
401551897,units_init,,1,,1/27/2020
401552173,units_init,,1,,12/1/2019
401552501,units_init,,2,change u_init,8/13/2019
401552832,units_init,,1,change u_init,8/13/2019
401552850,units_init,,1,,1/27/2020
401553207,units_init,,1,,1/27/2020
401553421,units_init,,1,,1/27/2020
401553886,units_init,,2,,12/1/2019
401554242,units_init,,1,change u_init,8/13/2019
401562901,units_init,,2,change u_init,8/13/2019
401563955,units_init,,1,,12/1/2019
401568148,units_init,,1,,1/27/2020
401568442,units_init,,1,,12/1/2019
401569575,units_init,,1,change u_init,8/13/2019
401569619,units_init,,1,change u_init,8/13/2019
401574140,bbl,,4139830044,Geocoding (add Lat/Long),8/13/2019
401574140,bin,,4292882,Geocoding (add Lat/Long),8/13/2019
401574186,units_init,,1,,12/1/2019
401575960,units_init,,2,,12/1/2019
401577030,units_init,,1,,12/1/2019
401577557,units_init,,1,,1/27/2020
401578896,bbl,,4068090001,Geocoding (add Lat/Long),8/13/2019
401578896,bin,,4531846,Geocoding (add Lat/Long),8/13/2019
401579118,occ_category,Residential,Other,change occ_prop,8/13/2019
401579118,occ_prop,Residential: 1 & 2 Family,Garage/Miscellaneous,change occ_prop,8/13/2019
401579396,units_init,,4,change u_init,8/13/2019
401580446,bbl,,4017760043,Geocoding (add Lat/Long),8/13/2019
401580446,bin,,4044635,Geocoding (add Lat/Long),8/13/2019
401583274,units_init,,1,,12/1/2019
401583434,units_init,,1,change u_init,8/13/2019
401587706,units_init,,1,,12/1/2019
