job_number,field,old_value,new_value,reason,edited_date,editor
121629577,otherb_prop,141,0,,8/27/20,KS
121634151,hotel_init,9,0, ,8/28/20,WS 
121634151,hotel_prop,0,0, ,8/28/20,WS 
121634151,otherb_init,9,0, ,8/28/20,WS 
121634151,otherb_prop,0,0, ,8/28/20,WS 
121638601,classa_init,10,0,,1/31/20,
121638601,otherb_init,10,10,,1/31/20,
121639726,classa_init,9,2,,1/31/20,
121639726,hotel_init,9,0,,8/29/20,TD
121639726,hotel_prop,1,0,,8/29/20,TD
121639726,otherb_init,9,7,,1/31/20,
121639726,otherb_prop,1,0,,8/29/20,TD
121641492,hotel_init,8,0,,8/24/20,TD
121641492,hotel_prop,1,0,,8/24/20,TD
121641492,otherb_init,8,0,,8/24/20,TD
121641492,otherb_prop,1,0,,8/24/20,TD
121666465,classa_init,,0,change u_init,8/13/19,
121666713,classa_init,585,602,,8/28/20,AP
121666713,classa_prop,585,602,,8/28/20,AP
121666713,hotel_init,585,0,,8/28/20,AP
121666713,hotel_prop,585,0,,8/28/20,AP
121666713,otherb_init,585,0,,8/28/20,AP
121666713,otherb_prop,585,0,,8/28/20,AP
121668267,classa_init,24,12,change u_init,2/14/20,
121668276,classa_init,24,12,change u_init,2/14/20,
121675339,hotel_init,339,0,,8/29/20,AP
121675339,hotel_prop,327,0,,8/29/20,AP
121675339,otherb_init,339,0,,8/29/20,AP
121675339,otherb_prop,327,0,,8/29/20,AP
121676604,hotel_init,330,0,,8/27/20,KS
121676604,hotel_prop,331,0,,8/27/20,KS
121676604,otherb_init,330,0,,8/27/20,KS
121676604,otherb_prop,331,0,,8/27/20,KS
121681787,classa_init,61,0,,1/28/20,
121681787,classa_prop,77,0,,1/28/20,
121681787,hotel_init,61,61,,1/28/20,
121681787,hotel_prop,77,77,,1/28/20,
121681787,otherb_init,61,0,,8/29/20,KS
121681787,otherb_prop,77,0,,8/29/20,KS
121687594,classa_init,26,5,change u_init,2/14/20,
121688263,classa_init,,0,change u_init,8/13/19,
121689011,classa_init,26,5,change u_init,2/14/20,
121693088,hotel_init,10,0,,8/28/20,AP
121693088,hotel_prop,1,0,,8/28/20,AP
121693088,otherb_init,10,0,,8/28/20,AP
121693088,otherb_prop,1,0,,8/28/20,AP
121699616,classa_init,26,5,change u_init,2/14/20,
121699625,classa_init,26,5,change u_init,2/14/20,
121699634,classa_init,26,5,change u_init,2/14/20,
121702210,classa_init,,0,,12/1/19,
121705342,classa_prop,242,0,,1/28/20,
121705342,hotel_init,0,0,,8/29/20,AP
121705342,hotel_prop,242,0,,8/29/20,AP
121705342,otherb_init,0,0,,8/29/20,AP
121705342,otherb_prop,242,242,,7/31/20,AP
121707992,classa_prop,101,0,,1/28/20,
121707992,hotel_prop,101,101,,1/28/20,
121712405,classa_init,240,248,,8/26/20,KS
121712405,classa_prop,240,248,,8/26/20,KS
121712405,hotel_init,240,0,,8/26/20,KS
121712405,hotel_prop,240,0,,8/26/20,KS
121712405,otherb_init,240,0,,8/26/20,KS
121712405,otherb_prop,240,0,,8/26/20,KS
121714868,classa_prop,5,0,,1/28/20,
121714868,hotel_prop,5,5,,1/28/20,
121715723,hotel_init,8,0,,8/24/20,TD
121715723,hotel_prop,1,0,,8/24/20,TD
121715723,otherb_init,8,0,,8/24/20,TD
121715723,otherb_prop,1,0,,8/24/20,TD
121716928,classa_init,10,2,,1/31/20,
121716928,hotel_init,10,0,,8/29/20,TD
121716928,hotel_prop,2,0,,8/29/20,TD
121716928,otherb_init,10,7,,1/31/20,
121716928,otherb_prop,2,0,,8/29/20,TD
121718132,classa_init,20,10,change u_init,2/14/20,
121724928,classa_init,,0,change u_init,8/13/19,
121724937,classa_init,,0,change u_init,8/13/19,
121724946,classa_init,,0,change u_init,8/13/19,
121724946,hotel_init,,0,,8/27/20,TD
121724946,hotel_prop,140,0,,8/27/20,TD
121724946,otherb_init,,0,,8/27/20,TD
121724946,otherb_prop,140,0,,8/27/20,TD
121724955,classa_init,,0,change u_init,8/13/19,
121730519,classa_init,14,1,,1/31/20,
121730519,hotel_init,14,0,,8/29/20,SL
121730519,hotel_prop,7,0,,8/29/20,SL
121730519,otherb_init,14,13,,1/31/20,
121730519,otherb_prop,7,0,,8/29/20,SL
121731322,classa_init,,0,change u_init,8/13/19,
121733446,classa_init,,0,,8/6/20,KS
121733446,classa_prop,656,0,,8/6/20,KS
121733446,hotel_init,,656,,8/6/20,KS
121733446,hotel_prop,656,656,,8/6/20,KS
121733446,otherb_init,,0,,8/29/20,KS
121733446,otherb_prop,656,0,,8/29/20,KS
121735532,classa_init,4,0,,2/3/20,
121735532,hotel_init,4,0,,8/29/20,SL
121735532,hotel_prop,4,0,,8/29/20,SL
121735532,otherb_init,4,14,,2/3/20,
121735532,otherb_prop,4,0,,8/29/20,SL
121741106,hotel_init,14,0,,8/24/20,TD
121741106,hotel_prop,7,0,,8/24/20,TD
121741106,otherb_init,14,0,,8/24/20,TD
121741106,otherb_prop,7,0,,8/24/20,TD
121741543,hotel_init,10,0,,8/24/20,TD
121741543,hotel_prop,2,0,,8/24/20,TD
121741543,otherb_init,10,0,,8/24/20,TD
121741543,otherb_prop,2,0,,8/24/20,TD
121748207,classa_init,11,0,,8/5/20,TD
121748207,hotel_init,11,0,,8/29/20,TD
121748207,hotel_prop,3,0,,8/29/20,TD
121748207,otherb_init,11,11,,8/5/20,TD
121748207,otherb_prop,3,0,,8/5/20,TD
121748216,classa_init,10,1,,8/5/20,TD
121748216,hotel_init,10,0,,8/29/20,TD
121748216,hotel_prop,3,0,,8/29/20,TD
121748216,otherb_init,10,9,,8/5/20,TD
121748216,otherb_prop,3,0,,8/5/20,TD
121748378,classa_init,11,1,,1/31/20,
121748378,hotel_init,11,0,,8/29/20,TD
121748378,hotel_prop,2,0,,8/29/20,TD
121748378,otherb_init,11,10,,1/31/20,
121748378,otherb_prop,2,0,,8/29/20,TD
121749493,classa_init,8,1,,1/31/20,
121749493,otherb_init,8,7,,1/31/20,
121756073,hotel_init,10,0,,8/28/20,TD
121756073,hotel_prop,1,0,,8/28/20,TD
121756073,otherb_init,10,0,,8/28/20,TD
121756073,otherb_prop,1,0,,8/28/20,TD
121764411,classa_init,15,0,,1/31/20,
121764411,hotel_init,15,0,,8/29/20,SL
121764411,hotel_prop,8,0,,8/29/20,SL
121764411,otherb_init,15,22,,1/31/20,
121764411,otherb_prop,8,0,,8/29/20,SL
121773982,classa_init,114,0,,1/28/20,
121773982,classa_prop,119,0,,1/28/20,
121773982,hotel_init,114,108,,1/28/20,
121773982,hotel_prop,119,118,,1/28/20,
121777014,classa_init,11,0,,1/31/20,
121777014,hotel_init,11,0,,8/29/20,TD
121777014,hotel_prop,2,0,,8/29/20,TD
121777014,otherb_init,11,11,,1/31/20,
121777014,otherb_prop,2,0,,8/29/20,TD
121799795,hotel_init,25,0,,8/29/20,WS
121799795,hotel_prop,0,0,,8/29/20,WS
121799795,otherb_init,25,0,,8/29/20,WS
121799795,otherb_prop,0,0,,8/29/20,WS
121800131,classa_init,11,3,,2/3/20,
121800131,hotel_init,11,0,,8/29/20,SL
121800131,hotel_prop,7,0,,8/29/20,SL
121800131,otherb_init,11,8,,2/3/20,
121800131,otherb_prop,7,0,,8/29/20,SL
121802102,classa_init,10,0,,2/3/20,
121802102,hotel_init,10,0,,8/29/20,SL
121802102,hotel_prop,8,0,,8/29/20,SL
121802102,otherb_init,10,10,,2/3/20,
121802102,otherb_prop,8,0,,8/29/20,SL
121806297,classa_init,9,1,,1/31/20,
121806297,hotel_init,9,0,,8/29/20,TD
121806297,hotel_prop,2,0,,8/29/20,TD
121806297,otherb_init,9,8,,1/31/20,
121806297,otherb_prop,2,0,,8/29/20,TD
121810399,hotel_init,11,0,,8/29/20,KS
121810399,hotel_prop,10,0,,8/29/20,KS
121810399,otherb_init,11,0,,8/29/20,KS
121810399,otherb_prop,10,0,,8/29/20,KS
121811236,classa_prop,,0,change u_prop,8/13/19,
121812832,classa_init,24,1,,8/28/20,KS
121812832,hotel_init,24,0,,8/28/20,KS
121812832,hotel_prop,12,0,,8/28/20,KS
121812832,otherb_init,24,17,,8/28/20,KS
121812832,otherb_prop,12,0,,8/28/20,KS
121816080,hotel_init,86,0,,8/27/20,KS
121816080,hotel_prop,87,0,,8/27/20,KS
121816080,otherb_init,86,0,,8/27/20,KS
121816080,otherb_prop,87,0,,8/27/20,KS
121816614,classa_init,15,1,,1/31/20,
121816614,otherb_init,15,14,,1/31/20,
121822411,hotel_init,439,0,,8/28/20,AP
121822411,hotel_prop,439,0,,8/28/20,AP
121822411,otherb_init,439,0,,8/28/20,AP
121822411,otherb_prop,439,0,,8/28/20,AP
121823688,hotel_init,0,0,,8/27/20,TD
121823688,hotel_prop,82,0,,8/27/20,TD
121823688,otherb_init,0,0,,8/27/20,TD
121823688,otherb_prop,82,0,,8/27/20,TD
121828380,classa_prop,148,0,,1/28/20,
121828380,hotel_init,0,0,,8/29/20,AP
121828380,hotel_prop,148,148,,7/31/20,AP
121828380,otherb_init,0,0,,8/29/20,AP
121828380,otherb_prop,148,0,,8/29/20,AP
121830439,hotel_init,0,0,,8/27/20,TD
121830439,hotel_prop,162,0,,8/27/20,TD
121830439,otherb_init,0,0,,8/27/20,TD
121830439,otherb_prop,162,0,,8/27/20,TD
121831722,classa_init,,0,change occ_prop,8/13/19,
121831731,classa_init,,0,change u_init,8/13/19,
121832259,classa_init,15,2,,7/30/20,SL
121832259,hotel_init,15,0,,8/29/20,SL
121832259,hotel_prop,6,0,,8/29/20,SL
121832259,otherb_init,15,13,,7/30/20,SL
121832259,otherb_prop,6,0,,7/30/20,SL
121838609,classa_init,96,0,job related to units_.sql,2/21/20,
121838609,hotel_init,96,106,job related to units_.sql,2/21/20,
121838609,hotel_prop,96,96,job related to units_.sql,2/21/20,
121838609,otherb_init,96,0,,8/29/20,TD
121838609,otherb_prop,96,0,,8/29/20,TD
121851692,classa_init,12,1,,8/25/20,TD
121851692,hotel_init,12,0,,8/25/20,TD
121851692,hotel_prop,5,0,,8/25/20,TD
121851692,otherb_init,12,11,,8/25/20,TD
121851692,otherb_prop,5,0,,8/25/20,TD
121854323,classa_init,776,0,,1/31/20,
121854323,classa_prop,706,0,,1/31/20,
121854323,hotel_init,776,844,,1/31/20,
121854323,hotel_prop,706,770,,1/31/20,
121854323,otherb_init,776,0,,8/29/20,KS
121854323,otherb_prop,706,0,,8/29/20,KS
121862751,classa_init,467,0,,1/31/20,
121862751,classa_prop,201,0,,1/31/20,
121862751,hotel_init,467,0,,8/29/20,KS
121862751,hotel_prop,201,201,,1/31/20,
121862751,otherb_init,467,467,,1/31/20,
121862751,otherb_prop,201,0,,8/29/20,KS
121864170,classa_init,1,0,,7/27/20,KS
121866631,classa_prop,8,0,,1/28/20,
121866631,hotel_prop,8,8,,1/28/20,
121868489,hotel_init,21,0,,8/28/20,KS
121868489,hotel_prop,8,0,,8/28/20,KS
121868489,otherb_init,21,0,,8/28/20,KS
121868489,otherb_prop,8,0,,8/28/20,KS
121868513,classa_init,29,35,,1/28/20,
121868513,classa_prop,53,0,change u_prop,8/13/19,
121868513,hotel_init,29,0,,8/29/20,TD
121868513,hotel_prop,53,53,,1/31/20,
121868513,otherb_init,29,0,,8/29/20,TD
121868513,otherb_prop,53,0,,8/29/20,TD
121889475,classa_init,217,0,job related to units_.sql,2/21/20,
121889475,hotel_init,217,217,job related to units_.sql,2/21/20,
121889475,hotel_prop,217,217,job related to units_.sql,2/21/20,
121890971,classa_init,7,0,,8/25/20,SL
121890971,hotel_init,7,0,,8/25/20,SL
121890971,hotel_prop,0,0,,8/25/20,SL
121890971,otherb_init,7,0,,8/25/20,SL
121890971,otherb_prop,0,0,,8/25/20,SL
121900773,hotel_init,4,0,,8/27/20,KS
121900773,hotel_prop,4,0,,8/27/20,KS
121900773,otherb_init,4,0,,8/27/20,KS
121900773,otherb_prop,4,0,,8/27/20,KS
121903681,classa_init,11,0,,2/3/20,
121903681,classa_prop,9,5,,2/3/20,
121903681,hotel_init,11,0,,8/29/20,SL
121903681,hotel_prop,9,0,,8/29/20,SL
121903681,otherb_init,11,11,,2/3/20,
121903681,otherb_prop,9,4,,2/3/20,
121904136,hotel_init,7,0,,8/28/20,AP
121904136,hotel_prop,1,0,,8/28/20,AP
121904136,otherb_init,7,0,,8/28/20,AP
121904136,otherb_prop,1,0,,8/28/20,AP
121905108,classa_init,12,1,,1/31/20,
121905108,otherb_init,12,11,,1/31/20,
121908604,hotel_init,71,0,,8/29/20,TD
121908604,hotel_prop,71,0,,8/29/20,TD
121908604,otherb_init,71,0,,8/29/20,TD
121908604,otherb_prop,71,0,,8/29/20,TD
121911020,classa_init,107,0,NYU Hospital Building,8/28/20,WS
121911020,classa_prop,,0,NYU Hospital Building,8/28/20,WS
121911020,hotel_init,107,0,NYU Hospital Building,8/28/20,WS
121911020,hotel_prop,,0,NYU Hospital Building,8/28/20,WS
121911020,otherb_init,107,107,NYU Hospital Building,8/28/20,WS
121911020,otherb_prop,,0,NYU Hospital Building,8/28/20,WS
121911048,classa_init,1,0,,7/20/20,KS
121911057,classa_init,1,0,,7/20/20,KS
121912118,hotel_init,21,0,,8/29/20,KS
121912118,hotel_prop,19,0,,8/29/20,KS
121912118,otherb_init,21,0,,8/29/20,KS
121912118,otherb_prop,19,0,,8/29/20,KS
121912396,classa_init,92,0,,2/3/20,
121912396,classa_prop,92,0,,2/3/20,
121912396,hotel_init,92,357,,2/3/20,
121912396,hotel_prop,92,357,,2/3/20,
121912396,otherb_init,92,0,,8/29/20,KS
121912396,otherb_prop,92,0,,8/29/20,KS
121916016,classa_init,1,0,,7/20/20,KS
121917453,classa_init,799,0,,1/28/20,
121917453,classa_prop,811,0,,1/28/20,
121917453,hotel_init,799,859,,1/28/20,
121917453,hotel_prop,811,871,,1/28/20,
121917453,otherb_init,799,0,,8/29/20,KS
121917453,otherb_prop,811,0,,8/29/20,KS
121921992,hotel_init,8,0,,8/28/20,AP
121921992,hotel_prop,2,0,,8/28/20,AP
121921992,otherb_init,8,0,,8/28/20,AP
121921992,otherb_prop,2,0,,8/28/20,AP
121922517,classa_init,11,1,,1/31/20,
121922517,otherb_init,11,10,,1/31/20,
121929547,classa_init,8,3,,2/3/20,
121929547,hotel_init,8,0,,8/29/20,SL
121929547,hotel_prop,6,0,,8/29/20,SL
121929547,otherb_init,8,5,,2/3/20,
121929547,otherb_prop,6,0,,8/29/20,SL
121931106,hotel_init,18,0,,8/24/20,TD
121931106,hotel_prop,11,0,,8/24/20,TD
121931106,otherb_init,18,0,,8/24/20,TD
121931106,otherb_prop,11,0,,8/24/20,TD
121934835,classa_init,11,0,,2/3/20,
121934835,hotel_init,11,0,,8/29/20,SL
121934835,hotel_prop,7,0,,8/29/20,SL
121934835,otherb_init,11,11,,7/29/20,SL
121934835,otherb_prop,7,0,,7/29/20,SL
121937903,classa_init,8,0,,2/3/20,
121937903,classa_prop,5,4,,2/3/20,
121937903,otherb_init,8,11,,2/3/20,
121943291,hotel_init,1,0,,8/29/20,TD
121943291,hotel_prop,2,0,,8/29/20,TD
121943291,otherb_init,1,0,,8/29/20,TD
121943291,otherb_prop,2,0,,8/29/20,TD
121944227,classa_init,,0,change u_init,8/13/19,
121949605,classa_init,10,0,,8/24/20,TD
121949605,hotel_init,10,0,,8/24/20,TD
121949605,hotel_prop,2,0,,8/24/20,TD
121949605,otherb_init,10,10,,8/24/20,TD
121949605,otherb_prop,2,0,,8/24/20,TD
121953494,classa_init,515,0,,1/28/20,
121953494,classa_prop,525,0,,1/28/20,
121953494,hotel_init,515,515,,1/28/20,
121953494,hotel_prop,525,525,,1/28/20,
121953494,otherb_init,515,0,,8/29/20,KS
121953494,otherb_prop,525,0,,8/29/20,KS
121955964,classa_init,1,0,,7/20/20,KS
121958211,classa_init,140,0,,8/25/20,AP
121958211,classa_prop,112,0,,8/25/20,AP
121958211,hotel_init,140,0,,8/25/20,AP
121958211,hotel_prop,112,0,,8/25/20,AP
121958211,otherb_init,140,70,,8/25/20,AP
121958211,otherb_prop,112,112,,8/25/20,AP
121960360,classa_init,10,2,,8/24/20,TD
121960360,hotel_init,10,0,,8/24/20,TD
121960360,hotel_prop,2,0,,8/24/20,TD
121960360,otherb_init,10,8,,8/24/20,TD
121960360,otherb_prop,2,0,,8/24/20,TD
121960431,classa_init,17,0,,8/26/20,TD
121960431,hotel_init,17,0,,8/26/20,TD
121960431,hotel_prop,1,0,,8/26/20,TD
121960431,otherb_init,17,17,,8/26/20,TD
121960431,otherb_prop,1,0,,8/26/20,TD
121961243,classa_init,27,1,,1/31/20,
121961243,classa_prop,3,0,,8/5/20,TD
121961243,hotel_init,27,0,,8/29/20,TD
121961243,hotel_prop,3,0,,8/29/20,TD
121961243,otherb_init,27,24,,8/5/20,TD
121961243,otherb_prop,3,6,,8/5/20,TD
121963303,hotel_init,24,0,,8/27/20,AP
121963303,hotel_prop,24,0,,8/27/20,AP
121963303,otherb_init,24,0,,8/27/20,AP
121963303,otherb_prop,24,0,,8/27/20,AP
121972026,classa_init,1,0,,7/20/20,KS
121972106,classa_init,139,91,job related to units_.sql,2/19/20,
121972106,hotel_init,139,48,job related to units_.sql,2/19/20,
121972106,hotel_prop,160,160,job related to units_.sql,2/19/20,
121972785,classa_init,1,0,,7/20/20,KS
121974113,classa_init,1,0,,7/20/20,KS
121978182,classa_init,3,0,,8/24/20,KS
121978182,classa_prop,,0,,8/24/20,KS
121978182,hotel_init,3,0,,8/24/20,KS
121978182,hotel_prop,,0,,8/24/20,KS
121978182,otherb_init,3,0,,8/24/20,KS
121978182,otherb_prop,,0,,8/24/20,KS
121978967,classa_init,1,0,,7/20/20,KS
121984781,classa_init,7,0,,1/31/20,
121984781,hotel_init,7,0,,8/29/20,TD
121984781,hotel_prop,3,0,,8/29/20,TD
121984781,otherb_init,7,8,,1/31/20,
121984781,otherb_prop,3,0,,8/29/20,TD
121988331,classa_init,114,0,,1/28/20,
121988331,classa_prop,151,0,,1/28/20,
121988331,hotel_init,114,114,,1/28/20,
121988331,hotel_prop,151,151,,1/28/20,
121989170,classa_init,11,0,,1/31/20,
121989170,hotel_init,11,0,,8/29/20,TD
121989170,hotel_prop,1,0,,8/29/20,TD
121989170,otherb_init,11,11,,1/31/20,
121989170,otherb_prop,1,0,,8/29/20,TD
121989606,classa_init,1,0,,7/20/20,KS
121992013,hotel_init,23,0,,8/27/20,AP
121992013,hotel_prop,23,0,,8/27/20,AP
121992013,otherb_init,23,0,,8/27/20,AP
121992013,otherb_prop,23,0,,8/27/20,AP
121993888,classa_init,9,6,,8/28/20,KS
121993888,hotel_init,9,0,,8/28/20,KS
121993888,hotel_prop,1,0,,8/28/20,KS
121993888,otherb_init,9,3,,8/28/20,KS
121993888,otherb_prop,1,0,,8/28/20,KS
121994057,classa_init,160,121,job related to units_.sql,2/21/20,
121994057,hotel_init,160,0,,8/29/20,TD
121994057,hotel_prop,197,197,job related to units_.sql,2/21/20,
121994057,otherb_init,160,54,job related to units_.sql,2/21/20,
121994057,otherb_prop,197,0,,8/29/20,TD
121995243,classa_init,1,0,,7/20/20,KS
121996670,classa_init,1,0,,7/20/20,KS
121999203,classa_init,387,1,,8/27/20,SL
121999203,classa_prop,387,1,,8/27/20,SL
121999203,hotel_init,387,414,,8/27/20,SL
121999203,hotel_prop,387,414,,8/27/20,SL
121999203,otherb_init,387,0,,8/27/20,SL
121999203,otherb_prop,387,0,,8/27/20,SL
122001528,classa_init,1,0,,7/20/20,KS
122006676,classa_init,1,0,,7/20/20,KS
122008497,classa_init,5,0,,2/3/20,
122008497,hotel_init,5,0,,8/29/20,TD
122008497,hotel_prop,2,0,,8/29/20,TD
122008497,otherb_init,5,16,,2/3/20,
122008497,otherb_prop,2,0,,8/29/20,TD
122011991,classa_init,,0,,8/29/20,TD
122011991,hotel_init,,0,,8/29/20,TD
122011991,hotel_prop,28,0,,8/29/20,TD
122011991,otherb_init,,0,,8/29/20,TD
122011991,otherb_prop,28,0,,8/29/20,TD
122013908,classa_prop,52,0,,1/28/20,
122013908,hotel_init,0,0,,8/29/20,AP
122013908,hotel_prop,52,52,,7/31/20,AP
122013908,otherb_init,0,0,,8/29/20,AP
122013908,otherb_prop,52,0,,8/29/20,AP
122023032,classa_init,300,0,change u_init,2/14/20,
122024273,classa_init,1,0,,7/20/20,KS
122024512,classa_init,7,0,,8/28/20,AP
122024512,hotel_init,7,0,,8/28/20,AP
122024512,hotel_prop,1,0,,8/28/20,AP
122024512,otherb_init,7,7,,8/28/20,AP
122024512,otherb_prop,1,0,,8/28/20,AP
122030480,hotel_init,355,0,,8/29/20,AP
122030480,hotel_prop,355,0,,8/29/20,AP
122030480,otherb_init,355,0,,8/29/20,AP
122030480,otherb_prop,355,0,,8/29/20,AP
122032834,classa_init,15,0,,8/28/20,AP
122032834,hotel_init,15,0,,8/28/20,AP
122032834,hotel_prop,6,0,,8/28/20,AP
122032834,otherb_init,15,15,,8/28/20,AP
122032834,otherb_prop,6,0,,8/28/20,AP
122034734,classa_init,11,0,,1/31/20,
122034734,hotel_init,11,0,,8/29/20,TD
122034734,hotel_prop,2,0,,8/29/20,TD
122034734,otherb_init,11,10,,1/31/20,
122034734,otherb_prop,2,0,,8/29/20,TD
122040451,classa_init,5,0,,2/3/20,
122040451,hotel_init,5,0,,8/29/20,SL
122040451,hotel_prop,6,0,,8/29/20,SL
122040451,otherb_init,5,5,,2/3/20,
122040451,otherb_prop,6,0,,8/29/20,SL
122043733,classa_init,9,0,,2/3/20,
122043733,classa_prop,11,0,,2/3/20,
122043733,hotel_init,9,0,,8/29/20,KS
122043733,hotel_prop,11,0,,8/29/20,KS
122043733,otherb_init,9,9,,2/3/20,
122043733,otherb_prop,11,11,,2/3/20,
122047249,hotel_init,8,0,,8/25/20,TD
122047249,hotel_prop,1,0,,8/25/20,TD
122047249,otherb_init,8,0,,8/25/20,TD
122047249,otherb_prop,1,0,,8/25/20,TD
122058030,classa_prop,58,0,,1/28/20,
122058030,hotel_init,0,0,,8/29/20,AP
122058030,hotel_prop,58,58,,1/28/20,
122058030,otherb_init,0,0,,8/29/20,AP
122058030,otherb_prop,58,0,,8/29/20,AP
122067565,hotel_init,9,0,,8/24/20,TD
122067565,hotel_prop,1,0,,8/24/20,TD
122067565,otherb_init,9,0,,8/24/20,TD
122067565,otherb_prop,1,0,,8/24/20,TD
122070098,classa_init,7,0,,1/31/20,
122070098,hotel_init,7,0,,8/29/20,KS
122070098,hotel_prop,1,0,,8/29/20,KS
122070098,otherb_init,7,7,,1/31/20,
122070098,otherb_prop,1,0,,8/29/20,KS
122076500,classa_init,1,0,,7/20/20,KS
122077661,hotel_init,11,0,,8/25/20,TD
122077661,hotel_prop,4,0,,8/25/20,TD
122077661,otherb_init,11,0,,8/25/20,TD
122077661,otherb_prop,4,0,,8/25/20,TD
122077876,classa_init,1,0,,7/20/20,KS
122082003,hotel_init,15,0,,8/24/20,TD
122082003,hotel_prop,7,0,,8/24/20,TD
122082003,otherb_init,15,0,,8/24/20,TD
122082003,otherb_prop,7,0,,8/24/20,TD
122083903,classa_init,1,0,,7/20/20,KS
122084449,classa_init,1,0,,7/27/20,SL
122085652,classa_init,44,66,,8/28/20,AP
122085652,classa_prop,44,66,,8/28/20,AP
122085652,hotel_init,44,0,,8/28/20,AP
122085652,hotel_prop,44,0,,8/28/20,AP
122085652,otherb_init,44,0,,8/28/20,AP
122085652,otherb_prop,44,0,,8/28/20,AP
122089051,hotel_init,31,0,,8/27/20,AP
122089051,hotel_prop,31,0,,8/27/20,AP
122089051,otherb_init,31,0,,8/27/20,AP
122089051,otherb_prop,31,0,,8/27/20,AP
122100742,latitude,,40.770306,,1/30/20,
122100742,longitude,,-73.993361,,1/30/20,
122100975,hotel_init,28,0,,8/28/20,AP
122100975,hotel_prop,28,0,,8/28/20,AP
122100975,otherb_init,28,0,,8/28/20,AP
122100975,otherb_prop,28,0,,8/28/20,AP
122103455,classa_init,86,0,,1/27/20,
122103455,classa_prop,,0,,1/27/20,
122103455,otherb_init,86,86,,1/27/20,
122111927,classa_init,11,2,,1/31/20,
122111927,hotel_init,11,0,,8/29/20,TD
122111927,hotel_prop,2,0,,8/29/20,TD
122111927,otherb_init,11,9,,1/31/20,
122111927,otherb_prop,2,0,,8/29/20,TD
122121569,hotel_init,12,0,,8/28/20,TD
122121569,hotel_prop,1,0,,8/28/20,TD
122121569,otherb_init,12,0,,8/28/20,TD
122121569,otherb_prop,1,0,,8/28/20,TD
122121989,classa_init,,0,,8/29/20,TD
122121989,hotel_init,,0,,8/29/20,TD
122121989,hotel_prop,30,0,,8/29/20,TD
122121989,otherb_init,,0,,8/29/20,TD
122121989,otherb_prop,30,0,,8/29/20,TD
122122586,classa_prop,30,0,change u_prop,8/13/19,
122122586,hotel_prop,30,30,change u_prop,8/13/19,
122127849,classa_init,7,2,,1/31/20,
122127849,hotel_init,7,0,,8/29/20,TD
122127849,hotel_prop,2,0,,8/29/20,TD
122127849,otherb_init,7,5,,1/31/20,
122127849,otherb_prop,2,0,,8/29/20,TD
122141351,hotel_init,0,0,,8/27/20,TD
122141351,hotel_prop,24,0,,8/27/20,TD
122141351,otherb_init,0,0,,8/27/20,TD
122141351,otherb_prop,24,0,,8/27/20,TD
122141725,classa_init,15,1,,1/31/20,
122141725,hotel_init,15,0,,8/29/20,TD
122141725,hotel_prop,2,0,,8/29/20,TD
122141725,otherb_init,15,15,,1/31/20,
122141725,otherb_prop,2,0,,8/29/20,TD
122143457,classa_init,,0,change u_init,8/13/19,
122144296,hotel_init,23,0,,8/27/20,KS
122144296,hotel_prop,23,0,,8/27/20,KS
122144296,otherb_init,23,0,,8/27/20,KS
122144296,otherb_prop,23,0,,8/27/20,KS
122147694,classa_prop,7,0,,1/28/20,
122147694,hotel_prop,7,7,,1/28/20,
122153221,classa_init,5,3,,1/28/20,
122153221,classa_prop,75,0,,1/28/20,
122153221,hotel_prop,75,75,,1/28/20,
122169492,classa_init,10,9,,8/28/20,TD
122169492,hotel_init,10,0,,8/28/20,TD
122169492,hotel_prop,1,0,,8/28/20,TD
122169492,otherb_init,10,1,,8/28/20,TD
122169492,otherb_prop,1,0,,8/28/20,TD
122171041,classa_init,,0,change u_init,8/13/19,
122174226,classa_init,284,0,,8/6/20,TD
122174226,classa_prop,277,0,,8/6/20,TD
122174226,hotel_init,284,284,,8/6/20,TD
122174226,hotel_prop,277,275,,8/6/20,TD
122174226,otherb_init,284,0,,8/29/20,TD
122174226,otherb_prop,277,0,,8/29/20,TD
122176867,classa_init,12,0,,8/28/20,TD
122176867,hotel_init,12,0,,8/28/20,TD
122176867,hotel_prop,2,0,,8/28/20,TD
122176867,otherb_init,12,12,,8/28/20,TD
122176867,otherb_prop,2,0,,8/28/20,TD
122176929,classa_init,8,0,,8/28/20,AP
122176929,classa_prop,2,1,,8/28/20,AP
122176929,hotel_init,8,0,,8/28/20,AP
122176929,hotel_prop,2,0,,8/28/20,AP
122176929,otherb_init,8,8,,8/28/20,AP
122176929,otherb_prop,2,0,,8/28/20,AP
122186473,classa_init,116,2,,1/31/20,
122186473,hotel_init,116,0,,8/29/20,KS
122186473,hotel_prop,19,0,,8/29/20,KS
122186473,otherb_init,116,114,,1/31/20,
122186473,otherb_prop,19,0,,8/29/20,KS
122186810,classa_init,,0,change u_init,8/13/19,
122199682,classa_init,8,0,,1/31/20,
122199682,hotel_init,8,0,,8/29/20,TD
122199682,hotel_prop,2,0,,8/29/20,TD
122199682,otherb_init,8,8,,1/31/20,
122199682,otherb_prop,2,0,,8/29/20,TD
122201839,classa_init,1693,0,Mdtown Hilton Hotel,8/28/20,WS
122201839,classa_prop,2141,0,Mdtown Hilton Hotel,8/28/20,WS
