job_number,field,old_value,new_value,reason,edited_date,editor
102846388,otherb_prop,18,0,,8/27/20,TD
102874739,classa_init,,17,change u_init,8/13/19,
102904840,classa_init,15,1,,8/24/20,TD
102904840,hotel_init,15,0,,8/24/20,TD
102904840,hotel_prop,7,0,,8/24/20,TD
102904840,otherb_init,15,14,,8/24/20,TD
102904840,otherb_prop,7,0,,8/24/20,TD
102925168,classa_init,,0,,8/24/20,KS
102925168,hotel_init,,0,,8/24/20,KS
102925168,hotel_prop,1,0,,8/24/20,KS
102925168,otherb_init,,0,,8/24/20,KS
102925168,otherb_prop,1,0,,8/24/20,KS
102941346,classa_init,,0,,7/16/20,TD
102945235,classa_init,,0,,8/24/20,KS
102945235,classa_prop,1,0,,8/24/20,KS
102945235,hotel_init,,0,,8/24/20,KS
102945235,hotel_prop,1,0,,8/24/20,KS
102945235,otherb_init,,273,,8/24/20,KS
102945235,otherb_prop,1,273,,8/24/20,KS
102947028,classa_init,,0,change u_init,8/13/19,
102953403,classa_init,,0,,8/24/20,KS
102953403,hotel_init,,0,,8/24/20,KS
102953403,hotel_prop,12,0,,8/24/20,KS
102953403,otherb_init,,0,,8/24/20,KS
102953403,otherb_prop,12,0,,8/24/20,KS
102956785,classa_init,24,0,,8/28/20,KS
102956785,hotel_init,24,0,,8/28/20,KS
102956785,hotel_prop,12,0,,8/28/20,KS
102956785,otherb_init,24,0,,8/28/20,KS
102956785,otherb_prop,12,0,,8/28/20,KS
102958266,classa_init,,0,,8/24/20,KS
102958266,hotel_init,,0,,8/24/20,KS
102958266,hotel_prop,8,0,,8/24/20,KS
102958266,otherb_init,,0,,8/24/20,KS
102958266,otherb_prop,8,0,,8/24/20,KS
102959176,classa_init,,18,,12/1/19,
102965070,classa_init,10,0,,1/31/20,
102965070,hotel_init,10,0,,8/29/20,TD
102965070,hotel_prop,2,0,,8/29/20,TD
102965070,otherb_init,10,10,,1/31/20,
102965070,otherb_prop,2,0,,8/29/20,TD
102965105,classa_init,,0,,8/24/20,KS
102965105,classa_prop,5,1,,8/24/20,KS
102965105,hotel_init,,0,,8/24/20,KS
102965105,hotel_prop,5,0,,8/24/20,KS
102965105,otherb_init,,0,,8/24/20,KS
102965105,otherb_prop,5,0,,8/24/20,KS
102971090,classa_init,,116,change u_init,8/13/19,
102994985,classa_init,5,0,"change occ_prop, change u_init",2/14/20,
103006658,classa_init,,0,,8/24/20,KS
103006658,hotel_init,,161,,8/24/20,KS
103006658,hotel_prop,124,0,,8/24/20,KS
103006658,otherb_init,,0,,8/24/20,KS
103006658,otherb_prop,124,0,,8/24/20,KS
103009049,classa_init,,0,,7/23/20,TD
103015443,classa_init,,18,,7/15/20,TD
103018734,classa_init,,9,change u_init,8/13/19,
103039533,hotel_init,1,0,,8/27/20,KS
103039533,hotel_prop,1,0,,8/27/20,KS
103039533,otherb_init,1,0,,8/27/20,KS
103039533,otherb_prop,1,0,,8/27/20,KS
103045125,classa_init,,0,,12/1/19,
103045125,hotel_init,,0,,8/29/20,TD
103045125,hotel_prop,3,0,,8/29/20,TD
103045125,otherb_init,,13,,12/1/19,
103045125,otherb_prop,3,0,,8/29/20,TD
103053552,classa_init,,0,,8/24/20,KS
103053552,hotel_init,,0,,8/24/20,KS
103053552,hotel_prop,4,0,,8/24/20,KS
103053552,otherb_init,,0,,8/24/20,KS
103053552,otherb_prop,4,0,,8/24/20,KS
103061730,classa_init,1,0,,2/3/20,
103061730,hotel_init,1,0,,8/29/20,TD
103061730,hotel_prop,2,0,,8/29/20,TD
103061730,otherb_init,1,17,,2/3/20,
103061730,otherb_prop,2,0,,8/29/20,TD
103067413,classa_prop,170,0,job related to units_.sql,2/21/20,
103067413,hotel_init,,288,job related to units_.sql,2/21/20,
103067413,hotel_prop,170,213,job related to units_.sql,2/21/20,
103078571,classa_init,,0,,12/1/19,
103085965,classa_init,,6,change u_init,8/13/19,
103087035,classa_init,11,0,,1/31/20,
103087035,hotel_init,11,0,,8/29/20,TD
103087035,hotel_prop,2,0,,8/29/20,TD
103087035,otherb_init,11,11,,1/31/20,
103087035,otherb_prop,2,0,,8/29/20,TD
103089916,classa_init,13,0,,8/4/20,TD
103089916,classa_prop,4,2,,8/4/20,TD
103089916,hotel_init,13,0,,8/29/20,TD
103089916,hotel_prop,4,0,,8/29/20,TD
103089916,otherb_init,13,13,,8/4/20,TD
103089916,otherb_prop,4,0,,8/4/20,TD
103090129,classa_init,,8,change u_init,8/13/19,
103093938,classa_init,,17,,12/1/19,
103095222,classa_init,12,0,,8/5/20,TD
103095222,hotel_init,12,0,,8/29/20,TD
103095222,hotel_prop,3,0,,8/29/20,TD
103095222,otherb_init,12,12,,8/5/20,TD
103095222,otherb_prop,3,0,,8/5/20,TD
103098452,classa_init,,16,change u_init / change u_prop,8/13/19,
103098489,classa_init,15,0,,8/5/20,KS
103098489,hotel_init,15,0,,8/29/20,KS
103098489,hotel_prop,10,0,,8/29/20,KS
103098489,otherb_init,15,15,,8/5/20,KS
103098489,otherb_prop,10,0,,8/5/20,KS
103099629,classa_init,,0,change u_init,8/13/19,
103099647,classa_init,,0,,7/23/20,TD
103099656,classa_init,,0,,7/23/20,TD
103099665,classa_init,,0,,7/23/20,TD
103100136,classa_init,,0,,1/31/20,
103100136,hotel_init,,0,,8/29/20,TD
103100136,hotel_prop,2,0,,8/29/20,TD
103100136,otherb_init,,4,,8/6/20,TD
103100136,otherb_prop,2,0,,8/6/20,TD
103104409,classa_init,,0,,7/23/20,TD
103104409,classa_prop,4,3,,8/12/20,SL
103104418,classa_init,,0,,7/23/20,TD
103104766,classa_init,,0,,7/23/20,TD
103115442,otherb_init,,0,,8/24/20,KS
103115442,classa_init,,0,,8/24/20,KS
103115442,hotel_init,,0,,8/24/20,KS
103115442,hotel_prop,1,0,,8/24/20,KS
103115442,otherb_prop,1,0,,8/24/20,KS
103122256,classa_init,,153,,8/14/20,SL
103122256,classa_prop,79,153,,8/14/20,SL
103125235,classa_init,46,11,,1/28/20,
103125235,classa_prop,36,5,,1/28/20,
103125235,hotel_init,46,19,,1/28/20,
103125235,hotel_prop,36,55,,1/28/20,
103125235,otherb_init,46,0,,8/29/20,AP
103125235,otherb_prop,36,0,,8/29/20,AP
103129179,classa_init,,0,change u_init,8/13/19,
103133663,classa_init,,3,change u_init,8/13/19,
103152240,classa_init,,0,,8/24/20,KS
103152240,hotel_init,,0,,8/24/20,KS
103152240,hotel_prop,1,0,,8/24/20,KS
103152240,otherb_init,,0,,8/24/20,KS
103152240,otherb_prop,1,0,,8/24/20,KS
103165450,classa_init,,0,,8/24/20,KS
103165450,hotel_init,,0,,8/24/20,KS
103165450,hotel_prop,2,0,,8/24/20,KS
103165450,otherb_init,,0,,8/24/20,KS
103165450,otherb_prop,2,0,,8/24/20,KS
103178669,classa_init,,0,,7/29/20,TD
103178669,classa_prop,,2,,7/29/20,TD
103178669,hotel_init,,0,,8/29/20,TD
103178669,hotel_prop,,0,,8/29/20,TD
103178669,otherb_init,,2,,7/29/20,TD
103178669,otherb_prop,,0,,7/29/20,TD
103184037,classa_init,,0,,1/31/20,
103184037,hotel_init,,0,,8/29/20,TD
103184037,hotel_prop,2,0,,8/29/20,TD
103184037,otherb_init,,18,,8/6/20,TD
103184037,otherb_prop,2,0,,8/6/20,TD
103185731,classa_init,,2,,12/1/19,
103186589,classa_init,,16,change u_init,8/13/19,
103198549,classa_init,,120,change u_init / change u_prop,8/13/19,
103208636,classa_init,,17,change u_init,8/13/19,
103234705,classa_init,,0,change u_init,8/13/19,
103237873,classa_init,,2,change u_init,8/13/19,
103237962,classa_init,,2,"change occ_init, change u_init, change u_prop",8/13/19,
103237962,classa_prop,,0,"change occ_init, change u_init, change u_prop",8/13/19,
103250606,classa_init,,3,,8/14/20,SL
103261514,classa_init,12,0,,8/5/20,KS
103261514,hotel_init,12,0,,8/29/20,KS
103261514,hotel_prop,10,0,,8/29/20,KS
103261514,otherb_init,12,12,,8/5/20,KS
103261514,otherb_prop,10,0,,8/5/20,KS
103285286,classa_init,,3,,12/1/19,
103297120,classa_init,,7,,7/16/20,TD
103297120,classa_prop,7,6,,7/16/20,TD
103297442,classa_init,,0,,7/15/20,TD
103297442,classa_prop,10,8,,8/12/20,SL
103299752,classa_init,,0,,8/4/20,TD
103299752,hotel_init,,0,,8/29/20,TD
103299752,hotel_prop,4,0,,8/29/20,TD
103299752,otherb_init,,9,,8/4/20,TD
103299752,otherb_prop,4,0,,8/4/20,TD
103307057,classa_init,,204,change u_init,8/13/19,
103312210,classa_init,5,1,,2/3/20,
103312210,hotel_init,5,0,,8/29/20,SL
103312210,hotel_prop,5,0,,8/29/20,SL
103312210,otherb_init,5,15,,2/3/20,
103312210,otherb_prop,5,0,,8/29/20,SL
103314673,classa_init,,0,change u_init,8/13/19,
103337220,classa_init,,20,change u_init,8/13/19,
103344524,classa_init,,6,change u_init,8/13/19,
103347870,classa_init,,10,change u_init,8/13/19,
103347870,classa_prop,4,6,,8/28/20,SL
103347870,hotel_init,,0,,8/28/20,SL
103347870,hotel_prop,4,0,,8/28/20,SL
103347870,otherb_init,,0,,8/28/20,SL
103347870,otherb_prop,4,0,,8/28/20,SL
103356734,classa_init,,5,,8/24/20,KS
103356734,classa_prop,80,3,,8/24/20,KS
103356734,hotel_init,,0,,8/24/20,KS
103356734,hotel_prop,80,0,,8/24/20,KS
103356734,otherb_init,,0,,8/24/20,KS
103356734,otherb_prop,80,0,,8/24/20,KS
103361014,classa_init,,10,,7/23/20,TD
103361014,classa_prop,3,1,,7/23/20,TD
103361014,hotel_init,,0,,8/28/20,TD
103361014,hotel_prop,3,0,,8/28/20,TD
103361014,otherb_init,,0,,8/28/20,TD
103361014,otherb_prop,3,0,,8/28/20,TD
103364173,classa_init,11,0,,1/31/20,
103364173,hotel_init,11,0,,8/29/20,SL
103364173,hotel_prop,4,0,,8/29/20,SL
103364173,otherb_init,11,12,,1/31/20,
103364173,otherb_prop,4,0,,8/29/20,SL
103364734,classa_init,,33,change u_init,8/13/19,
103390028,classa_init,,32,,8/28/20,TD
103390028,hotel_init,,0,,8/28/20,TD
103390028,hotel_prop,22,0,,8/28/20,TD
103390028,otherb_init,,0,,8/28/20,TD
103390028,otherb_prop,22,0,,8/28/20,TD
103394890,classa_init,,270,change u_init,8/13/19,
103397646,classa_init,,5,,8/24/20,KS
103397646,hotel_init,,0,,8/24/20,KS
103397646,hotel_prop,4,0,,8/24/20,KS
103397646,otherb_init,,0,,8/24/20,KS
103397646,otherb_prop,4,0,,8/24/20,KS
103405236,classa_init,,183,change u_init,8/13/19,
103406690,hotel_init,10,0,,8/28/20,AP
103406690,hotel_prop,1,0,,8/28/20,AP
103406690,otherb_init,10,0,,8/28/20,AP
103406690,otherb_prop,1,0,,8/28/20,AP
103420861,classa_init,,4,,7/23/20,TD
103428863,classa_init,,25,change u_init,8/13/19,
103433571,classa_init,,7,,8/24/20,KS
103433571,hotel_init,,0,,8/24/20,KS
103433571,hotel_prop,7,0,,8/24/20,KS
103433571,otherb_init,,0,,8/24/20,KS
103433571,otherb_prop,7,0,,8/24/20,KS
103451747,hotel_init,10,0,,8/28/20,AP
103451747,hotel_prop,4,0,,8/28/20,AP
103451747,otherb_init,10,0,,8/28/20,AP
103451747,otherb_prop,4,0,,8/28/20,AP
103454450,classa_init,,2,,12/1/19,
103465714,classa_init,,338,change u_init,8/13/19,
103465714,hotel_init,,0,,8/29/20,AP
103465714,hotel_prop,338,0,,8/29/20,AP
103465714,otherb_init,,0,,8/29/20,AP
103465714,otherb_prop,338,0,,8/29/20,AP
103469266,classa_init,,1,,1/28/20,
103470343,classa_init,15,1,,8/28/20,KS
103470343,hotel_init,15,0,,8/28/20,KS
103470343,hotel_prop,3,0,,8/28/20,KS
103470343,otherb_init,15,4,,8/28/20,KS
103470343,otherb_prop,3,0,,8/28/20,KS
103474740,classa_init,,0,change u_init,8/13/19,
103482269,classa_init,,46,change u_init,8/13/19,
103489100,classa_init,,20,,8/27/20,TD
103489100,classa_prop,20,18,,8/27/20,TD
103489100,hotel_init,,0,,8/27/20,TD
103489100,hotel_prop,20,0,,8/27/20,TD
103489100,otherb_init,,0,,8/27/20,TD
103489100,otherb_prop,20,0,,8/27/20,TD
103490358,hotel_init,90,0,,8/24/20,AP
103490358,hotel_prop,23,0,,8/24/20,AP
103490358,otherb_init,90,0,,8/24/20,AP
103490358,otherb_prop,23,0,,8/24/20,AP
103493177,classa_init,,20,change u_init,8/13/19,
103495004,classa_init,,0,,8/24/20,KS
103495004,classa_prop,44,0,,8/24/20,KS
103495004,hotel_init,,0,,8/24/20,KS
103495004,hotel_prop,44,0,,8/24/20,KS
103495004,otherb_init,,44,,8/24/20,KS
103495004,otherb_prop,44,39,,8/24/20,KS
103503031,classa_init,,5,,8/24/20,KS
103503031,hotel_init,,0,,8/24/20,KS
103503031,hotel_prop,5,0,,8/24/20,KS
103503031,otherb_init,,0,,8/24/20,KS
103503031,otherb_prop,5,0,,8/24/20,KS
103509197,classa_init,,5,change u_init,8/13/19,
103510443,classa_init,,0,,1/28/20,
103510443,hotel_init,,0,,8/29/20,TD
103510443,hotel_prop,3,0,,8/29/20,TD
103510443,otherb_init,,8,,1/27/20,
103510443,otherb_prop,3,0,,8/29/20,TD
103511816,hotel_init,314,0,,8/29/20,AP
103511816,hotel_prop,310,0,,8/29/20,AP
103511816,otherb_init,314,0,,8/29/20,AP
103511816,otherb_prop,310,0,,8/29/20,AP
103511923,classa_init,4,0,,2/3/20,
103511923,hotel_init,4,0,,8/29/20,TD
103511923,hotel_prop,4,0,,8/29/20,TD
103511923,otherb_init,4,13,,2/3/20,
103511923,otherb_prop,4,0,,8/29/20,TD
103520414,classa_init,,131,change u_init,8/13/19,
103532946,classa_init,,0,,8/24/20,KS
103532946,hotel_init,,0,,8/24/20,KS
103532946,hotel_prop,1,0,,8/24/20,KS
103532946,otherb_init,,0,,8/24/20,KS
103532946,otherb_prop,1,0,,8/24/20,KS
103545022,classa_init,,9,change u_init,8/13/19,
103550024,classa_init,,0,job related to units_.sql,2/21/20,
103550024,otherb_init,,217,job related to units_.sql,2/21/20,
103550024,otherb_prop,,146,job related to units_.sql,2/21/20,
103550499,classa_init,,0,,12/1/19,
103550499,otherb_init,,4,,12/1/19,
103551112,classa_init,,10,change u_init,8/13/19,
103559846,classa_init,,0,change u_init,8/13/19,
103559846,hotel_init,,0,,8/27/20,TD
103559846,hotel_prop,12,0,,8/27/20,TD
103559846,otherb_init,,0,,8/27/20,TD
103559846,otherb_prop,12,0,,8/27/20,TD
103573492,classa_init,,2,change u_init,8/13/19,
103581919,otherb_init,,8,job related to units_.sql,2/21/20,
103595691,classa_init,,1,change u_init,8/13/19,
103595691,hotel_init,,0,,8/29/20,SL
103595691,hotel_prop,6,0,,8/29/20,SL
103595691,otherb_init,,8,,7/30/20,SL
103595691,otherb_prop,6,0,,7/30/20,SL
103612832,classa_init,,4,change u_init,8/13/19,
103619657,classa_init,,0,,8/3/20,TD
103619657,classa_prop,1,2,,8/3/20,TD
103619657,hotel_init,,0,,8/29/20,TD
103619657,hotel_prop,1,0,,8/29/20,TD
103619657,otherb_init,,14,,8/3/20,TD
103619657,otherb_prop,1,0,,8/3/20,TD
103623571,classa_init,,21,change u_init,8/13/19,
103632124,classa_init,,0,,7/16/20,TD
103632124,classa_prop,8,6,,7/16/20,TD
103636059,classa_init,,2,change u_init,8/13/19,
103637021,hotel_init,20,0,,8/28/20,SL
103637021,hotel_prop,1,0,,8/28/20,SL
103637021,otherb_init,20,0,,8/28/20,SL
103637021,otherb_prop,1,0,,8/28/20,SL
103673543,classa_init,,0,change u_init,8/13/19,
103701978,classa_init,,1,change u_init,8/13/19,
103702067,classa_init,,6,change u_init,8/13/19,
103720298,classa_init,,17,change u_init,8/13/19,
103725505,classa_init,,1,,8/5/20,TD
103725505,hotel_init,,0,,8/29/20,TD
103725505,hotel_prop,3,0,,8/29/20,TD
103725505,otherb_init,,6,,8/5/20,TD
103725505,otherb_prop,3,0,,8/5/20,TD
103739215,classa_init,,0,change u_init,8/13/19,
103740310,classa_init,,2,change u_init,8/13/19,
103740329,classa_init,,4,change u_init,8/13/19,
103740702,classa_init,,1,,8/24/20,KS
103740702,hotel_init,,0,,8/24/20,KS
103740702,hotel_prop,1,0,,8/24/20,KS
103740702,otherb_init,,0,,8/24/20,KS
103740702,otherb_prop,1,0,,8/24/20,KS
103744414,classa_init,,3,job related to units_.sql,2/21/20,
103744414,hotel_init,,684,job related to units_.sql,2/21/20,
103744414,hotel_prop,3,651,job related to units_.sql,2/21/20,
103755964,classa_init,,11,,7/23/20,TD
103755964,hotel_init,,0,,8/25/20,TD
103755964,hotel_prop,4,0,,8/25/20,TD
103755964,otherb_init,,0,,8/25/20,TD
103755964,otherb_prop,4,0,,8/25/20,TD
103763599,classa_init,,0,change u_init,8/13/19,
103765221,hotel_init,9,0,,8/24/20,TD
103765221,hotel_prop,1,0,,8/24/20,TD
103765221,otherb_init,9,0,,8/24/20,TD
103765221,otherb_prop,1,0,,8/24/20,TD
103777058,classa_init,52,0,,1/31/20,
103777058,classa_prop,47,0,,1/31/20,
103777058,hotel_init,52,0,,8/29/20,KS
103777058,hotel_prop,47,0,,8/29/20,KS
103777058,otherb_init,52,52,,1/31/20,
103777058,otherb_prop,47,47,,1/31/20,
103781720,classa_init,,0,,2/3/20,
103781720,otherb_init,,12,,2/3/20,
103787724,classa_init,,114,change u_init,8/13/19,
103794529,classa_init,,39,change u_init / change occ_init / change occ_prop,8/13/19,
103795145,classa_init,,166,change u_init,8/13/19,
103796750,classa_init,,0,,1/31/20,
103796750,hotel_init,,0,,8/29/20,TD
103796750,hotel_prop,2,0,,8/29/20,TD
103796750,otherb_init,,6,,8/5/20,TD
103796750,otherb_prop,2,0,,8/5/20,TD
103797349,classa_init,,0,change u_init,8/13/19,
103802379,classa_init,102,103,,2/3/20,
103802379,hotel_init,102,0,,8/29/20,TD
103802379,hotel_prop,103,0,,8/29/20,TD
103802379,otherb_init,102,9,,2/3/20,
103802379,otherb_prop,103,9,,2/3/20,
103802994,classa_init,,16,change u_init,8/13/19,
103803001,classa_init,,2,,12/1/19,
103803127,classa_init,,6,change u_init,8/13/19,
103818950,classa_init,226,1,,2/14/20,
103818950,hotel_init,226,225,,2/14/20,
103818950,hotel_prop,180,217,,2/14/20,
103826585,classa_init,6,3,,2/3/20,
103826585,hotel_init,6,0,,8/29/20,SL
103826585,hotel_prop,6,0,,8/29/20,SL
103826585,otherb_init,6,3,,2/3/20,
103826585,otherb_prop,6,0,,8/29/20,SL
103827325,classa_init,,6,,8/24/20,KS
103827325,hotel_init,,0,,8/24/20,KS
103827325,hotel_prop,6,0,,8/24/20,KS
103827325,otherb_init,,0,,8/24/20,KS
103827325,otherb_prop,6,0,,8/24/20,KS
103834120,classa_init,,0,,8/24/20,KS
103834120,hotel_init,,0,,8/24/20,KS
103834120,hotel_prop,1,0,,8/24/20,KS
103834120,otherb_init,,0,,8/24/20,KS
103834120,otherb_prop,1,0,,8/24/20,KS
103838983,classa_init,,8,,1/31/20,
103838983,hotel_init,,0,,8/29/20,KS
103838983,hotel_prop,9,0,,8/29/20,KS
103838983,otherb_init,,7,,8/5/20,KS
103838983,otherb_prop,9,0,,8/5/20,KS
103841611,classa_init,,2,,1/27/20,
103846974,classa_init,14,0,,2/3/20,
103846974,classa_prop,11,9,,2/3/20,
103846974,hotel_init,14,0,,8/29/20,KS
103846974,hotel_prop,11,0,,8/29/20,KS
103846974,otherb_init,14,14,,2/3/20,
103846974,otherb_prop,11,2,,2/3/20,
103857444,classa_init,,0,,12/1/19,
103865676,classa_init,,1,change u_init,8/13/19,
103867656,classa_init,,304,change u_init,8/13/19,
103889598,latitude,40.7615,40.76163,,7/22/20,AP
103889598,longitude,-73.9959,-73.9957,,7/22/20,AP
103907284,classa_init,428,438,,8/27/20,TD
103907284,classa_prop,445,446,,8/27/20,TD
103907284,hotel_init,428,180,,8/27/20,TD
103907284,hotel_prop,445,180,,8/27/20,TD
103907284,otherb_init,428,0,,8/27/20,TD
103907284,otherb_prop,445,0,,8/27/20,TD
103911402,classa_init,,1,,12/1/19,
103917139,classa_init,,4,change u_init,8/13/19,
103917406,classa_init,88,0,,1/28/20,
103917406,classa_prop,94,0,,1/28/20,
103917406,hotel_init,88,0,,8/29/20,KS
103917406,hotel_prop,94,94,,1/28/20,
103917406,otherb_init,88,0,,8/29/20,KS
103917406,otherb_prop,94,0,,8/29/20,KS
103921981,classa_init,6,2,,2/3/20,
103921981,hotel_init,6,0,,8/29/20,TD
103921981,hotel_prop,3,0,,8/29/20,TD
103921981,otherb_init,6,4,,2/3/20,
103921981,otherb_prop,3,2,,2/3/20,
103924719,classa_init,,0,change u_init,8/13/19,
103927592,classa_init,,18,,8/24/20,KS
103927592,hotel_init,,0,,8/24/20,KS
103927592,hotel_prop,18,0,,8/24/20,KS
103927592,otherb_init,,0,,8/24/20,KS
103927592,otherb_prop,18,0,,8/24/20,KS
103931916,classa_init,,20,change u_init,8/13/19,
103932602,classa_init,,2,,12/1/19,
103933549,classa_init,,0,,12/1/19,
103933549,otherb_init,,18,,12/1/19,
103939295,classa_init,,25,change u_init,8/13/19,
103940568,classa_init,,1,,8/24/20,KS
103940568,hotel_init,,0,,8/24/20,KS
103940568,hotel_prop,1,0,,8/24/20,KS
103940568,otherb_init,,0,,8/24/20,KS
103940568,otherb_prop,1,0,,8/24/20,KS
103952126,classa_init,27,26,,8/26/20,KS
103952126,classa_prop,19,23,,8/26/20,KS
103952126,hotel_init,27,0,,8/26/20,KS
103952126,hotel_prop,19,0,,8/26/20,KS
103952126,otherb_init,27,0,,8/26/20,KS
103952126,otherb_prop,19,0,,8/26/20,KS
103957201,classa_init,89,108,,7/16/20,SL
103957201,classa_prop,109,88,,7/16/20,SL
103957201,hotel_prop,109,20,,7/16/20,SL
103957675,classa_init,,10,change u_init,8/13/19,
103977332,classa_init,,2,,12/1/19,
103980783,classa_init,,38,change u_init,8/13/19,
103984976,classa_init,,16,change u_init,8/13/19,
103995483,classa_init,64,0,,8/28/20,SL
103995483,classa_prop,45,0,,8/28/20,SL
103995483,hotel_init,64,0,,8/28/20,SL
103995483,hotel_prop,45,0,,8/28/20,SL
103995483,otherb_init,64,64,,8/28/20,SL
103995483,otherb_prop,45,45,,8/28/20,SL
104000938,classa_init,,3,,12/1/19,
104001571,classa_init,,16,change u_init,8/13/19,
104005470,classa_init,,1,change u_init,8/13/19,
104005924,classa_init,,1,,1/27/20,
104006237,classa_init,,16,,8/24/20,KS
104006237,hotel_init,,0,,8/24/20,KS
104006237,hotel_prop,16,0,,8/24/20,KS
104006237,otherb_init,,0,,8/24/20,KS
